example_type,model,comparison,baseline_stage,candidate_stage,image_key,page_key,reference,baseline_hypothesis,candidate_hypothesis,baseline_cer,candidate_cer,cer_delta,baseline_wer,candidate_wer,wer_delta,baseline_exact_match,candidate_exact_match,exact_match_delta,baseline_missing_output,candidate_missing_output,missing_output_delta,baseline_runtime,candidate_runtime,runtime_delta
largest_regression,surya,raw_to_run_1,raw,run_1,test/12/165/1,test_12_165,తయారయ్యాడు,చనానదు,ఆరోగ్యం పోషణ వినోద సౌకర్యాలు,0.8,2.3,1.4999999999999998,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.973967706999247,25.605797417010763,-2.368170289988484
largest_regression,surya,raw_to_run_1,raw,run_1,test/9/65/20,test_9_65,సేవలకు,,విద్యా సౌకర్యాలు,1.0,2.3333333333333335,1.3333333333333335,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,16.206650094998622,10.520298899999943,-5.686351194998679
largest_regression,surya,raw_to_run_1,raw,run_1,test/12/131/10,test_12_131,అనంతకుమార్,అనంతకుమార్,బ్రహ్మాత్మమౌన్,0.0,1.1,1.1,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,26.393833582998923,22.037493960000575,-4.356339622998348
largest_regression,surya,raw_to_run_1,raw,run_1,test/9/53/4,test_9_53,జానపదుల,శ్రీ నవదులు,గ్రామానికి ముఖ్యత,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62711026299803,11.377143316000002,-11.249966946998029
largest_regression,surya,raw_to_run_1,raw,run_1,test/13/7/20,test_13_7,సూసైడ్,,గుర్తి పై పాట,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,15.044626778999373,15.925070847995812,0.8804440689964395
largest_regression,surya,raw_to_run_1,raw,run_1,test/12/191/7,test_12_191,గుణం,సేవా లి,స్వాతంత్ర్యం,1.75,2.75,1.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.704613826997956,7.933940173999872,-4.770673652998084
largest_regression,surya,raw_to_run_1,raw,run_1,test/9/249/4,test_9_249,ప్రయోగించడం,ప్రమోగించడం,ప్రమేహ గిరి బెడరి,0.09090909090909091,1.0,0.9090909090909091,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.968429396998545,19.368690549999883,-7.599738846998662
largest_regression,surya,raw_to_run_1,raw,run_1,test/12/125/19,test_12_125,మార్గాలను,మార్గాల ను,,0.1111111111111111,1.0,0.8888888888888888,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.48172721899755,16.912629689002642,-2.569097529994906
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/9/65/20,test_9_65,సేవలకు,విద్యా సౌకర్యాలు,సేవ లకు,2.3333333333333335,0.16666666666666666,-2.166666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.520298899999943,6.716428691999681,-3.803870208000262
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/9/91/24,test_9_91,వైపున,విద్యా సౌకర్యాలు,పుష్కా,3.0,1.2,-1.8,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.186952397999903,9.107233850999364,-3.079718547000539
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/12/191/7,test_12_191,గుణం,స్వాతంత్ర్యం,స్వంతి,2.75,1.25,-1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.933940173999872,7.030130696000924,-0.9038094779989478
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/12/113/17,test_12_113,అలవాటుపడిన,బ్రిటిష్ యా క్రీడా వ్యవస్థ,బిలి డా టెవె,2.4,1.1,-1.2999999999999998,4.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.36607990499988,100.04160542499994,64.67552552000006
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/12/165/1,test_12_165,తయారయ్యాడు,ఆరోగ్యం పోషణ వినోద సౌకర్యాలు,ప్రమాణమౌనిదు,2.3,1.0,-1.2999999999999998,4.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.605797417010763,23.25052350000078,-2.3552739170099812
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/12/195/22,test_12_195,కొరతల,కొనటల్లి,కొరతల,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.686765079997713,10.12709841799915,0.44033333800143737
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/13/7/20,test_13_7,సూసైడ్,గుర్తి పై పాట,గూడెంలో,2.0,1.0,-1.0,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.925070847995812,9.589036477000263,-6.336034370995549
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/9/53/4,test_9_53,జానపదుల,గ్రామానికి ముఖ్యత,శ్రో నటదులు,2.0,1.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.377143316000002,11.254801213999599,-0.12234210200040252
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/13/2/21,test_13_2,డిటర్జెంట్లు,ప్రభుత్వ వైద్య సౌకర్యం,ప్రభుత్వంలు,1.6666666666666667,0.75,-0.9166666666666667,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84517761800089,12.177765290000025,-0.6674123280008644
largest_improvement,surya,run_1_to_run_2,run_1,run_2,test/13/2/6,test_13_2,పేరుంది,,వేరుంది,1.0,0.14285714285714285,-0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,7.0392897829879075,7.686099398999431,0.6468096160115238
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/9/91/6,test_9_91,మాత,,ముందు సమీప పట్టణమైన కర్ణాటక నుండి సమీప పట్టణమైన ఆదిలాబాద్ నుండి ౨౦ కి మీ దూరంలో ఉంది,1.0,27.333333333333332,26.333333333333332,1.0,14.0,13.0,0.0,0.0,0.0,1.0,0.0,-1.0,6.598643187000107,21.83913174099962,15.240488553999512
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/12/195/13,test_12_195,పిలుపునకు,పేట పునర్జీ,పేట పునర్వ్యవస్థీకరణలో ముఖ్య సంఘం,0.7777777777777778,3.0,2.2222222222222223,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.430976224000915,17.979563478998898,4.548587254997983
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/12/113/3,test_12_113,అగ్రనేతలను,అగ్రనేతలను,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,16.018035799000245,17.410897055000532,1.3928612560002875
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/9/393/9,test_9_393,నిలువుగా,నీలువుగా,,0.125,1.0,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.231720654000128,11.542467356000088,0.31074670199996035
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/12/125/11,test_12_125,విచారిస్తున్నాం,విచారి స్తు న్నాం,‌,0.13333333333333333,1.0,0.8666666666666667,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.97266934599975,19.749432433000038,-73.22323691299971
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/9/166/20,test_9_166,పట్టిన,పట్టణ,వర్షపత్రిక,0.3333333333333333,1.1666666666666667,0.8333333333333335,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9765786559999015,7.753526535000674,0.7769478790007724
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/12/70/2,test_12_70,పట్టు,పట్టు,మధ్యలు,0.0,0.8,0.8,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,6.0440154479997545,6.746027758999844,0.7020123110000895
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/9/65/25,test_9_65,కాజు,,కొల్లూరి,1.0,1.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,7.418218015999969,5.364374488000067,-2.053843527999902
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/9/393/24,test_9_393,ఈలపాట,,ప్రశిల పోటీ,1.0,1.6,0.6000000000000001,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,9.322092366000106,11.026669846000004,1.704577479999898
largest_regression,surya,run_1_to_run_2,run_1,run_2,test/12/113/16,test_12_113,వ్యవసాయానికి,ప్వర్ణసాయానికి,,0.4166666666666667,1.0,0.5833333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.62137740900016,16.881029516000126,-10.740347893000035
largest_improvement,surya,raw_to_run_2,raw,run_2,test/13/12/7,test_13_12,సమాఖ్య,,సమాఖ్య,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,16.665024823996646,9.352040402000057,-7.312984421996589
largest_improvement,surya,raw_to_run_2,raw,run_2,test/13/2/6,test_13_2,పేరుంది,పారిశ్రామిక,వేరుంది,1.1428571428571428,0.14285714285714285,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12607045600089,7.686099398999431,-10.439971057001458
largest_improvement,surya,raw_to_run_2,raw,run_2,test/9/65/20,test_9_65,సేవలకు,,సేవ లకు,1.0,0.16666666666666666,-0.8333333333333334,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,16.206650094998622,6.716428691999681,-9.490221402998941
largest_improvement,surya,raw_to_run_2,raw,run_2,test/12/131/19,test_12_131,బాలికలకు,బౌద్ధకలఘ,బాలికలకు,0.75,0.0,-0.75,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,19.186195666999993,11.066354758999296,-8.119840908000697
largest_improvement,surya,raw_to_run_2,raw,run_2,test/12/131/7,test_12_131,ప్రశంసనీయమని,,డ్రూంసనియమని,1.0,0.25,-0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,32.89747157599777,22.290250178999486,-10.607221396998284
largest_improvement,surya,raw_to_run_2,raw,run_2,test/9/393/13,test_9_393,వాట్,,వాటి,1.0,0.25,-0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,10.951907906000997,5.7482982419996915,-5.203609664001306
largest_improvement,surya,raw_to_run_2,raw,run_2,test/9/393/2,test_9_393,విజయరామారావు,విద్యా సౌకర్యాలు,విజయ రామారావు,0.8333333333333334,0.08333333333333333,-0.75,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.389114393001364,19.43564614800016,-15.953468245001204
largest_improvement,surya,raw_to_run_2,raw,run_2,test/12/113/22,test_12_113,మారుమూల,ప్రామ మాల,మారు మూల,0.8571428571428571,0.14285714285714285,-0.7142857142857142,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.551588733000244,13.420023042999674,-8.13156569000057
largest_improvement,surya,raw_to_run_2,raw,run_2,test/9/53/7,test_9_53,తెల్లవారు,,పిల్లలారు,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,17.024123299997882,9.754168602999925,-7.2699546969979565
largest_improvement,surya,raw_to_run_2,raw,run_2,test/12/125/18,test_12_125,చెప్పుకుంది,,చెన్నుకుంటే,1.0,0.36363636363636365,-0.6363636363636364,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,21.686618997999176,17.54531800999939,-4.141300987999784
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/91/6,test_9_91,మాత,పాలిత,ముందు సమీప పట్టణమైన కర్ణాటక నుండి సమీప పట్టణమైన ఆదిలాబాద్ నుండి ౨౦ కి మీ దూరంలో ఉంది,1.0,27.333333333333332,26.333333333333332,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39601776100244,21.83913174099962,10.443113979997179
largest_regression,surya,raw_to_run_2,raw,run_2,test/12/195/13,test_12_195,పిలుపునకు,పేట పునరు,పేట పునర్వ్యవస్థీకరణలో ముఖ్య సంఘం,0.4444444444444444,3.0,2.5555555555555554,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.526150588000746,17.979563478998898,-2.546587109001848
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/65/25,test_9_65,కాజు,కొను,కొల్లూరి,0.5,1.75,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.568248899999162,5.364374488000067,-4.203874411999095
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/53/13,test_9_53,బొమ్మలు,బొమ్మేలు,భాగముక్రి లు,0.14285714285714285,1.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.370137625999632,10.007604706000166,-6.362532919999467
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/252/3,test_9_252,తప్పుతుంది,తప్పబయింది,తత్త్వవిచ్ఛారిణి,0.3,1.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.46711144299843,13.284788437000316,-16.182323005998114
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/249/4,test_9_249,ప్రయోగించడం,ప్రమోగించడం,‍,0.09090909090909091,1.0,0.9090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.968429396998545,15.700193968999884,-11.268235427998661
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/166/20,test_9_166,పట్టిన,వట్టున,వర్షపత్రిక,0.3333333333333333,1.1666666666666667,0.8333333333333335,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.041531604001648,7.753526535000674,-4.288005069000974
largest_regression,surya,raw_to_run_2,raw,run_2,test/12/70/2,test_12_70,పట్టు,పట్టు,మధ్యలు,0.0,0.8,0.8,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,10.454325203998451,6.746027758999844,-3.708297444998607
largest_regression,surya,raw_to_run_2,raw,run_2,test/13/9/23,test_13_9,ప్రదర్శన,ప్రవర్తన,,0.25,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.939213085999654,11.417162035000729,-5.522051050998925
largest_regression,surya,raw_to_run_2,raw,run_2,test/9/91/26,test_9_91,వచ్చేస్తాను,వచ్చిన్తాను,విద్యా సౌకర్యాలు,0.18181818181818182,0.9090909090909091,0.7272727272727273,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.166424209997786,14.392268159000196,-5.77415605099759
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/10/350/10,val_10_350,వేషంలో,,వేషంలో,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.8137306890130276,0.5667134749965044,-0.2470172140165232
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/4/206/6,val_4_206,ఆఫీసుకే,,ఆఫీసుకి,1.0,0.14285714285714285,-0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.7862640690000262,0.5595959479978774,-0.22666812100214884
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/4/155/22,val_4_155,హిందుత్వాన్ని,,హింటుత్వోన్ని,1.0,0.15384615384615385,-0.8461538461538461,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0096098979993258,0.6199463360098889,-0.38966356198943686
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/4/238/4,val_4_238,శోభని,ఖం,శోభి,1.0,0.2,-0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7227455849933904,0.5331110059923958,-0.18963457900099456
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/4/189/17,val_4_189,మగవాళ్లను,,ముగ వాళ్లను,1.0,0.2222222222222222,-0.7777777777777778,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.88966749899555,0.5572634039999684,-0.33240409499558154
largest_improvement,tesseract,raw_to_run_1,raw,run_1,test/12/70/24,test_12_70,మధుర,,మదుర,1.0,0.25,-0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.7716086260043085,1.400302742011263,0.6286941160069546
largest_improvement,tesseract,raw_to_run_1,raw,run_1,test/9/65/3,test_9_65,సాగునీటి,,సాగునాటో,1.0,0.25,-0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.904472310008714,0.5717827930056956,-0.3326895170030184
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/4/219/15,val_4_219,కనుగొనేందుకు,,ఓనుగొ నేం దుకు,1.0,0.25,-0.75,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.033600798007683,0.6138067419960862,-0.4197940560115967
largest_improvement,tesseract,raw_to_run_1,raw,run_1,test/12/125/6,test_12_125,మాట్లానిద్దాం,,యబూట్లానీద్దాం,1.0,0.3076923076923077,-0.6923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0454711439961102,0.6588150789903011,-0.38665606500580907
largest_improvement,tesseract,raw_to_run_1,raw,run_1,val/4/219/14,val_4_219,వర్ణించుకుంటూ,,వర్షింజుకరుంటతూ,1.0,0.3076923076923077,-0.6923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0656248360028258,0.6332423190033296,-0.43238251699949615
largest_regression,tesseract,raw_to_run_1,raw,run_1,val/4/189/5,val_4_189,ఆకాశమే,ఆకాకర,ఆ చాక ్ప్సు,0.5,1.5,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7973861629870953,0.5832915759965545,-0.21409458699054085
largest_regression,tesseract,raw_to_run_1,raw,run_1,val/4/189/11,val_4_189,జట్టు,జట్టు,య ర్భుం,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.6527475670009153,0.6709764710103627,0.018228904009447433
largest_regression,tesseract,raw_to_run_1,raw,run_1,test/12/48/2,test_12_48,భావిస్తున్నాం,ఖావిస్తున్నాం,,0.07692307692307693,1.0,0.9230769230769231,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9756867329997476,0.5691702070034808,-0.40651652599626686
largest_regression,tesseract,raw_to_run_1,raw,run_1,val/10/53/16,val_10_53,గులకరాయి,గులకరా ి,,0.125,1.0,0.875,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9020819920115173,0.5639243250043364,-0.33815766700718086
largest_regression,tesseract,raw_to_run_1,raw,run_1,test/12/125/23,test_12_125,దుర్భరం,దుర్టరం,,0.14285714285714285,1.0,0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8566417499969248,0.5861378499976126,-0.2705038999993121
largest_regression,tesseract,raw_to_run_1,raw,run_1,val/4/206/2,val_4_206,రాజకీయానికి,రాతకీయాణికి,రాము దీంరరానణ పీ,0.18181818181818182,1.0,0.8181818181818181,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9282922860002145,0.6027631670003757,-0.32552911899983883
largest_regression,tesseract,raw_to_run_1,raw,run_1,val/4/206/18,val_4_206,అలాటి,అలాటి,ఏ రాధి,0.0,0.8,0.8,0.0,2.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.7145736829988891,0.6924929629894905,-0.022080720009398647
largest_regression,tesseract,raw_to_run_1,raw,run_1,val/10/350/18,val_10_350,కారటం,కౌరణుం,రొగద్రయంం,0.6,1.4,0.7999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7816458720044466,0.5518450480012689,-0.2298008240031777
largest_regression,tesseract,raw_to_run_1,raw,run_1,test/9/166/23,test_9_166,గుర్తుకొస్తారు,గుర్తుకొస్తారు,నారు,0.0,0.7857142857142857,0.7857142857142857,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.9688311759964563,0.5658220460027223,-0.40300912999373395
largest_regression,tesseract,raw_to_run_1,raw,run_1,test/13/24/16,test_13_24,కొనే,క,డ్రస్‌,0.75,1.5,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6528515219979454,0.5162528060027398,-0.13659871599520557
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/4/219/17,val_4_219,వ్యాస,ను,వ్యాస,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5829988240002422,0.5086850100005904,-0.07431381399965176
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/10/53/24,val_10_53,రంగులకు,,రంగులు,1.0,0.14285714285714285,-0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6289006220031297,0.5704182210001818,-0.05848240100294788
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,test/9/91/20,test_9_91,మంచాన,మిం,మంచాన,0.8,0.0,-0.8,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5394367429980775,0.5309137019994523,-0.00852304099862522
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/10/350/18,val_10_350,కారటం,రొగద్రయంం,రొరయం,1.4,0.6,-0.7999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5518450480012689,0.5108108649992573,-0.04103418300201156
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/4/219/12,val_4_219,వేసవిలోనే,,వేసఎ లోనే,1.0,0.2222222222222222,-0.7777777777777778,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.602440494010807,0.543781076000414,-0.05865941801039298
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/4/189/21,val_4_189,బయ్యారపు,చెుంర౮ల్ల రల,లుయ్సారల,1.375,0.625,-0.75,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8096427999989828,0.5334395080008107,-0.27620329199817206
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,test/9/13/11,test_9_13,ఊహించని,డ్‌ యొ౦ రన్‌,ఉీపాంచరీ,1.5714285714285714,0.8571428571428571,-0.7142857142857143,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191169420053484,0.5135656940001354,-0.10555124800521298
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/10/386/15,val_10_386,ఆద్యురాలు,,ఆతయూరాలు,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6446712819888489,0.5852149360007388,-0.059456345988110115
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/4/149/11,val_4_149,ఎన్,,ఎన,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6423345910006901,0.49198144000001776,-0.15035315100067237
largest_improvement,tesseract,run_1_to_run_2,run_1,run_2,val/4/238/22,val_4_238,చెప్పుటకు,ఫ్రండు త్న,చెప్పట కృ,1.0,0.3333333333333333,-0.6666666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7817854989989428,0.6240132749999248,-0.15777222399901802
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/9/393/24,test_9_393,ఈలపాట,గ్రరలయో,గభ్ర్రలుయో ర,1.4,2.2,0.8000000000000003,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510114534990862,0.5618034819999593,0.05168894700909732
