image_path	vocab_id	label
ground_truth/sample_set/test/9/65/5.jpg	11706	వెంట్రిలాక్విజంలో
ground_truth/sample_set/test/9/65/6.jpg	5872	క్షణాన్నీ
ground_truth/sample_set/test/9/65/7.jpg	5197	కథయినా
ground_truth/sample_set/test/9/65/8.jpg	7146	తప్పిందా
ground_truth/sample_set/test/9/65/9.jpg	6738	జట్లతో
ground_truth/sample_set/test/9/65/10.jpg	2881	పంపించారు
ground_truth/sample_set/test/9/65/11.jpg	2218	ఆమోదముద్ర
ground_truth/sample_set/test/9/65/12.jpg	957	జవాబు
ground_truth/sample_set/test/9/65/13.jpg	8167	నిర్ణయించాను
ground_truth/sample_set/test/9/65/14.jpg	6882	జీవావరణ
ground_truth/sample_set/test/9/65/15.jpg	4905	ఎగిసిపడే
ground_truth/sample_set/test/9/65/16.jpg	3101	బృందానికి
ground_truth/sample_set/test/9/65/17.jpg	11932	శంకర
ground_truth/sample_set/test/9/65/18.jpg	4964	ఎమిలిజోలా
ground_truth/sample_set/test/9/65/19.jpg	7188	తరలివచ్చి
ground_truth/sample_set/test/9/65/20.jpg	3597	సేవలకు
ground_truth/sample_set/test/9/65/21.jpg	5747	కొనుగోళ్లపై
ground_truth/sample_set/test/9/65/22.jpg	6653	చేసావు
ground_truth/sample_set/test/9/65/23.jpg	6374	చిల్లులు
ground_truth/sample_set/test/9/65/24.jpg	5406	కాంట్రాక్టర్
ground_truth/sample_set/test/9/65/25.jpg	5424	కాజు
ground_truth/sample_set/test/9/65/26.jpg	3370	వారిద్దరి
ground_truth/sample_set/test/9/91/1_1.jpg	10169	మాత
ground_truth/sample_set/test/9/91/2.jpg	8176	నిర్దేశిస్తున్నాయి
ground_truth/sample_set/test/9/91/3.jpg	2654	డాలర్లకు
ground_truth/sample_set/test/9/91/4.jpg	5407	కాంట్రాక్టును
ground_truth/sample_set/test/9/91/5.jpg	12788	స్లోగా
ground_truth/sample_set/test/9/91/6.jpg	10169	మాత
ground_truth/sample_set/test/9/91/7.jpg	9678	బాసిల్
ground_truth/sample_set/test/9/91/8.jpg	998	పదివేల
ground_truth/sample_set/test/9/91/9.jpg	5222	కనిపించక
ground_truth/sample_set/test/9/91/10.jpg	2209	ఆదరించడం
ground_truth/sample_set/test/9/91/11.jpg	5610	కుర్చీలోనే
ground_truth/sample_set/test/9/91/12.jpg	3971	అనేశాడు
ground_truth/sample_set/test/9/91/13.jpg	6419	చూపించండి
ground_truth/sample_set/test/9/91/14.jpg	9250	ప్రతినాయకుల
ground_truth/sample_set/test/9/91/15.jpg	9225	ప్రజాధనమే
ground_truth/sample_set/test/9/91/16.jpg	3040	ప్రసార
ground_truth/sample_set/test/9/91/17.jpg	7009	డాన్సుమాస్టర్
ground_truth/sample_set/test/9/91/18.jpg	9649	బాధించగా
ground_truth/sample_set/test/9/91/19.jpg	2772	దైవమైన
ground_truth/sample_set/test/9/91/20.jpg	9939	మంచాన
ground_truth/sample_set/test/9/91/21.jpg	1494	అశోక
ground_truth/sample_set/test/9/91/22.jpg	6074	గురువుగా
ground_truth/sample_set/test/9/91/23.jpg	2142	అనుగుణమైన
ground_truth/sample_set/test/9/91/24.jpg	11854	వైపున
ground_truth/sample_set/test/9/91/25.jpg	4696	ఉండబట్టలేక
ground_truth/sample_set/test/9/91/26.jpg	11151	వచ్చేస్తాను
ground_truth/sample_set/test/9/166/1.jpg	6189	గ్లీసెన్
ground_truth/sample_set/test/9/166/2.jpg	1755	నిద్రలో
ground_truth/sample_set/test/9/166/3.jpg	1033	మాంద్యం
ground_truth/sample_set/test/9/166/4.jpg	10181	మాధ్యమాలు
ground_truth/sample_set/test/9/166/5.jpg	9740	బెడద
ground_truth/sample_set/test/9/166/6.jpg	4704	ఉండిపోయినాడు
ground_truth/sample_set/test/9/166/7.jpg	7504	తొక్కిన
ground_truth/sample_set/test/9/166/8.jpg	1553	ఏర్పడడానికి
ground_truth/sample_set/test/9/166/9.jpg	132	అందరికీ
ground_truth/sample_set/test/9/166/10.jpg	1667	జయంతి
ground_truth/sample_set/test/9/166/11.jpg	8602	పరిగణించి
ground_truth/sample_set/test/9/166/12.jpg	11972	శాయంపేట
ground_truth/sample_set/test/9/166/13.jpg	10933	రైళ్లమీద
ground_truth/sample_set/test/9/166/14.jpg	8444	పట్టణాలలో
ground_truth/sample_set/test/9/166/15.jpg	6565	చేతులే
ground_truth/sample_set/test/9/166/16.jpg	1697	తలుపు
ground_truth/sample_set/test/9/166/17.jpg	6731	జక్కన్న
ground_truth/sample_set/test/9/166/18.jpg	2929	పల్లెటూరు
ground_truth/sample_set/test/9/166/19.jpg	5258	కన్వీనియనే్స
ground_truth/sample_set/test/9/166/20.jpg	8455	పట్టిన
ground_truth/sample_set/test/9/166/21.jpg	12289	సమత్వభావన
ground_truth/sample_set/test/9/166/22.jpg	3348	వర్గంలోకి
ground_truth/sample_set/test/9/166/23.jpg	6089	గుర్తుకొస్తారు
ground_truth/sample_set/test/9/166/24.jpg	8436	పచ్చడిని
ground_truth/sample_set/test/9/166/25.jpg	6275	చర్మపు
ground_truth/sample_set/test/9/249/1.jpg	6865	జియావుల్
ground_truth/sample_set/test/9/249/2.jpg	10481	మేధావులందరూ
ground_truth/sample_set/test/9/249/3.jpg	10714	రసోచితమైన
ground_truth/sample_set/test/9/249/4.jpg	9338	ప్రయోగించడం
ground_truth/sample_set/test/9/249/5.jpg	10073	మరిగేంతలో
ground_truth/sample_set/test/9/249/6.jpg	8038	నాన్నను
ground_truth/sample_set/test/9/249/7.jpg	6222	చంపేసే
ground_truth/sample_set/test/9/249/8.jpg	8141	నిరంకుశ
ground_truth/sample_set/test/9/249/9.jpg	1987	విదేశాలలో
ground_truth/sample_set/test/9/249/10.jpg	5839	క్రమానికితోడు
ground_truth/sample_set/test/9/249/11.jpg	11039	లెఫ్ట్
ground_truth/sample_set/test/9/249/12.jpg	9763	బొమ్మంటే
ground_truth/sample_set/test/9/249/13.jpg	11326	వారికన్నా
ground_truth/sample_set/test/9/249/14.jpg	6260	చరితమును
ground_truth/sample_set/test/9/249/15.jpg	889	అత్యధిక
ground_truth/sample_set/test/9/249/16.jpg	12037	శైలజా
ground_truth/sample_set/test/9/249/17.jpg	7107	తడపందే
ground_truth/sample_set/test/9/249/18.jpg	9224	ప్రజాగేయాల్లో
ground_truth/sample_set/test/9/249/19.jpg	6227	చక్రానికి
ground_truth/sample_set/test/9/249/20.jpg	3016	ప్రతిపక్ష
ground_truth/sample_set/test/9/249/21.jpg	6135	గోగు
ground_truth/sample_set/test/9/249/22.jpg	8824	పిచ్
ground_truth/sample_set/test/9/249/23.jpg	2002	వీలుంది
ground_truth/sample_set/test/9/249/24.jpg	6286	చల్లా
ground_truth/sample_set/test/9/252/1.jpg	2661	డైరెక్ట్
ground_truth/sample_set/test/9/252/2.jpg	11116	వంటిదే
ground_truth/sample_set/test/9/252/3.jpg	7153	తప్పుతుంది
ground_truth/sample_set/test/9/252/4.jpg	1608	క్రింద
ground_truth/sample_set/test/9/252/5.jpg	4723	ఉత్తమాభిరుచి
ground_truth/sample_set/test/9/252/6.jpg	154	సమాచారం
ground_truth/sample_set/test/9/252/7.jpg	7485	తేటలన్నీ
ground_truth/sample_set/test/9/252/8.jpg	1428	సమైక్యాంధ్ర
ground_truth/sample_set/test/9/252/9.jpg	2980	పెయిడ్
ground_truth/sample_set/test/9/252/10.jpg	1071	వెళితే
ground_truth/sample_set/test/9/252/11.jpg	1760	నిర్ధారణ
ground_truth/sample_set/test/9/252/12.jpg	3966	అనుసరణీయం
ground_truth/sample_set/test/9/252/13.jpg	4179	అవకఅశాలు
ground_truth/sample_set/test/9/252/14.jpg	8777	పారేసుకోటానికి
ground_truth/sample_set/test/9/252/15.jpg	8825	పిజాయి
ground_truth/sample_set/test/9/252/16.jpg	6693	చేస్తున్నారంటూ
ground_truth/sample_set/test/9/252/17.jpg	4756	ఉద్యోగావకాశాలను
ground_truth/sample_set/test/9/252/18.jpg	10950	రోజైనా
ground_truth/sample_set/test/9/252/19.jpg	5324	కలిపాం
ground_truth/sample_set/test/9/252/20.jpg	3140	మంత్రులను
ground_truth/sample_set/test/9/252/21.jpg	9444	ప్రేమతో
ground_truth/sample_set/test/9/252/22.jpg	7924	నడిపన్న
ground_truth/sample_set/test/9/252/23.jpg	484	ఉండవచ్చు
ground_truth/sample_set/test/9/252/24.jpg	12800	స్వర్గ
ground_truth/sample_set/test/9/252/25.jpg	9439	ప్రీ
ground_truth/sample_set/test/9/393/1.jpg	8873	పుటలను
ground_truth/sample_set/test/9/393/2.jpg	11396	విజయరామారావు
ground_truth/sample_set/test/9/393/3.jpg	2124	అణ్వస్త్ర
ground_truth/sample_set/test/9/393/4.jpg	2962	పూజ్య
ground_truth/sample_set/test/9/393/5.jpg	5522	కాళేశ్వరరావు
ground_truth/sample_set/test/9/393/6.jpg	2925	పలకరించడం
ground_truth/sample_set/test/9/393/7.jpg	10027	మనని
ground_truth/sample_set/test/9/393/8.jpg	11632	వీరిద్దరిని
ground_truth/sample_set/test/9/393/9.jpg	8229	నిలువుగా
ground_truth/sample_set/test/9/393/10.jpg	4027	అఫ్రీదిపై
ground_truth/sample_set/test/9/393/11.jpg	12588	సుబ్బరాయశర్మ
ground_truth/sample_set/test/9/393/12.jpg	9798	బ్రహ్మాస్త్రం
ground_truth/sample_set/test/9/393/13.jpg	11280	వాట్
ground_truth/sample_set/test/9/393/14.jpg	7422	తెరిచే
ground_truth/sample_set/test/9/393/15.jpg	7478	తెల్లారాలి
ground_truth/sample_set/test/9/393/16.jpg	2246	ఇండొనేసియాలో
ground_truth/sample_set/test/9/393/17.jpg	1502	ఆదర్శంగా
ground_truth/sample_set/test/9/393/18.jpg	11304	వాననీటిలోకి
ground_truth/sample_set/test/9/393/19.jpg	3055	ప్రొఫెషనల్
ground_truth/sample_set/test/9/393/20.jpg	129	గల
ground_truth/sample_set/test/9/393/21.jpg	11649	వుంచుటలోను
ground_truth/sample_set/test/9/393/22.jpg	7584	దయానందం
ground_truth/sample_set/test/9/393/23.jpg	4985	ఎవరితోనైనా
ground_truth/sample_set/test/9/393/24.jpg	4669	ఈలపాట
ground_truth/sample_set/test/12/48/1.jpg	5136	ఓబయ్య
ground_truth/sample_set/test/12/48/2.jpg	9888	భావిస్తున్నాం
ground_truth/sample_set/test/12/48/3.jpg	11921	వ్యాసపు
ground_truth/sample_set/test/12/48/4.jpg	4024	అప్లయి
ground_truth/sample_set/test/12/48/5.jpg	11723	వెదజల్లాల్సి
ground_truth/sample_set/test/12/48/6.jpg	2836	నిరాహారదీక్షలు
ground_truth/sample_set/test/12/48/7.jpg	3952	అనుమతించడంపైనే
ground_truth/sample_set/test/12/48/8.jpg	976	దీనితో
ground_truth/sample_set/test/12/48/9.jpg	4460	ఆలోచిస్తామని
ground_truth/sample_set/test/12/48/10.jpg	6827	జవాబులో
ground_truth/sample_set/test/12/48/11.jpg	10072	మరికొంచెం
ground_truth/sample_set/test/12/48/12.jpg	1105	అతనితో
ground_truth/sample_set/test/12/48/13.jpg	1249	దేనికైనా
ground_truth/sample_set/test/12/48/14.jpg	9166	పోల్చడంతో
ground_truth/sample_set/test/12/48/15.jpg	11965	శాంతిభద్రతలను
ground_truth/sample_set/test/12/48/16.jpg	2843	నిర్లక్ష్యానికి
ground_truth/sample_set/test/12/48/17.jpg	12442	సాదియాస్
ground_truth/sample_set/test/12/48/18.jpg	3322	లాభపడ్డాయి
ground_truth/sample_set/test/12/48/19.jpg	222	మేం
ground_truth/sample_set/test/12/48/20.jpg	12108	సంక్రమించే
ground_truth/sample_set/test/12/48/21.jpg	12895	హృదయాలపై
ground_truth/sample_set/test/12/48/22.jpg	10843	రిజస్ట్రేషన్లు
ground_truth/sample_set/test/12/48/23.jpg	4499	ఆశ్రయించి
ground_truth/sample_set/test/12/48/24.jpg	2943	పాలించే
ground_truth/sample_set/test/12/70/1.jpg	7459	తెలుపవలసిన
ground_truth/sample_set/test/12/70/2.jpg	994	పట్టు
ground_truth/sample_set/test/12/70/3.jpg	3941	అనుబంధాల్లో
ground_truth/sample_set/test/12/70/4.jpg	6598	చేయలేమని
ground_truth/sample_set/test/12/70/5.jpg	1557	ఒకదాని
ground_truth/sample_set/test/12/70/6.jpg	10949	రోజుల్లోకి
ground_truth/sample_set/test/12/70/7.jpg	6776	జరగడంతో
ground_truth/sample_set/test/12/70/8.jpg	663	జరగకుండా
ground_truth/sample_set/test/12/70/9.jpg	8810	పాల్పడి
ground_truth/sample_set/test/12/70/10.jpg	12806	స్వస్వరూపాయ
ground_truth/sample_set/test/12/70/11.jpg	12655	సెలవుపై
ground_truth/sample_set/test/12/70/12.jpg	7416	తెరకెక్కిస్తోంది
ground_truth/sample_set/test/12/70/13.jpg	11108	వంగముల్లు
ground_truth/sample_set/test/12/70/14.jpg	10856	రీచయ్యాయి
ground_truth/sample_set/test/12/70/15.jpg	12118	సంగీతపరంగా
ground_truth/sample_set/test/12/70/16.jpg	4271	ఆకల్తో
ground_truth/sample_set/test/12/70/17.jpg	10747	రాజశేఖరం
ground_truth/sample_set/test/12/70/18.jpg	5438	కాను
ground_truth/sample_set/test/12/70/19.jpg	8498	పడేస్తుంది
ground_truth/sample_set/test/12/70/20.jpg	141	చాలామంది
ground_truth/sample_set/test/12/70/21.jpg	7684	దినోత్సవాల
ground_truth/sample_set/test/12/70/22.jpg	8435	పగుళ్లు
ground_truth/sample_set/test/12/70/23.jpg	9700	బిల్లింగ్స్
ground_truth/sample_set/test/12/70/24.jpg	702	మధుర
ground_truth/sample_set/test/12/70/25.jpg	6895	జు
ground_truth/sample_set/test/12/113/1.jpg	4580	ఇతరాత్రాకూడా
ground_truth/sample_set/test/12/113/2.jpg	593	మారాయి
ground_truth/sample_set/test/12/113/3.jpg	3764	అగ్రనేతలను
ground_truth/sample_set/test/12/113/4.jpg	4049	అభిరుచుల్ని
ground_truth/sample_set/test/12/113/5.jpg	6352	చిత్రించలేదు
ground_truth/sample_set/test/12/113/6.jpg	9256	ప్రతిపాదనకు
ground_truth/sample_set/test/12/113/7.jpg	10899	రెండింతలుపెట్టి
ground_truth/sample_set/test/12/113/8.jpg	2344	ఒకామె
ground_truth/sample_set/test/12/113/9.jpg	12094	షేర్లకు
ground_truth/sample_set/test/12/113/10.jpg	10117	మహాదేవునికి
ground_truth/sample_set/test/12/113/11.jpg	1493	అవినీతిని
ground_truth/sample_set/test/12/113/12.jpg	11593	విసీల
ground_truth/sample_set/test/12/113/13.jpg	11710	వెక్కిరించినా
ground_truth/sample_set/test/12/113/14.jpg	7518	తొలిగించి
ground_truth/sample_set/test/12/113/15.jpg	12264	సఫారీలు
ground_truth/sample_set/test/12/113/16.jpg	11892	వ్యవసాయానికి
ground_truth/sample_set/test/12/113/17.jpg	4157	అలవాటుపడిన
ground_truth/sample_set/test/12/113/18.jpg	5550	కిన్సీ
ground_truth/sample_set/test/12/113/19.jpg	4949	ఎన్నింటి
ground_truth/sample_set/test/12/113/20.jpg	5384	కవిత్రయం
ground_truth/sample_set/test/12/113/21.jpg	9850	భవంతిని
ground_truth/sample_set/test/12/113/22.jpg	841	మారుమూల
ground_truth/sample_set/test/12/113/23.jpg	11227	వసతిని
ground_truth/sample_set/test/12/113/24.jpg	5543	కాస్సేపే
ground_truth/sample_set/test/12/113/25.jpg	3142	మచ్చ
ground_truth/sample_set/test/12/125/1.jpg	1930	యింటికి
ground_truth/sample_set/test/12/125/2.jpg	1916	మున్ముందు
ground_truth/sample_set/test/12/125/3.jpg	7489	తేనేటీగల
ground_truth/sample_set/test/12/125/4.jpg	5281	కరిగిస్తుందని
ground_truth/sample_set/test/12/125/5.jpg	11644	వీళ్ళింటికి
ground_truth/sample_set/test/12/125/6.jpg	10166	మాట్లానిద్దాం
ground_truth/sample_set/test/12/125/7.jpg	2368	కనిపిస్తే
ground_truth/sample_set/test/12/125/8.jpg	10244	మార్పులపై
ground_truth/sample_set/test/12/125/9.jpg	10316	ముంజేతికి
ground_truth/sample_set/test/12/125/10.jpg	3425	వుంచుకోవాలో
ground_truth/sample_set/test/12/125/11.jpg	11389	విచారిస్తున్నాం
ground_truth/sample_set/test/12/125/12.jpg	12938	౯౪
ground_truth/sample_set/test/12/125/13.jpg	8783	పార్టీలను
ground_truth/sample_set/test/12/125/14.jpg	9584	బయోటెక్నాలజీ
ground_truth/sample_set/test/12/125/15.jpg	5616	కులాసాగా
ground_truth/sample_set/test/12/125/16.jpg	8845	పిల్లలకిష్టమైన
ground_truth/sample_set/test/12/125/17.jpg	369	ఫిర్యాదు
ground_truth/sample_set/test/12/125/18.jpg	6504	చెప్పుకుంది
ground_truth/sample_set/test/12/125/19.jpg	1905	మార్గాలను
ground_truth/sample_set/test/12/125/20.jpg	5031	ఏరియాలో
ground_truth/sample_set/test/12/125/21.jpg	4617	ఇరుగుపొరుగు
ground_truth/sample_set/test/12/125/22.jpg	1415	శ్రీరాముడు
ground_truth/sample_set/test/12/125/23.jpg	7726	దుర్భరం
ground_truth/sample_set/test/12/131/1.jpg	4273	ఆకాంతి
ground_truth/sample_set/test/12/131/2.jpg	1654	చేయగలిగారు
ground_truth/sample_set/test/12/131/3.jpg	7998	నాకవ్వంబు
ground_truth/sample_set/test/12/131/4.jpg	8427	పక్షము
ground_truth/sample_set/test/12/131/5.jpg	1308	ప్రశ్నలను
ground_truth/sample_set/test/12/131/6.jpg	12772	స్పెషలిస్ట్
ground_truth/sample_set/test/12/131/7.jpg	9357	ప్రశంసనీయమని
ground_truth/sample_set/test/12/131/8.jpg	9018	పెన్నీ
ground_truth/sample_set/test/12/131/9.jpg	1614	గంగుల
ground_truth/sample_set/test/12/131/10.jpg	3898	అనంతకుమార్
ground_truth/sample_set/test/12/131/11.jpg	6084	గుర్తిస్తే
ground_truth/sample_set/test/12/131/12.jpg	7036	డీలర్
ground_truth/sample_set/test/12/131/13.jpg	3992	అన్య
ground_truth/sample_set/test/12/131/14.jpg	7108	తడబడుతుండగా
ground_truth/sample_set/test/12/131/15.jpg	10813	రావటంవల్ల
ground_truth/sample_set/test/12/131/16.jpg	9662	బారికేడ్లను
ground_truth/sample_set/test/12/131/17.jpg	5657	కెనడాలో
ground_truth/sample_set/test/12/131/18.jpg	1092	సూచించారు
ground_truth/sample_set/test/12/131/19.jpg	9670	బాలికలకు
ground_truth/sample_set/test/12/131/20.jpg	2096	హీరోయిజం
ground_truth/sample_set/test/12/131/21.jpg	10693	రథాభిధమ్
ground_truth/sample_set/test/12/131/22.jpg	4048	అభిరుచిగల
ground_truth/sample_set/test/12/131/23.jpg	2597	చేసేందుకే
ground_truth/sample_set/test/12/131/24.jpg	6911	జేర్చుకుని
ground_truth/sample_set/test/12/131/25.jpg	7840	ద్వేషికి
ground_truth/sample_set/test/12/165/1.jpg	7169	తయారయ్యాడు
ground_truth/sample_set/test/12/165/2.jpg	9870	భారతమంతటా
ground_truth/sample_set/test/12/165/3.jpg	7117	తదానుగుణంగా
ground_truth/sample_set/test/12/165/4.jpg	9816	భక్తుడయినవాడు
ground_truth/sample_set/test/12/165/5.jpg	758	ఉండడంతో
ground_truth/sample_set/test/12/165/6.jpg	11953	శభాష్
ground_truth/sample_set/test/12/165/7.jpg	5275	కయ్యానికి
ground_truth/sample_set/test/12/165/8.jpg	4100	అయినప్పుడు
ground_truth/sample_set/test/12/165/9.jpg	2017	వేళ్ల
ground_truth/sample_set/test/12/165/10.jpg	10489	మేలుకంటే
ground_truth/sample_set/test/12/165/11.jpg	12512	సింహాసనములో
ground_truth/sample_set/test/12/165/12.jpg	7986	నవ్వుకుంటూ
ground_truth/sample_set/test/12/165/13.jpg	4873	ఎందుకునమ్మాలి
ground_truth/sample_set/test/12/165/14.jpg	11547	వివిధప్రభుత్వ
ground_truth/sample_set/test/12/165/15.jpg	4488	ఆశించినంతగా
ground_truth/sample_set/test/12/165/16.jpg	7097	తగ్గించుకోవాలి
ground_truth/sample_set/test/12/165/17.jpg	4228	అసత్య
ground_truth/sample_set/test/12/165/18.jpg	9514	ఫోన్లుచేసి
ground_truth/sample_set/test/12/165/19.jpg	34	అంటూ
ground_truth/sample_set/test/12/165/20.jpg	1242	త్రిష
ground_truth/sample_set/test/12/191/1.jpg	9648	బాధల్లో
ground_truth/sample_set/test/12/191/2.jpg	7060	డ్యూయలింగ్
ground_truth/sample_set/test/12/191/3.jpg	2668	తగ్గింపు
ground_truth/sample_set/test/12/191/4.jpg	8089	నిజనిర్ధారణ
ground_truth/sample_set/test/12/191/5.jpg	865	వెనక
ground_truth/sample_set/test/12/191/6.jpg	6479	చెపుతుండగా
ground_truth/sample_set/test/12/191/7.jpg	6053	గుణం
ground_truth/sample_set/test/12/191/8.jpg	2703	తీసుకెళ్లే
ground_truth/sample_set/test/12/191/9.jpg	2130	అద్వానీ
ground_truth/sample_set/test/12/191/10.jpg	8994	పెట్టుబడే
ground_truth/sample_set/test/12/191/11.jpg	2736	థియేటర్లు
ground_truth/sample_set/test/12/191/12.jpg	170	నవంబర్
ground_truth/sample_set/test/12/191/13.jpg	301	జరుగుతుంది
ground_truth/sample_set/test/12/191/14.jpg	5497	కార్యోన్ముఖుల్ని
ground_truth/sample_set/test/12/191/15.jpg	11617	వీటిపై
ground_truth/sample_set/test/12/191/16.jpg	5057	ఐ-ప్యాడ్
ground_truth/sample_set/test/12/191/17.jpg	8402	పండ్లను
ground_truth/sample_set/test/12/191/18.jpg	12157	సంధ్యకు
ground_truth/sample_set/test/12/191/19.jpg	6704	చైనీయులుండటం
ground_truth/sample_set/test/12/191/20.jpg	7888	నక్షత్రాలు
ground_truth/sample_set/test/12/191/21.jpg	2175	అర్జెంటీనా
ground_truth/sample_set/test/12/191/22.jpg	12392	సవాలును
ground_truth/sample_set/test/12/191/23.jpg	11697	వెంకటరామన్
ground_truth/sample_set/test/12/191/24.jpg	10986	లభించి
ground_truth/sample_set/test/12/191/25.jpg	5993	గాజువాకలో
ground_truth/sample_set/test/12/191/26.jpg	999	పనితీరు
ground_truth/sample_set/test/12/195/1.jpg	1513	ఆలోచనలో
ground_truth/sample_set/test/12/195/2.jpg	5119	ఒలకబోస్తున్నా
ground_truth/sample_set/test/12/195/3.jpg	5636	కూల్చివేయండి
ground_truth/sample_set/test/12/195/4.jpg	6174	గ్రహీతకు
ground_truth/sample_set/test/12/195/5.jpg	7151	తప్పుకో
ground_truth/sample_set/test/12/195/6.jpg	91	వస్తే
ground_truth/sample_set/test/12/195/7.jpg	7767	దెయ్యాలే
ground_truth/sample_set/test/12/195/8.jpg	9117	పొదుపును
ground_truth/sample_set/test/12/195/9.jpg	146	సినీ
ground_truth/sample_set/test/12/195/10.jpg	5432	కాదనలేక
ground_truth/sample_set/test/12/195/11.jpg	12770	స్పూర్తిదాయకమే
ground_truth/sample_set/test/12/195/12.jpg	1736	దొరికిన
ground_truth/sample_set/test/12/195/13.jpg	8838	పిలుపునకు
ground_truth/sample_set/test/12/195/14.jpg	6487	చెప్పగలరు
ground_truth/sample_set/test/12/195/15.jpg	6066	గురవుతున్నాను
ground_truth/sample_set/test/12/195/16.jpg	7703	దీర్ఘాలోచనలో
ground_truth/sample_set/test/12/195/17.jpg	10614	యువభారతి
ground_truth/sample_set/test/12/195/18.jpg	8576	పయనిస్తారు
ground_truth/sample_set/test/12/195/19.jpg	5536	కావ్యాల
ground_truth/sample_set/test/12/195/20.jpg	8564	పనీపాటాలేనివాడు
ground_truth/sample_set/test/12/195/21.jpg	5938	గడిపినా
ground_truth/sample_set/test/12/195/22.jpg	5758	కొరతల
ground_truth/sample_set/test/12/195/23.jpg	5035	ఏర్పడకుండా
ground_truth/sample_set/test/12/195/24.jpg	6325	చికిత్సకు
ground_truth/sample_set/test/13/2/1.jpg	866	వెళ్లారు
ground_truth/sample_set/test/13/2/2.jpg	7957	నరకలోక
ground_truth/sample_set/test/13/2/3.jpg	3682	అంతరము
ground_truth/sample_set/test/13/2/4.jpg	8911	పురుషులలోని
ground_truth/sample_set/test/13/2/5.jpg	5378	కవయిత్రి
ground_truth/sample_set/test/13/2/6.jpg	2985	పేరుంది
