page_key,split,writer_id,page_id,ocr_model,input_kind,score,reason,error_examples_json,missing_or_error_words,missing_word_rate,rejected_error_example_count,input_tokens,output_tokens,total_tokens
test_12_113,test,12,113,tesseract,raw,1,Almost no usable Telugu can be recovered; severe OCR failure with many missing or garbled outputs.,"[""బరరొ రొమాడా"", ""అ గనోతలను"", ""అఖీనుఇముల"", ""రెంగీంత్రీటువిటీ"", ""త గిం"", ""తలివాటతువథీన"", ""క ీ తీయం"", ""మౌరుమూల""]",14,0.56,0,580,92,672
test_12_125,test,12,125,tesseract,raw,1,Almost all regions are missing or contain severe OCR errors. Only a few words are plausible.,"[""డీరిగిసు ందీన"", ""మాస్పులకైు"", ""ఫఖలాగోగు"", ""బృథటగుపోరుగు"", ""దుర్టరం""]",15,0.6521739130434783,0,562,70,632
test_12_131,test,12,131,tesseract,raw,2,A minority of the regions are plausible Telugu words. Most entries are either missing or contain orthographic errors that make them implausible.,"[""లెకొరితీ"", ""నొరఠీయ్హోం"", ""అనగరితీలిమార్‌"", ""గ్‌ల్‌"", ""తీగీటథుయుండేగో"", ""శౌవేటరివల"", ""సూ౭రి ఇరారు"", ""భౌలీకలల"", ""హిరోయజుమవం"", ""రథాల గయ"", ""అ్రజ్గీటునగల"", ""ఫ్రేట్లులని""]",12,0.48,0,604,141,745
test_12_165,test,12,165,tesseract,raw,2,A minority of the regions are plausible Telugu words. Most regions are missing or contain fragmented and orthographically implausible outputs.,"[""తదబొనుగురాంగో"", ""భపితీయినయాొడరు"", ""గి వార""]",11,0.55,0,533,62,595
test_12_191,test,12,191,tesseract,raw,1,Almost no usable Telugu can be recovered; severe OCR failure with many missing or garbled outputs.,"[""లగి"", ""ఆడ్వాన"", ""టగుథు౦దటే"", ""కారసున్య్మూఖణుల్న"", ""వణ"", ""క్వాగో యులుందేటం"", ""ఆోగైంటోనో"", ""వప్రటేటలొమున""]",15,0.5769230769230769,0,587,93,680
test_12_195,test,12,195,tesseract,raw,2,A minority of the regions are plausible Telugu words or variants. Most regions are missing or contain orthographically implausible outputs.,"[""కూట దేయరలడి"", ""జదుఖను"", ""కాదన భర"", ""గుళీనీతున్నోగం"", ""కొవమైల"", ""వనోపొటా లేనివాడు"", ""ధైక్సడలిండా""]",14,0.5833333333333334,0,580,91,671
test_13_2,test,13,2,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only one plausible word.",[],25,0.9615384615384616,1,570,33,603
test_13_7,test,13,7,tesseract,raw,1,"All regions are marked as OCR failures with [OCR_MISSING], indicating severe OCR failure with no usable Telugu words recovered.",[],22,1.0,1,544,42,586
test_13_9,test,13,9,tesseract,raw,1,"Almost all regions are missing, with only two plausible outputs.",[],21,0.9130434782608695,0,548,24,572
test_13_12,test,13,12,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only one recognizable word.",[],22,0.9565217391304348,1,552,33,585
test_13_13,test,13,13,tesseract,raw,1,"Almost all regions are marked as OCR_MISSING, indicating severe OCR failure. Only a few regions are plausible Telugu words.","[""లనాటీనంజీ""]",21,0.875,0,559,43,602
test_13_23,test,13,23,tesseract,raw,1,"Almost all regions are missing or contain OCR failures, with only two plausible words identified.","[""మున్రేకుమూడుటాకడు ౧""]",20,0.8695652173913043,0,557,42,599
test_13_24,test,13,24,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only two recognizable outputs.",[],21,0.9130434782608695,1,545,33,578
test_13_32,test,13,32,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only one partial fragment present.","[""కొం""]",25,0.9615384615384616,0,570,31,601
val_4_69,val,4,69,tesseract,raw,1,"Almost all regions are missing or contain OCR failures, with only a couple of plausible outputs.","[""మ్‌"", ""హోడ్‌""]",25,0.8928571428571429,0,584,39,623
val_4_149,val,4,149,tesseract,raw,1,"All regions are marked as OCR failures with [OCR_MISSING], indicating severe OCR failure.",[],24,1.0,1,558,36,594
val_4_155,val,4,155,tesseract,raw,1,"All regions are marked as OCR failures with [OCR_MISSING], indicating severe OCR failure with no usable Telugu words.",[],24,1.0,1,558,41,599
val_4_189,val,4,189,tesseract,raw,2,A minority of the regions are plausible Telugu words. Most regions are missing or contain orthographic errors.,"[""బెల్టు తొక వీగివరుమే"", ""సాగింరి"", ""పౌరవచ్ణీంతో"", ""సమావేశ మైనవ్ప కీ"", ""హానపటౌతికి"", ""షోతూక్సు"", ""ముబమరద్ప""]",11,0.5238095238095238,0,555,91,646
val_4_206,val,4,206,tesseract,raw,2,A minority of the regions are plausible Telugu words. Most regions are missing or contain errors.,"[""నోరాజనాలు"", ""రాతకీయాణికి"", ""టాఫిక్‌"", ""రవ న్నేలను""]",19,0.76,0,566,54,620
val_4_219,val,4,219,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only two outputs present, one of which is garbled.","[""ఆనశ్నీ భన్సీకావు""]",20,0.9090909090909091,0,552,46,598
val_4_233,val,4,233,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only two plausible outputs.",[],20,0.9090909090909091,1,546,33,579
val_4_238,val,4,238,tesseract,raw,1,"Almost all regions are missing or contain OCR failures, with only a few recognizable words.","[""ఖం"", ""తక"", ""సంహోర్హుంగా"", ""గాజటొట""]",20,0.8333333333333334,0,558,50,608
val_10_53,val,10,53,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only a few containing fragmented or implausible text.","[""కత ం"", ""యమక్కొట్తోదే"", ""గులకరా ి"", ""శ్‌""]",21,0.84,0,571,59,630
val_10_89,val,10,89,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only a few recognizable words or fragments.","[""రా౭రదీడను"", ""టెలుగులతగాము"", ""సురీకగా""]",18,0.782608695652174,0,558,53,611
val_10_108,val,10,108,tesseract,raw,1,"Almost all regions are missing or garbled, with only a few recognizable words.","[""జూగుంతర కనా"", ""బ్‌""]",16,0.7272727272727273,0,540,40,580
val_10_179,val,10,179,tesseract,raw,1,"Almost all regions are missing or contain OCR failures, with very few recognizable words.","[""గలౌంకాల"", ""యరీయాలాంకంల""]",20,0.7692307692307693,0,571,42,613
val_10_350,val,10,350,tesseract,raw,2,"A minority of the regions are plausible Telugu words, while most are missing or garbled.","[""ఎజీటంగ్‌"", ""కౌరణుం"", ""రమయముుడా ్శ""]",17,0.7083333333333334,0,574,55,629
val_10_386,val,10,386,tesseract,raw,1,Almost all regions are missing or contain implausible fragments. Only a few regions are recognizable as plausible Telugu words or parts.,"[""రాహపొత్తుగర"", ""నేయాగరా"", ""థుంతారగా"", ""డర"", ""య యూక్తాతెన""]",19,0.7916666666666666,0,564,68,632
val_10_469,val,10,469,tesseract,raw,1,"Almost all regions are missing or contain severe OCR failures, with only one plausible word.","[""కలునంయంటతు"", ""నస్లోంగతం""]",21,0.875,0,560,45,605
val_10_480,val,10,480,tesseract,raw,1,"Almost all regions are marked as OCR failures, with only one fragment present, which is incomplete and not a plausible standalone word.","[""మ్‌""]",23,0.9583333333333334,0,556,40,596
