page_key,ocr_model,input_kind,region_index,error,correction,reason
test_9_53,tesseract,processed,6,బల్లను సారంగా,బల్లెంసారంగా,'బల్లను సారంగా' is not a valid word. 'బల్లెంసారంగా' (a type of dance) is a plausible correction.
test_9_53,tesseract,processed,7,లెడ్నియోరు,లేఖనికులు,'లెడ్నియోరు' is not a valid word. 'లేఖనికులు' (writers) is a plausible correction.
test_9_53,tesseract,processed,12,మహోర్లు సౌంయుము,మహోరులు సౌమ్యము,'మహోర్లు సౌంయుము' is not valid. 'మహోరులు సౌమ్యము' (great and gentle) is a plausible correction.
test_9_53,tesseract,processed,13,య్య లు,యయులు,'య్య లు' is not a valid word. 'యయులు' (a type of musical note) is a plausible correction.
test_9_53,tesseract,processed,14,యలొర్బే,యలర్బే,'యలొర్బే' is not a valid word. 'యలర్బే' (a name) is a plausible correction.
test_9_53,tesseract,processed,16,కౌలురైతు అ,కౌలురైతు,'కౌలురైతు అ' is not a valid word. 'కౌలురైతు' (tenant farmer) is a plausible correction.
test_9_53,tesseract,processed,22,గోర్ల దౌర్రోస్రం,గోర్ల దౌరసరం,'దౌర్రోస్రం' is not a valid word. 'దౌరసరం' (a type of grain) is a plausible correction.
test_9_53,tesseract,processed,23,మక్సీపోో మా,మక్సీపో మా,'మక్సీపోో' is not a valid word. 'మక్సీపో' (a name) is a plausible correction.
test_9_53,tesseract,processed,24,ఫో సారి,ఫోసారి,'ఫో సారి' is not a valid word. 'ఫోసారి' (a name) is a plausible correction.
test_9_65,tesseract,processed,1,రోర్లుల్‌,రోడ్లు,"The word 'రోర్లుల్‌' is not a valid Telugu word. 'రోడ్లు' is a plausible correction, meaning 'roads'."
test_9_65,tesseract,processed,4,త్రెమ్మ ంటి,తెమ్మంటి,The space and extra characters are likely OCR errors. 'తెమ్మంటి' is a plausible correction.
test_9_65,tesseract,processed,5,పం టలో డు జంతా,పంటలోడు,The spaces and extra characters are likely OCR errors. 'పంటలోడు' is a plausible correction.
test_9_65,tesseract,processed,7,క్షేగ్రుయిగో,క్షీరసాగర,"The sequence is not a valid word. 'క్షీరసాగర' is a plausible correction, meaning 'milky ocean'."
test_9_65,tesseract,processed,8,ల్‌చ్ట్స్‌ందా,చెప్పింది,The sequence is not a valid word. 'చెప్పింది' is a plausible correction.
test_9_65,tesseract,processed,10,శుంఠ చూరు,శుంఠి,"The space and extra characters are likely OCR errors. 'శుంఠి' is a plausible correction, meaning 'ginger'."
test_9_65,tesseract,processed,13,గోర్లో ౭౮,గోర్ల,The number is likely an OCR error. 'గోర్ల' is a plausible correction.
test_9_65,tesseract,processed,14,౧ రి,ఒకరి,"The number and space are likely OCR errors. 'ఒకరి' is a plausible correction, meaning 'one person'."
test_9_65,tesseract,processed,15,హ ివడే,హివ్వడే,The space and extra characters are likely OCR errors. 'హివ్వడే' is a plausible correction.
test_9_65,tesseract,processed,16,్బందానత్‌,బంధానత్‌,The initial character is likely an OCR error. 'బంధానత్‌' is a plausible correction.
test_9_65,tesseract,processed,17,ళోంపేర,లోపేర,The initial character is likely an OCR error. 'లోపేర' is a plausible correction.
test_9_65,tesseract,processed,19,లర లర్‌,లలర్‌,The space is likely an OCR error. 'లలర్‌' is a plausible correction.
test_9_65,tesseract,processed,21,తిను గళదై,తినుగలదై,The space is likely an OCR error. 'తినుగలదై' is a plausible correction.
test_9_65,tesseract,processed,22,ర సోంగ్రే,సోంగ్రే,The initial character is likely an OCR error. 'సోంగ్రే' is a plausible correction.
test_9_65,tesseract,processed,23,వీల్షులు,వీక్షులు,"The sequence is not a valid word. 'వీక్షులు' is a plausible correction, meaning 'viewers'."
test_9_91,tesseract,processed,2,నొల్డేశిన్తున యి,నిర్దేశించినది,The OCR output contains non-standard character combinations unlikely in Telugu.
test_9_91,tesseract,processed,4,తంి లూర్షను,తమిళూరును,The sequence contains an implausible character combination for a Telugu word.
test_9_91,tesseract,processed,7,గాన లే,గానలే,The space in the middle of the word is unlikely in Telugu.
test_9_91,tesseract,processed,8,వఉదడివ్నొ,వుద్దివునో,Contains non-standard character combinations unlikely in Telugu.
test_9_91,tesseract,processed,10,లెదోరింజర డం,లేదోరింజరం,Contains an unlikely space and character combination for a Telugu word.
test_9_91,tesseract,processed,11,మశ్పి తాన,మస్తితాన,Contains an unlikely space and character combination for a Telugu word.
test_9_91,tesseract,processed,13,దూ జర౦డి,దూరజరిగింది,Contains an unlikely space and character combination for a Telugu word.
test_9_91,tesseract,processed,15,బజారు నమయే,బజారునమయే,Contains an unlikely space and character combination for a Telugu word.
test_9_91,tesseract,processed,16,చెసోర,చేసోరా,Contains a non-standard character combination unlikely in Telugu.
test_9_91,tesseract,processed,17,డఢౌొగ్సుయాస్రరో,డౌగుస్రో,Contains non-standard character combinations unlikely in Telugu.
test_9_91,tesseract,processed,22,గులు మగా,గులుమగా,Contains an unlikely space and character combination for a Telugu word.
test_9_91,tesseract,processed,23,టునుగువుటిన,తునుగువుటిన,Contains a non-standard character combination unlikely in Telugu.
test_9_91,tesseract,processed,24,మైస్రని,మైసూరని,Contains a non-standard character combination unlikely in Telugu.
test_9_91,tesseract,processed,25,టేండబట్ట ద్వా,టెండర్‌బట్టద్వారా,Contains an unlikely space and character combination for a Telugu word.
test_9_91,tesseract,processed,26,వచ్చ్రొస్తా ను,వచ్చేస్తాను,Contains an unlikely space and character combination for a Telugu word.
test_9_166,tesseract,processed,1,ర్లస్‌న్‌,ప్లస్,The sequence 'ర్లస్‌న‌' is not a valid Telugu word. 'ప్లస్' is a common loanword from English.
test_9_166,tesseract,processed,4,టూథ్చ మూల,టూత్‌పేస్ట్,The sequence 'టూథ్చ మూల' is not a valid Telugu word. 'టూత్‌పేస్ట్' is a common loanword from English.
test_9_166,tesseract,processed,6,డేండపోొమునాయ,డేండపోమునాయ,The sequence 'డేండపోొమునాయ' contains an extra vowel sign 'ొ'. Removing it forms a more plausible structure.
test_9_166,tesseract,processed,12,యంద టు,యందు,The sequence 'యంద టు' is not a valid Telugu word. 'యందు' is a valid Telugu word meaning 'in which'.
test_9_166,tesseract,processed,14,బెట్టీ పొల లా,బెట్టిపోలు,The sequence 'బెట్టీ పొల లా' is not a valid Telugu word. 'బెట్టిపోలు' is a plausible Telugu word.
test_9_166,tesseract,processed,15,చైయల,చేయల,The sequence 'చైయల' is not a valid Telugu word. 'చేయల' is a valid Telugu word meaning 'cannot do'.
test_9_166,tesseract,processed,21,నయే త్తు భావన,నయా భావన,The sequence 'నయే త్తు భావన' is not a valid Telugu word. 'నయా భావన' is a plausible Telugu phrase meaning 'new idea'.
test_9_166,tesseract,processed,22,టేర్గింలా,తెలుగులో,The sequence 'టేర్గింలా' is not a valid Telugu word. 'తెలుగులో' is a valid Telugu word meaning 'in Telugu'.
test_9_166,tesseract,processed,23,గుర్తు ఠస్వారు,గుర్తు చేసారు,The sequence 'గుర్తు ఠస్వారు' is not a valid Telugu word. 'గుర్తు చేసారు' is a valid Telugu phrase meaning 'remembered'.
test_9_166,tesseract,processed,24,యడ,యడా,The sequence 'యడ' is not a valid Telugu word. 'యడా' is a plausible Telugu word.
test_9_166,tesseract,processed,25,ఖు,ఖ,The sequence 'ఖు' is not a valid Telugu word. 'ఖ' is a valid Telugu letter.
test_9_249,tesseract,processed,1,డ్‌యో తల్‌,దయతో,The sequence 'డ్‌యో తల్‌' is not a valid Telugu word. 'దయతో' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,2,యే థోఫలంటరూ,ఏదో ఫలితం,The sequence 'యే థోఫలంటరూ' is not a valid Telugu word. 'ఏదో ఫలితం' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,4,పేయో రడ,పేరు,The sequence 'పేయో రడ' is not a valid Telugu word. 'పేరు' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,9,వదా ల్‌,వదల,The sequence 'వదా ల్‌' is not a valid Telugu word. 'వదల' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,10,గ్రమానికి లోడు,గ్రామానికి లోడు,The sequence 'గ్రమానికి లోడు' is missing a vowel. 'గ్రామానికి లోడు' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,11,లెట్ట్స్‌,లెట్స్‌,The sequence 'లెట్ట్స్‌' is not a valid Telugu word. 'లెట్స్‌' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,12,బోష్కంటొ,బోస్కంటో,The sequence 'బోష్కంటొ' is not a valid Telugu word. 'బోస్కంటో' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,13,లౌరిశ్షన్నా,లౌరెన్సన్నా,The sequence 'లౌరిశ్షన్నా' is not a valid Telugu word. 'లౌరెన్సన్నా' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,14,ఇళ తయును,ఇల్లు తయారు,The sequence 'ఇళ తయును' is not a valid Telugu word. 'ఇల్లు తయారు' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,16,జైల బి,జైలుబి,The sequence 'జైల బి' is not a valid Telugu word. 'జైలుబి' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,17,గడ య౦దో,గడచింది,The sequence 'గడ య౦దో' is not a valid Telugu word. 'గడచింది' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,19,ఇర కౌోనీర్‌,ఇక్కడ ఉన్నారు,The sequence 'ఇర కౌోనీర్‌' is not a valid Telugu word. 'ఇక్కడ ఉన్నారు' is a plausible correction based on common Telugu morphology.
test_9_249,tesseract,processed,23,వటంటి,వంటంటి,The sequence 'వటంటి' is not a valid Telugu word. 'వంటంటి' is a plausible correction based on common Telugu morphology.
test_9_252,tesseract,processed,2,పంటర్వవ,పంటర్వ,The sequence 'వవ' is unlikely in Telugu morphology; 'పంటర్వ' is a more plausible form.
test_9_252,tesseract,processed,3,తపఘ్వు యంది,తపగ్వు యంది,The sequence 'ఘ్వు' is unlikely; 'గ్వు' is a more plausible combination.
test_9_252,tesseract,processed,5,ధిత్తమాఃరిరులే,ధిత్తమారిరులే,The sequence 'మాః' is unlikely; 'మా' is a more plausible form.
test_9_252,tesseract,processed,6,సమూాలూరం౦,సమూహాలూరం,The sequence 'సమూా' is unlikely; 'సమూహా' is a more plausible form.
test_9_252,tesseract,processed,7,లీ టల స్మ,లీటలస్మ,The spaces are unlikely in a single word; 'లీటలస్మ' is a plausible correction.
test_9_252,tesseract,processed,8,సమే క్వాం ధథ,సమేక్వాంధథ,The spaces are unlikely in a single word; 'సమేక్వాంధథ' is a plausible correction.
test_9_252,tesseract,processed,11,నోర్లారథ,నోరులారథ,The sequence 'నోర్లా' is unlikely; 'నోరులా' is a more plausible form.
test_9_252,tesseract,processed,12,అ ను సరంతిండుం,అనుసరంతిండుం,The spaces are unlikely in a single word; 'అనుసరంతిండుం' is a plausible correction.
test_9_252,tesseract,processed,13,ల్రపఏక అ సౌలు,ల్రపఏకసౌలు,The spaces are unlikely in a single word; 'ల్రపఏకసౌలు' is a plausible correction.
test_9_252,tesseract,processed,16,రిన్తే స్మర ౦ లో,రిన్తేస్మర౦లో,The spaces are unlikely in a single word; 'రిన్తేస్మర౦లో' is a plausible correction.
test_9_252,tesseract,processed,17,డియో ావోరొఫ్యాన్న,డియోవోరొఫ్యాన్న,The space and sequence 'ావో' are unlikely; 'వో' is a more plausible form.
test_9_252,tesseract,processed,19,శవపాం,శవపం,The sequence 'పాం' is unlikely; 'పం' is a more plausible form.
test_9_252,tesseract,processed,21,సెనుతో్‌,సెనుతో,The sequence 'తో్‌' is unlikely; 'తో' is a more plausible form.
test_9_252,tesseract,processed,23,డెంగ వల,డెంగవల,The space is unlikely in a single word; 'డెంగవల' is a plausible correction.
test_9_393,tesseract,processed,1,శస్రేటల ను,శస్త్రేతలను,The sequence 'శస్రేటల' is not a valid Telugu word. 'శస్త్రేతలను' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,2,వజయ రామారొంప,విజయ రామారావు,"'వజయ' is likely a misspelling of 'విజయ', and 'రామారొంప' is not a valid word, 'రామారావు' is a common name."
test_9_393,tesseract,processed,5,రొ ఖేచూరరాం్ర,సీతారామరావు,'రొ ఖేచూరరాం్ర' is not a valid word. 'సీతారామరావు' is a plausible correction with a common name structure.
test_9_393,tesseract,processed,6,సల వే రొరి ర దం,సలవేరు రుద్రం,The sequence 'సల వే రొరి ర దం' is not valid. 'సలవేరు రుద్రం' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,9,నోలుయ్రగో,నీలూరగో,'నోలుయ్రగో' is not a valid word. 'నీలూరగో' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,10,లయ దిథ,లయ దిత్త,'దిథ' is not a valid Telugu word. 'దిత్త' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,11,ను రాయ ళర,నూరాయణ,'ను రాయ ళర' is not a valid word. 'నూరాయణ' is a plausible correction with a common name structure.
test_9_393,tesseract,processed,15,లెల్లారాత,లెల్లారావు,'లెల్లారాత' is not a valid word. 'లెల్లారావు' is a plausible correction with a common name structure.
test_9_393,tesseract,processed,16,గుదనగు యో ల్‌,గుడనగు యోల్‌,'గుదనగు' is not a valid word. 'గుడనగు' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,17,దేరృ౦గా,దేరుగా,'దేరృ౦గా' contains an invalid sequence. 'దేరుగా' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,18,మానని అ లా,మానని అలా,The space in 'అ లా' is unnecessary. 'అలా' is a valid word.
test_9_393,tesseract,processed,21,ఫృంరు టతోను,పురుటతోను,'ఫృంరు' is not a valid word. 'పురుటతోను' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,22,బయో గోండద౦,బయో గుండదం,'గోండద౦' is not a valid word. 'గుండదం' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,23,ఎవరి లొగ్ణ నా,ఎవరి లోగ్ణ నా,'లొగ్ణ' is not a valid word. 'లోగ్ణ' is a plausible correction with proper orthographic structure.
test_9_393,tesseract,processed,24,గభ్ర్రలుయో ర,గభ్రలుయోర్,'గభ్ర్రలుయో ర' contains an unnecessary space. 'గభ్రలుయోర్' is a plausible correction with proper orthographic structure.
test_12_48,tesseract,processed,1,నీ య్యా,నీయ్యా,The space in 'నీ య్యా' is likely an OCR error; 'నీయ్యా' is a plausible Telugu word.
test_12_48,tesseract,processed,2,సాం స నా ం,సాంసనం,The spaces and extra characters in 'సాం స నా ం' suggest OCR errors; 'సాంసనం' is a valid word.
test_12_48,tesseract,processed,4,అ్రస్లేయా,అస్లేయా,The initial consonant cluster 'అ్ర' is unlikely; 'అస్లేయా' is more plausible.
test_12_48,tesseract,processed,6,గోరాహా ర దొక్షలు,గోరాహార దోషాలు,The spaces and incorrect characters suggest 'గోరాహార దోషాలు' as a correction.
test_12_48,tesseract,processed,7,అనుమేడీంి రదేంపైగో,అనుమతించు రదేంపైగో,The sequence 'అనుమేడీంి' is unlikely; 'అనుమతించు' is a valid word.
test_12_48,tesseract,processed,9,లేలరోణసామన,లేలరొణసామన,The sequence 'లేలరోణసామన' is unlikely; 'లేలరొణసామన' is more plausible.
test_12_48,tesseract,processed,11,మశికోయేం,మశికోయే,The ending 'ేం' is unlikely; 'మశికోయే' is a valid form.
test_12_48,tesseract,processed,12,అథధిితో,అతిధితో,The sequence 'అథధి' is unlikely; 'అతిధితో' is a valid word.
test_12_48,tesseract,processed,13,దీని్వైనా,దీనివైనా,The sequence 'దీని్వైనా' is unlikely; 'దీనివైనా' is more plausible.
test_12_48,tesseract,processed,14,పోల ణేంశ్రో,పోల్నేంశ్రో,The space in 'పోల ణేంశ్రో' is likely an OCR error; 'పోల్నేంశ్రో' is more plausible.
test_12_48,tesseract,processed,15,శాండీ భ బతలను,శాండీభ బతలను,The space in 'శాండీ భ' is likely an OCR error; 'శాండీభ' is more plausible.
test_12_48,tesseract,processed,16,ని ర్సీక్షవనో,నిర్సీక్షవనో,The space in 'ని ర్సీక్షవనో' is likely an OCR error; 'నిర్సీక్షవనో' is more plausible.
test_12_48,tesseract,processed,20,స౦ం క యంచు,సంకయంచు,The spaces in 'స౦ం క యంచు' suggest OCR errors; 'సంకయంచు' is a valid word.
test_12_48,tesseract,processed,21,దయా లడై,దయాలడై,The space in 'దయా లడై' is likely an OCR error; 'దయాలడై' is more plausible.
test_12_48,tesseract,processed,24,జహొాలించే,జహ్వాలించే,The sequence 'జహొా' is unlikely; 'జహ్వా' is more plausible.
test_12_70,tesseract,processed,3,అడు ఖంధ్గాలో,అడుగులో,The sequence 'ఖంధ్గాలో' is not a plausible Telugu word. 'అడుగులో' is a common word meaning 'in the step'.
test_12_70,tesseract,processed,8,సరగేల ద్రా,సరస్వతీ,The sequence 'సరగేల ద్రా' is not a plausible Telugu word. 'సరస్వతీ' is a common name.
test_12_70,tesseract,processed,10,గస రూపార్ర,గురుపార్వ,The sequence 'గస రూపార్ర' is not a plausible Telugu word. 'గురుపార్వ' is a more likely correction.
test_12_70,tesseract,processed,12,రత గక నష ని,రత్నగర్భ,The sequence 'రత గక నష ని' is not a plausible Telugu word. 'రత్నగర్భ' is a more likely correction.
test_12_70,tesseract,processed,14,రేంగ యహ ౦,రేగన,The sequence 'రేంగ యహ ౦' is not a plausible Telugu word. 'రేగన' is a more likely correction.
test_12_70,tesseract,processed,15,సంగ రం౦గా,సంగ్రామం,The sequence 'సంగ రం౦గా' is not a plausible Telugu word. 'సంగ్రామం' is a more likely correction.
test_12_70,tesseract,processed,17,రాజవేజర ౦,రాజవేగం,The sequence 'రాజవేజర ౦' is not a plausible Telugu word. 'రాజవేగం' is a more likely correction.
test_12_70,tesseract,processed,20,రౌలా యే లది,రౌలపాడు,The sequence 'రౌలా యే లది' is not a plausible Telugu word. 'రౌలపాడు' is a more likely correction.
test_12_70,tesseract,processed,21,దీనోత్స లాల,దీనోత్సవం,The sequence 'దీనోత్స లాల' is not a plausible Telugu word. 'దీనోత్సవం' is a more likely correction.
test_12_113,tesseract,processed,2,మీౌరాయి,మీ ఊరాయి,The sequence 'మీౌ' is unlikely; 'మీ ఊరాయి' is a plausible correction.
test_12_113,tesseract,processed,4,ఆ రేఇ ఇుుఆ,ఆ రేగు,The sequence 'రేఇ ఇుుఆ' is implausible; 'రేగు' is a valid word.
test_12_113,tesseract,processed,6,పీపొదినను,పీపొదును,The sequence 'పొదినను' is unlikely; 'పీపొదును' is a plausible correction.
test_12_113,tesseract,processed,7,రెం డీ౦ంలిలటువపటీ,రెండింటిలోపటి,The sequence 'డీ౦ంలిలటువపటీ' is implausible; 'రెండింటిలోపటి' is a valid word.
test_12_113,tesseract,processed,10,మహా ద వున,మహాదేవుని,The spaces and sequence 'ద వున' are unlikely; 'మహాదేవుని' is a valid word.
test_12_113,tesseract,processed,11,టనసొతీ నీ,తన సొత్తు,The sequence 'టనసొతీ' is unlikely; 'తన సొత్తు' is a valid phrase.
test_12_113,tesseract,processed,15,సహో రట,సహోదర,The sequence 'సహో రట' is unlikely; 'సహోదర' is a valid word.
test_12_113,tesseract,processed,16,మీవహి యాన,మీ వాహనం,The sequence 'మీవహి యాన' is unlikely; 'మీ వాహనం' is a valid phrase.
test_12_113,tesseract,processed,17,్రలివాటుథునీన,ప్రలివాటుతునీ,The sequence '్రలివాటుథునీన' is unlikely; 'ప్రలివాటుతునీ' is a valid word.
test_12_113,tesseract,processed,18,క్ష్‌గ్సే,క్షమించు,The sequence 'క్ష్‌గ్సే' is unlikely; 'క్షమించు' is a valid word.
test_12_113,tesseract,processed,19,వన్నీ ంటి,వన్నీంటి,The space in 'వన్నీ ంటి' is unlikely; 'వన్నీంటి' is a valid word.
test_12_113,tesseract,processed,20,కవీ లీయేం,కవిత్వం,The sequence 'కవీ లీయేం' is unlikely; 'కవిత్వం' is a valid word.
test_12_113,tesseract,processed,21,భేోవంత్ర న,భయవంతర,The sequence 'భేోవంత్ర న' is unlikely; 'భయవంతర' is a valid word.
test_12_113,tesseract,processed,22,మోరుమూాల,మోరుమూల,The sequence 'మూాల' is unlikely; 'మోరుమూల' is a valid word.
test_12_113,tesseract,processed,23,ప్రసితీగ,ప్రసిద్ధి,The sequence 'ప్రసితీగ' is unlikely; 'ప్రసిద్ధి' is a valid word.
test_12_113,tesseract,processed,24,చౌనువా,చౌనువు,The sequence 'చౌనువా' is unlikely; 'చౌనువు' is a valid word.
test_12_125,tesseract,processed,4,శగరిగీసు ౦ దగ,శరిరగీసు,The sequence 'శగరిగీసు ౦ దగ' is not a valid Telugu word. 'శరిరగీసు' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,5,వ్రళ్హింటిన,వ్రహించిన,The sequence 'వ్రళ్హింటిన' is not a valid Telugu word. 'వ్రహించిన' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,6,యాట్లానీ డ్ధాం,యాట్లాడుదాం,The sequence 'యాట్లానీ డ్ధాం' is not a valid Telugu word. 'యాట్లాడుదాం' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,8,హౌ క్స్ర బ్ర,హౌస్,The sequence 'హౌ క్స్ర బ్ర' is not a valid Telugu word. 'హౌస్' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,10,నం కోవాలో,నమ్కోవాలో,The sequence 'నం కోవాలో' is not a valid Telugu word. 'నమ్కోవాలో' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,11,బీబారినుగ్నా౦,బీబరినుగ్నం,The sequence 'బీబారినుగ్నా౦' is not a valid Telugu word. 'బీబరినుగ్నం' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,14,బయ శుక,బయశంక,The sequence 'బయ శుక' is not a valid Telugu word. 'బయశంక' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,18,గోటు లం,గొట్టులం,The sequence 'గోటు లం' is not a valid Telugu word. 'గొట్టులం' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,21,బర హైౌరుగు,బరహూరుగు,The sequence 'బర హైౌరుగు' is not a valid Telugu word. 'బరహూరుగు' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_125,tesseract,processed,22,గోరా ముడు,గోరుముడు,The sequence 'గోరా ముడు' is not a valid Telugu word. 'గోరుముడు' is a plausible correction due to common OCR confusion between similar-looking characters.
test_12_131,tesseract,processed,1,లెకాం శ్రీ,లేఖం శ్రీ,'లెకాం' is not a valid Telugu word. 'లేఖం' (letter/document) is a plausible correction.
test_12_131,tesseract,processed,2,సేయగ లిగా అ,సేయగలిగా,The spaces in 'సేయగ లిగా అ' suggest a split in a single word. 'సేయగలిగా' is a plausible correction.
test_12_131,tesseract,processed,3,నొక ణీ ౮,నొక్కణి,The spaces and numeral '౮' are unlikely in a single word. 'నొక్కణి' (a type of grain) is a plausible correction.
test_12_131,tesseract,processed,5,సశ లను,సశలనం,The space in 'సశ లను' suggests a split in a single word. 'సశలనం' (a type of sound) is a plausible correction.
test_12_131,tesseract,processed,6,ము లన్తా,ములంతా,The space in 'ము లన్తా' suggests a split in a single word. 'ములంతా' (as much as) is a plausible correction.
test_12_131,tesseract,processed,7,దళ౦సనోయయన,దళసనోయన,The extra '౦' in 'దళ౦సనోయయన' is likely an error. 'దళసనోయన' is a plausible correction.
test_12_131,tesseract,processed,10,అనం తమునూ రీ,అనంతమునూరి,The spaces in 'అనం తమునూ రీ' suggest a split in a single word. 'అనంతమునూరి' (a place name) is a plausible correction.
test_12_131,tesseract,processed,17,స దర,సదర,The space in 'స దర' suggests a split in a single word. 'సదర' (respectful) is a plausible correction.
test_12_131,tesseract,processed,18,సూరి ఇరా రు,సూరిరారు,The spaces in 'సూరి ఇరా రు' suggest a split in a single word. 'సూరిరారు' (a name) is a plausible correction.
test_12_131,tesseract,processed,19,ొధిక లమ,ధికలమ,The space and extra character in ' ొధిక లమ' suggest errors. 'ధికలమ' (a type of measure) is a plausible correction.
test_12_131,tesseract,processed,20,హై పం,హైపం,The space in 'హై పం' suggests a split in a single word. 'హైపం' (hype) is a plausible correction.
test_12_131,tesseract,processed,21,లడౌంధి ధయ,లడౌంధిధయ,The space in 'లడౌంధి ధయ' suggests a split in a single word. 'లడౌంధిధయ' is a plausible correction.
test_12_131,tesseract,processed,22,లఖీశుాగ౦,లఖీశ్వరం,The sequence 'లఖీశుాగ౦' is not a valid Telugu word. 'లఖీశ్వరం' (a name) is a plausible correction.
test_12_131,tesseract,processed,23,చనం దట,చనముదట,The space in 'చనం దట' suggests a split in a single word. 'చనముదట' is a plausible correction.
test_12_131,tesseract,processed,24,ఫే అనే,ఫేన,The space in 'ఫే అనే' suggests a split in a single word. 'ఫేన' (foam) is a plausible correction.
test_12_131,tesseract,processed,25,ణ్ద్వ,ద్వ,The initial 'ణ్' in 'ణ్ద్వ' is likely an error. 'ద్వ' (two) is a plausible correction.
test_12_165,tesseract,processed,1,లియా శయన దు,శయనుడు,The sequence 'లియా' is unlikely in Telugu. 'శయనుడు' is a plausible correction.
test_12_165,tesseract,processed,3,ఆ దొనుగురాంగో,దొనుగురు,The sequence 'ఆ' and 'గో' are unlikely in this context. 'దొనుగురు' is a plausible correction.
test_12_165,tesseract,processed,4,భట థీయిసయా దీ,భట,The sequence 'థీయిసయా దీ' is unlikely. 'భట' is a plausible correction.
