input_kind,page_key,image_index,source_image_path,model_a,model_b,model_a_status,model_b_status,model_a_text,model_b_text,agreement_score,disagreement_score,human_review,review_reason
processed,test_9_13,20,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/20.png,surya,tesseract,ok,ok,చెన్నంపు దాదులు,వేల్లంస్రదొరు అ,0.266667,0.733333,true,agreement_below_threshold
processed,test_9_13,21,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/21.png,surya,tesseract,ok,ok,మూడో వారం లో,మోూటడోఠార౦ర లొ,0.615385,0.384615,true,agreement_below_threshold
processed,test_9_13,22,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/22.png,surya,tesseract,ok,ok,కొత్తగిరియుకూ,డొదోదెయువొ,0.260870,0.739130,true,agreement_below_threshold
processed,test_9_13,23,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/23.png,surya,tesseract,ok,ok,మనో పరిబ్రహ్ం,యేనో శేరి గా,0.400000,0.600000,true,agreement_below_threshold
processed,test_9_13,24,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/24.png,surya,tesseract,empty_output,ok,,డోల్మారోసిండ,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_53,1,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/1.png,surya,tesseract,ok,ok,విజయవాడ స్థానా,బీజము,0.105263,0.894737,true,agreement_below_threshold
processed,test_9_53,2,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/2.png,surya,tesseract,ok,ok,సి గళ్ళుపడాలి,నగల దు థడౌల్‌,0.153846,0.846154,true,agreement_below_threshold
processed,test_9_53,3,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/3.png,surya,tesseract,ok,empty_output,భీష్మరూపంలో ది,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
processed,test_9_53,4,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/4.png,surya,tesseract,ok,ok,శ్రో నటదులు,జ్లొనవము౦,0.300000,0.700000,true,agreement_below_threshold
processed,test_9_53,5,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/5.png,surya,tesseract,ok,ok,ప్రారంభించిన వివాహం,వ్రీరనిబానం,0.266667,0.733333,true,agreement_below_threshold
processed,test_9_53,6,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/6.png,surya,tesseract,ok,ok,గుట్టాను నారంగా,బల్లను సారంగా,0.642857,0.357143,true,agreement_below_threshold
processed,test_9_53,7,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/7.png,surya,tesseract,ok,ok,పిల్లలారు,లెడ్నియోరు,0.315789,0.684211,true,agreement_below_threshold
processed,test_9_53,8,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/8.png,surya,tesseract,ok,ok,సుమ్మోలా,నుబలా,0.461538,0.538462,true,agreement_below_threshold
processed,test_9_53,9,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/9.png,surya,tesseract,empty_output,ok,,గుడ్డిగా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_53,10,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/10.png,surya,tesseract,ok,ok,వారికేటు,దోరవేడు,0.400000,0.600000,true,agreement_below_threshold
processed,test_9_53,11,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/11.png,surya,tesseract,ok,ok,ముగ్గూరు,మేలా,0.166667,0.833333,true,agreement_below_threshold
processed,test_9_53,12,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/12.png,surya,tesseract,ok,ok,హాస్పన్ రెండు కు,మహోర్లు సౌంయుము,0.322581,0.677419,true,agreement_below_threshold
processed,test_9_53,13,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/13.png,surya,tesseract,ok,ok,భాగముక్రి లు,య్య లు,0.444444,0.555556,true,agreement_below_threshold
processed,test_9_53,14,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/14.png,surya,tesseract,empty_output,ok,,యలొర్బే,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_53,15,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/15.png,surya,tesseract,ok,ok,‌,మ,0.000000,1.000000,true,agreement_below_threshold
processed,test_9_53,16,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/16.png,surya,tesseract,empty_output,ok,,కౌలురైతు అ,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_53,17,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/17.png,surya,tesseract,ok,empty_output,‍,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
processed,test_9_53,18,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/18.png,surya,tesseract,empty_output,ok,,టం,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_53,19,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/19.png,surya,tesseract,ok,ok,గాయప్తి,గ,0.250000,0.750000,true,agreement_below_threshold
processed,test_9_53,20,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/20.png,surya,tesseract,ok,ok,గుడి లాంటి,గరా అ,0.266667,0.733333,true,agreement_below_threshold
processed,test_9_53,21,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/21.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_53,22,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/22.png,surya,tesseract,ok,ok,గర్భ కొరణం,గోర్ల దౌర్రోస్రం,0.461538,0.538462,true,agreement_below_threshold
processed,test_9_53,23,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/23.png,surya,tesseract,ok,ok,ముఖ్యపాత పుట్టు,మక్సీపోో మా,0.307692,0.692308,true,agreement_below_threshold
processed,test_9_53,24,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/24.png,surya,tesseract,empty_output,ok,,ఫో సారి,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,1,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/1.png,surya,tesseract,empty_output,ok,,రోర్లుల్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,2,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/2.png,surya,tesseract,ok,ok,సారిరాళి,విదర్‌,0.142857,0.857143,true,agreement_below_threshold
processed,test_9_65,3,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/3.png,surya,tesseract,ok,ok,సాగు వై టి,సాగునటే,0.588235,0.411765,true,agreement_below_threshold
processed,test_9_65,4,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/4.png,surya,tesseract,ok,ok,తెనుక్కెంటి,త్రెమ్మ ంటి,0.545455,0.454545,true,agreement_below_threshold
processed,test_9_65,5,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/5.png,surya,tesseract,empty_output,ok,,పం టలో డు జంతా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,6,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/6.png,surya,tesseract,empty_output,ok,,పాన,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,7,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/7.png,surya,tesseract,ok,ok,కథలుగా,క్షేగ్రుయిగో,0.333333,0.666667,true,agreement_below_threshold
processed,test_9_65,8,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/8.png,surya,tesseract,ok,ok,తోమిరి దా,ల్‌చ్ట్స్‌ందా,0.181818,0.818182,true,agreement_below_threshold
processed,test_9_65,9,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/9.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_65,10,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/10.png,surya,tesseract,ok,ok,సంసిం బాద్రు,శుంఠ చూరు,0.380952,0.619048,true,agreement_below_threshold
processed,test_9_65,11,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/11.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_65,12,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/12.png,surya,tesseract,empty_output,ok,,న్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,13,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/13.png,surya,tesseract,ok,ok,నీటి బలంకాను,గోర్లో ౭౮,0.095238,0.904762,true,agreement_below_threshold
processed,test_9_65,14,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/14.png,surya,tesseract,empty_output,ok,,౧ రి,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,15,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/15.png,surya,tesseract,empty_output,ok,,హ ివడే,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,16,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/16.png,surya,tesseract,empty_output,ok,,్బందానత్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,17,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/17.png,surya,tesseract,ok,ok,నంపేర,ళోంపేర,0.727273,0.272727,false,
processed,test_9_65,18,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/18.png,surya,tesseract,ok,ok,విషయాలు,వెయ అబల,0.428571,0.571429,true,agreement_below_threshold
processed,test_9_65,19,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/19.png,surya,tesseract,empty_output,ok,,లర లర్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,20,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/20.png,surya,tesseract,ok,ok,సేవ లకు,సెవేలకు,0.714286,0.285714,false,
processed,test_9_65,21,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/21.png,surya,tesseract,ok,ok,కొనుగోళ్ళపై,తిను గళదై,0.500000,0.500000,true,agreement_below_threshold
processed,test_9_65,22,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/22.png,surya,tesseract,ok,ok,చిత్రాలు,ర సోంగ్రే,0.235294,0.764706,true,agreement_below_threshold
processed,test_9_65,23,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/23.png,surya,tesseract,empty_output,ok,,వీల్షులు,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_65,24,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/24.png,surya,tesseract,ok,ok,కొం టాక్సిక్,కౌంటర్‌,0.421053,0.578947,true,agreement_below_threshold
processed,test_9_65,25,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/25.png,surya,tesseract,ok,ok,కొల్లూరి,ద్‌,0.181818,0.818182,true,agreement_below_threshold
processed,test_9_65,26,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/26.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_91,1_1,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/1_1.png,surya,tesseract,ok,ok,మౌంట్,షూ,0.000000,1.000000,true,agreement_below_threshold
processed,test_9_91,2,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/2.png,surya,tesseract,ok,ok,విద్యా స్తంభాలు,నొల్డేశిన్తున యి,0.258065,0.741935,true,agreement_below_threshold
processed,test_9_91,3,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/3.png,surya,tesseract,empty_output,ok,,అలర మే,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,4,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/4.png,surya,tesseract,ok,ok,కొం లూ క్రై ను,తంి లూర్షను,0.560000,0.440000,true,agreement_below_threshold
processed,test_9_91,5,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/5.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_91,6,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/6.png,surya,tesseract,ok,ok,ముందు సమీప పట్టణమైన కర్ణాటక నుండి సమీప పట్టణమైన ఆదిలాబాద్ నుండి ౨౦ కి మీ దూరంలో ఉంది,షూత,0.022989,0.977011,true,agreement_below_threshold
processed,test_9_91,7,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/7.png,surya,tesseract,empty_output,ok,,గాన లే,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,8,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/8.png,surya,tesseract,ok,ok,ప్రవేృ,వఉదడివ్నొ,0.133333,0.866667,true,agreement_below_threshold
processed,test_9_91,9,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/9.png,surya,tesseract,empty_output,ok,,చేనీ వెంక,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,10,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/10.png,surya,tesseract,empty_output,ok,,లెదోరింజర డం,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,11,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/11.png,surya,tesseract,ok,ok,పేర్లు లాణ్‌,మశ్పి తాన,0.285714,0.714286,true,agreement_below_threshold
processed,test_9_91,12,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/12.png,surya,tesseract,empty_output,ok,,లన,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,13,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/13.png,surya,tesseract,empty_output,ok,,దూ జర౦డి,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,14,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/14.png,surya,tesseract,ok,ok,దుర్జనామమైన,ఎత నాయకుల,0.200000,0.800000,true,agreement_below_threshold
processed,test_9_91,15,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/15.png,surya,tesseract,empty_output,ok,,బజారు నమయే,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,16,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/16.png,surya,tesseract,empty_output,ok,,చెసోర,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,17,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/17.png,surya,tesseract,ok,ok,దొన్న యా ప్రవీర,డఢౌొగ్సుయాస్రరో,0.466667,0.533333,true,agreement_below_threshold
processed,test_9_91,18,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/18.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_91,19,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/19.png,surya,tesseract,empty_output,ok,,సైవయైనా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,20,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/20.png,surya,tesseract,ok,ok,మరియాన,మంచాన,0.545455,0.454545,true,agreement_below_threshold
processed,test_9_91,21,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/21.png,surya,tesseract,empty_output,ok,,అభాసు,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,22,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/22.png,surya,tesseract,empty_output,ok,,గులు మగా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_91,23,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/23.png,surya,tesseract,ok,ok,అనుగుణ మ్తేసి,టునుగువుటిన,0.416667,0.583333,true,agreement_below_threshold
processed,test_9_91,24,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/24.png,surya,tesseract,ok,ok,పుష్కా,మైస్రని,0.153846,0.846154,true,agreement_below_threshold
processed,test_9_91,25,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/25.png,surya,tesseract,ok,ok,కుర్తి ప్రకారం,టేండబట్ట ద్వా,0.296296,0.703704,true,agreement_below_threshold
processed,test_9_91,26,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/26.png,surya,tesseract,ok,ok,విద్యా సౌకర్యాలు,వచ్చ్రొస్తా ను,0.333333,0.666667,true,agreement_below_threshold
processed,test_9_166,1,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/1.png,surya,tesseract,empty_output,ok,,ర్లస్‌న్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,2,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/2.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_166,3,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/3.png,surya,tesseract,ok,ok,మాండ్సం,మాందం,0.666667,0.333333,true,agreement_below_threshold
processed,test_9_166,4,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/4.png,surya,tesseract,ok,ok,మార్ఛమాలు,టూథ్చ మూల,0.222222,0.777778,true,agreement_below_threshold
processed,test_9_166,5,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/5.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_166,6,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/6.png,surya,tesseract,ok,ok,దండిపోయినాడు,డేండపోొమునాయ,0.500000,0.500000,true,agreement_below_threshold
processed,test_9_166,7,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/7.png,surya,tesseract,empty_output,ok,,ల్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,8,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/8.png,surya,tesseract,ok,ok,విద్యుద రాన్సిగ్రీ,ఏర్పడ డాన్‌,0.344828,0.655172,true,agreement_below_threshold
processed,test_9_166,9,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/9.png,surya,tesseract,empty_output,ok,,రుం,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,10,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/10.png,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
processed,test_9_166,11,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/11.png,surya,tesseract,ok,empty_output,మరిగోద్వరిచిక్,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
processed,test_9_166,12,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/12.png,surya,tesseract,ok,ok,హౌయం పోటీ,యంద టు,0.533333,0.466667,true,agreement_below_threshold
processed,test_9_166,13,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/13.png,surya,tesseract,empty_output,ok,,రల,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,14,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/14.png,surya,tesseract,ok,ok,దేవీ స్థానిలో,బెట్టీ పొల లా,0.230769,0.769231,true,agreement_below_threshold
processed,test_9_166,15,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/15.png,surya,tesseract,ok,ok,చౌతు హౌ,చైయల,0.181818,0.818182,true,agreement_below_threshold
processed,test_9_166,16,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/16.png,surya,tesseract,ok,ok,తాలువ,ల్‌,0.250000,0.750000,true,agreement_below_threshold
processed,test_9_166,17,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/17.png,surya,tesseract,empty_output,ok,,స్య,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,18,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/18.png,surya,tesseract,empty_output,ok,,శ్తె యూరు,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,19,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/19.png,surya,tesseract,ok,empty_output,కొన్ని నీయ నౌస,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
processed,test_9_166,20,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/20.png,surya,tesseract,ok,ok,వర్షపత్రిక,వోట్‌,0.266667,0.733333,true,agreement_below_threshold
processed,test_9_166,21,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/21.png,surya,tesseract,ok,ok,సముద్రపు భాంవన,నయే త్తు భావన,0.518519,0.481481,true,agreement_below_threshold
processed,test_9_166,22,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/22.png,surya,tesseract,empty_output,ok,,టేర్గింలా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_166,23,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/23.png,surya,tesseract,ok,ok,గుర్తు కొన్నిరు,గుర్తు ఠస్వారు,0.689655,0.310345,true,agreement_below_threshold
processed,test_9_166,24,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/24.png,surya,tesseract,ok,ok,పచ్చిక దినో,యడ,0.000000,1.000000,true,agreement_below_threshold
processed,test_9_166,25,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/25.png,surya,tesseract,ok,ok,బౌద్య పు్,ఖు,0.181818,0.818182,true,agreement_below_threshold
processed,test_9_249,1,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/1.png,surya,tesseract,empty_output,ok,,డ్‌యో తల్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_249,2,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/2.png,surya,tesseract,ok,ok,వేశ్యాలందరూ,యే థోఫలంటరూ,0.454545,0.545455,true,agreement_below_threshold
processed,test_9_249,3,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/3.png,surya,tesseract,empty_output,ok,,రసోమలత్మన,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_249,4,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/4.png,surya,tesseract,ok,ok,‍,పేయో రడ,0.000000,1.000000,true,agreement_below_threshold
processed,test_9_249,5,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/5.png,surya,tesseract,ok,ok,ము,మ,0.666667,0.333333,true,agreement_below_threshold
processed,test_9_249,6,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/6.png,surya,tesseract,ok,ok,నాన్మను,గౌనును,0.307692,0.692308,true,agreement_below_threshold
processed,test_9_249,7,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/7.png,surya,tesseract,ok,ok,చరిమిని,చేంటు సి,0.266667,0.733333,true,agreement_below_threshold
processed,test_9_249,8,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/8.png,surya,tesseract,ok,ok,నీరం కేంద్రం,రంకు,0.375000,0.625000,true,agreement_below_threshold
processed,test_9_249,9,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/9.png,surya,tesseract,ok,ok,విద్యా లింగా,వదా ల్‌,0.526316,0.473684,true,agreement_below_threshold
processed,test_9_249,10,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/10.png,surya,tesseract,ok,ok,ప్రమాణకిలోదు,గ్రమానికి లోడు,0.692308,0.307692,true,agreement_below_threshold
processed,test_9_249,11,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/11.png,surya,tesseract,empty_output,ok,,లెట్ట్స్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_249,12,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/12.png,surya,tesseract,empty_output,ok,,బోష్కంటొ,0.000000,1.000000,true,surya_empty;agreement_below_threshold
processed,test_9_249,13,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/13.png,surya,tesseract,empty_output,ok,,లౌరిశ్షన్నా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
