input_kind,page_key,model_a,model_b,model_a_completed_words,model_b_completed_words,model_a_usable_words,model_b_usable_words,model_a_missing_word_rate,model_b_missing_word_rate,expected_words,model_a_text,model_b_text,agreement_score,disagreement_score,flagged_word_regions,human_review,review_reason
processed,test_12_195,surya,tesseract,24,24,17,17,0.2916666666666667,0.2916666666666667,24,కూట్టి వెయండ్ గ్రామాలకథ తప్పుకొ ‌ హై ను పు ను కారని లేక స్వాత్రీ దాయకత్వం పేట పునర్వ్యవస్థీకరణలో ముఖ్య సంఘం పుత్రు నాడి నుం మవూరిటి పంటనిస్తారు కావి లి పనిపాటా లేనివాడు గణీయునా కొరతల విశ్వ దక్షుం దై బంకేత్రవ్రకు,ఒలక ను న్న కూలీ దౌయం గ్రీ స్‌ డీయోపు డ్రా జు మీఖను నీస్‌ సన దాయ క్ష దీర బేటీ గలక్చు గుశ నతు నాడ దేం దీరాతో ఇరనత్ర య వఏవబభారతీ గయనీస్తారు గనోపొటా రేనేవాడు గ సిటీనో కొర ఏళ్ల దీరండ్రా,0.398977,0.601023,23,true,agreement_below_threshold;word_regions_flagged
processed,test_13_2,surya,tesseract,26,26,11,8,0.5769230769230769,0.6923076923076923,26,వేరుంది ర్వ ధీరాకి గోగు పుల్లల్లి విశేషాల్యం కు నిడువడిగలవాయి బా లేందుకు వర్గాలు పెద్దూల్లు ఎంఎన్ కోడ్ ప్రభుత్వంలు వర్ణనున,సో నరో ధీం లా బోలోంనుర ర్‌ రా టన బడల బం క,0.184049,0.815951,26,true,agreement_below_threshold;word_regions_flagged
processed,test_13_7,surya,tesseract,22,22,9,8,0.5909090909090909,0.6363636363636364,22,సామాన్యం కనుకోయ్యాడు స్వీయం ప్రాంతాల రాధాకులు కామరిప్త లే మాట ప్రవృద్ధి సమీప గ్రామాలు ‌ హారి హౌయక వేత్తలను గూడెంలో,కనుక కామ్రీలమే లో నూటా చేర మడు సారస ద రు ఢ్రం యే డ్ముకా మారకం ుండబ్‌రా,0.260870,0.739130,22,true,agreement_below_threshold;word_regions_flagged
processed,test_13_9,surya,tesseract,23,23,11,5,0.5217391304347826,0.782608695652174,23,ఏ తే రాజు యంది సుభారం భాస్కర చిత్ర ఎన్ డి కౌంటర్ ఎబ్జెట్ ‍ కలగ పేసుకుంటే సమీప రాష్ట్ర వి గుపరిపాలన నారాయణ్ సంస్థానాలు వారసమాధాలు విద్యా,౧ లూ టన నాలాలు ల్‌ యండ్రుందై నౌ తోద పా చాల,0.158192,0.841808,23,true,agreement_below_threshold;word_regions_flagged
processed,test_13_12,surya,tesseract,23,23,8,7,0.6521739130434783,0.6956521739130435,23,‍ ఆ మార్కాం సమాఖ్య సినిమాలయం మౌలిక మార్కెట్ మార్కెటింగు సహాయక బృందం మార్కాన్ ‍,ణక భలం ర్యా నూ జరీ్‌ ు క బాం మూ,0.165138,0.834862,23,true,agreement_below_threshold;word_regions_flagged
processed,test_13_13,surya,tesseract,24,24,4,8,0.8333333333333334,0.6666666666666666,24,సమీప రాజుగారు సక్షితం వట్టిన మార్కెటింగు,లీ జరడణగా నుల ల గో ర మునల్ల నా ల్‌ లొిర ం యారో,0.139535,0.860465,24,true,agreement_below_threshold;word_regions_flagged
processed,test_13_23,surya,tesseract,23,23,11,9,0.5217391304347826,0.6086956521739131,23,ఎన్నో యోగవాదులు మేంగిల కోడ్ పాటలు తన్ని ఉపరిహ్ మునికుమారుడొకడు సంతరించుకోవాలి బీ సు కోవ డమ్ మెలిగ పెట్టి గారి సరికుల వేశాలు హౌస్టేషన్,ముగ సుం ఢీ క లన లా ౧ న కుపూడిడాక డు లీ ఖాన పగ ఆతౌల్హ జూడు నాళ,0.237113,0.762887,23,true,agreement_below_threshold;word_regions_flagged
processed,test_13_24,surya,tesseract,23,23,8,10,0.6521739130434783,0.5652173913043478,23,బాతూ క్రీస్తు శాస్త్రాలే నవమార్చి ప్రక్కన కూడ యౌరిట సామాజిక శిష్యు వెట్టి ‍ వినియోగంటారా పరిశీలి,లూ బీ సోలో ్ర శ్రపుముగో రుం కేరట్‌ యర అమ ఎ్రాగగన్‌ ఘమువెడ్టూ డ్రొసే నూన కార,0.210526,0.789474,23,true,agreement_below_threshold;word_regions_flagged
processed,test_13_32,surya,tesseract,26,26,12,11,0.5384615384615384,0.5769230769230769,26,లోని వర్తా డు ఉపనిర సీహాసంప్ కల పు లింద సంవత్రారాన్ని వివర హ వరిరచిలా కొద్దిమలి ‌ రాజవంశపురంగా విహం బాలు,లూ డు ఆగం నా ళ్‌ రం ౨ రకము కొదమ ర శాసనాల రా గ లొడ్రరునేంగా ాాంశరాధదు ము,0.320000,0.680000,26,true,agreement_below_threshold;word_regions_flagged
processed,val_4_69,surya,tesseract,28,28,15,24,0.4642857142857143,0.14285714285714285,28,పారలున్నెయినీ వన్యరూరు కొర భినేయనీ రూయినిక వుండెం ప్రదేశాలు ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ వివిధి బాటానన్న టానా చేతిలోని చేసింటివయ్య హారాడు వాటికు ఎనుకొన్ని అటాయిక్,సోరలన్దొ యథ ఏఎంఫ్లోయాన్‌ ఆ గ్గీటారు తెర కుయన శభ రగు వ్ర హ్‌ందుక యొ టల జన్మ ఓదం లకర రర బా హాటోనగ్నో టన దళ తమన చనిలవయా హార్‌ రయి రర నం ంరణలొ క్ల అుటీమున,0.321070,0.678930,28,true,agreement_below_threshold;word_regions_flagged
processed,val_4_149,surya,tesseract,24,24,15,22,0.375,0.08333333333333333,24,ప్రాంతమై మెనుక ట్రానాల్స్ ముస్తో రింవింపుగా స న్మి ధైరాద్ కలగిస్తుంటాయి పెరిగాంటు కవరా పండు హ సై కా ఎక పురిడ్డి వారు ఉప విశేషాలు మనవడి ప్రపంచకాంకేతులు సాఫీల్చకులు మాస్కోడ్,ూదుతు ఆను టూగాణ్చి కుకై రుం పగా సన్నుథో ఆశింఒరరు రం ఆసీనం టో యం అంత గాందు ఓమఆాఫపండఠు కానా ఎన వుంటవారు ఊవి పాయా నోతక్‌నాం నిత్బి ప వ్రీిపాయ మనరడరు చనంంరాం తుంలు పకల తుం బుర త లంబిగిది నే,0.196629,0.803371,24,true,agreement_below_threshold;word_regions_flagged
processed,val_4_155,surya,tesseract,24,24,14,24,0.4166666666666667,0.0,24,‍ ఉదయక్రుడి రి టుంన్న ట్టు హా వరాలతో స్మారణం వెంక టూవ్ ప్రమాణ పలు చరణ ప్రవాదికాకులంతా సినిమాలు పాత్రికే పద్య మైదానం కూర్పులు హేందు వ్యాస్ను మొహందా,ఆఅ ముడ తాం ౬ుంఠా యెలూకురింటున్న బ్బ నా మాలతి గా అర పంక టావ్‌ దా చాన జల ఆకారం అం౦లఅ వుం ఓకోనీశాదులం తా ట్‌ ఎక్షిష లాల తో సలాం డన హెంనీ రేఉటీలన్ప ఉత్తీ జొన్న ట్‌ వక్రటు ఓనిఫినుం ట ౨దశ్ష కింటుత్వోన్ని ొకాంలా తోజంలొనే,0.016713,0.983287,24,true,agreement_below_threshold;word_regions_flagged
processed,val_4_189,surya,tesseract,21,21,14,21,0.3333333333333333,0.0,21,రాట్టు ప్రాక పోవడమ్మ ‍ ‍ మంచిర మే మినరలాగి జనాభా పాఠవిశ్రం ఆది ప్రాతిపాదనా సమావేశమైనద్వటికికి ప్రకాశవ ట్రాక్రాన్ మగ వాళ్లును న్యాయంకా షో రూ క్సు బెంయాన్ల రత్న,యమం కులనన ట్టు తొక ఏప్ర సనౌగింి ఆఉయోకి ఆ చాక క్‌ ఆర్యా ముంందిరత వు జొపి డీలు బున రలో తిర టత్య్బు బోరవజ్హం్వం మంగా ప్రాతి టదికగో సమా వహేక్చైనబ్ప ఆక ౨రానవ టౌతి కి ముగ వాళ్లను నో ంరుంగా వొుంమఘత్‌ షోతూమ్స్స్‌ లుయ్సారల,0.080863,0.919137,20,true,agreement_below_threshold;word_regions_flagged
processed,val_4_206,surya,tesseract,25,25,16,24,0.36,0.04,25,నోరా డి నా లు రాజ కీర్తి రహస్యాలు దేవి చరిత్రాన్ ‍ రాజ కు చేపట్టాకు దూ పి లు కన్నె దం మీ నుండు సాధు బారిన్ సావ దౌవంగా ర్యావ స్మేలను ప్రధాన గ్రంథాలయం కు ముద్రి లాడులు సంపత్తి దైరి ట్రాస్ నూరి ఉద్యమం దహంబాల్,నీరాతనాయి రాజు దీంరూనా పీ ఊుం ఒం లా తీరాల కు చోపట్టారు ఆఫీసుకి స్‌ టాప్‌ పెలపౌతాతైనాయము ఫే దుందు ముండదు గొ సహా ఇంలు నీర్‌ ప తన నావ సోనంగో ృవ స్తృలను అఅఆతా౭ ెిరా౩శ క తౌ కుక్ము ఆటల సంపత్తి ఇం టన ఉర్భ్ఫుమం వాంచ,0.029126,0.970874,23,true,agreement_below_threshold;word_regions_flagged
processed,val_4_219,surya,tesseract,22,22,15,22,0.3181818181818182,0.0,22,‍ ద్రుడి ఒం ఒం గా నిర్మూ ప్రి బా నీ పరమ పవిత్ర విడుదలైన ప్రస్తుత కాలానికి సార్వ బౌ మతాన్ని పల్లెల బహుకుంటూ కనుగొనేందుకు రావు బాల రథయ్యి వ్యాస ప్రాంతాలు వివిధ స్త్రీ పారిశ్రామిక భౌగోళికంగా,చేరేడంరతె వౌయక్తి కుతి మిం రుంగా గసుోరూమవురి బశూడదు గ తరం కి వర చురువి త ఎయు అరం రెంటి నా గ తెలటను కవ అశ్చీ ఖిన్బీకావ ముండేనొకీ వేసఎ లోనే సౌ భో మత వర్షించు ంయో కనున నేం దుఠు రా కుం యం రుయు వ్యాస డొలధించూారు ౩ బ స్పీ వాలొనున్న చాట కాలను బౌనోలికంగా,0.027714,0.972286,19,true,agreement_below_threshold;word_regions_flagged
processed,val_4_233,surya,tesseract,22,22,16,22,0.2727272727272727,0.0,22,సాగరం కేరు ‍ శ్రీ ర్గీ రి నుంచి హే ల్లా లి స్తు న్మాటు రా జిల్లా మళ్ళిం తలకన్నా వాసుదేవం సంబంధాలు సిన్సే సంరక్షణ వారి సంస్థ ‍ ‍ స కూల అధికారులు ‍ ప్రజ్విత్తోంతి పటి నట్టు ూం కాలం,సాగరుం తోము ఆశ్చృర ముం హపొాల్సురిను నారు అటూ తక టు దు అగ్ని ౦ తలకన్నా ౨ానుషపీవ గుంటింథ్యార్థి సస్న నంద కం చాక్‌ అవనాగ నరిరరుం ఉంచాలనే టామ్‌ ళ్లయిు ఆఅణశుం కూల అఅుకారులు ఆపద ఆజుకిద ఆ౭ పొయువమే నట్లా రం లం క్ర కోర్‌ వెళ్ల గానా,0.040000,0.960000,21,true,agreement_below_threshold;word_regions_flagged
processed,val_4_238,surya,tesseract,24,24,18,23,0.25,0.041666666666666664,24,ప్రభుత్వ బాధ్యత కోరుకునో పరి మిత మవుతున్నారు పాటలు తేదీ నుండి విద్యా సౌకర్యాలు సురి పూ ద్వే ంగా భూమి వినియోగం విస్తృత పరిచరులు వ్రాతలు మైతా గా హౌకు దూర మార్పు తెుంద నేటి ప్రాంత పుట్టడ త పో యోగాల విజ్ఞేత్తర్‌ చెప్పుటకు దుశా బ్హి లోని,అుయులింబిన చోటమటనే యరిమెతే మీవుతు న్నారు శోభి తేథీ నుండు మేడఉలకా అట్లా మత వాడ సంపూ రంగా ఇనూతుంలూ ర ఎతుత మరలరుం అఖ ౨తలం తా గాబ్రౌాటడు ఉర బంవ్చృ తంంద నోడు ౭ లో తవ యో గాం ఎ౨కుతతే బెళ్ళి పోతుంది చెప్పట కృ గుశౌరిర్లి ఆ ఆనాడఢ,0.057650,0.942350,21,true,agreement_below_threshold;word_regions_flagged
processed,val_10_53,surya,tesseract,25,25,6,13,0.76,0.48,25,ప్రత్యేక గ్రామాలు క్షణ ం మా ౬౬ ‍ ‍ ఎక్కువ,డగు గారా కారే దంల ంరే లా గులా స రం ౯ మంపైరొలుువ లా రంగులు,0.224490,0.775510,25,true,agreement_below_threshold;word_regions_flagged
processed,val_10_89,surya,tesseract,23,23,8,8,0.6521739130434783,0.6521739130434783,23,నిన్నెరు విద్యా కేంద్రాలు అప్పార్లీనాటూరి విద్యాసౌకర్యాలు ‍ గ్రామం చెప్పుదు ‌,అత్తల దు దు రా౭రరడన ౧ వయం ్‌గ మగు త గాం గా,0.100840,0.899160,23,true,agreement_below_threshold;word_regions_flagged
processed,val_10_108,surya,tesseract,22,22,9,12,0.5909090909090909,0.45454545454545453,22,మొడ్కంలకగలదు దక్షిణాత్యాలు కూడ ఎర్రి శర్మాలు వౌడకూరుడు పర్యాంటున్నాడు బాగుండేటికలా ‍ వేడుకలను,మెడం గలరు రాం నయతి ే ోణ ి చరద ౧ యూ య ళా రక గుంతు రా రుయలాయిస్తాయు వెరు,0.257669,0.742331,22,true,agreement_below_threshold;word_regions_flagged
processed,val_10_179,surya,tesseract,26,26,8,14,0.6923076923076923,0.46153846153846156,26,పార్టీ కేంద్రాలు కష్టమైనది గణాంకాలు స్థానాలను బాధపడినా కూర్పాల బకరు వైద్య ల,ఇంతగ యూన రష్టమైంద గా ఎడణెనా ల్‌లొంకాం తుసౌ్‌ల ఆరం ఒభభయతేనొ ర్‌ం రెతంలతౌ ల్‌ రో ౧౦ుగల చరం శాందదలీ,0.304094,0.695906,25,true,agreement_below_threshold;word_regions_flagged
processed,val_10_350,surya,tesseract,24,24,11,16,0.5416666666666666,0.3333333333333333,24,పుట్టుకొమ్మన కొందరికో పారిశుధ్యం వేషంలో ప్రకారం దర్శకురాలు కార్యమం ‍ ‍ వే బూనే లే నాని మరణి కాపింపుతానికి,సటుకొబుం రంల పహొాదగోరి యర శరం వేషంలో ఖణుదంయులదానా రంగాల శతకంలో గులా గా రొరయం ఆగతీరాంంలోను డేలు రా్‌్‌ుతడాణో లూ,0.325581,0.674419,23,true,agreement_below_threshold;word_regions_flagged
processed,val_10_386,surya,tesseract,24,24,14,24,0.4166666666666667,0.0,24,రాహ లెగ్గిగికో ‍ సమాచార డో ౮ యం వున్నా ఎండకో మౌల్ మందులకు అన్నా రీలకు ‌ లాంటి వారు మార్కెటింగు బ్యాంకింగు వ్రౌరసుడులయిరారు మి తీపకొల్లెపైన బ్రిడ్జి సేక్షిక,రహా త్తం అఆగయర్నంతు గనేయాజదరా థుంచేతారగా రులు బుకొయుం టు మరల యుత ౧ుంయులతు రర గల అగ్ట్రేర్‌ుత్రు ౭లీ్న తనంలో గమ్య ఆతయూరాలు టంటవాడు త్‌పోయింటి వౌరనవథడంతుంటూతు య తక చుకియ ూ ౧౦ ౧ తే మదిం యౌ,0.176471,0.823529,24,true,agreement_below_threshold;word_regions_flagged
processed,val_10_469,surya,tesseract,24,24,10,11,0.5833333333333334,0.5416666666666666,24,ప్రశ్నిపెయినిన్నట్లు అనునరిస్తారా పాఠశాల మంతోమిశ్రదేవేలు ‌ స్థానితం కామిస్తున్నాడు మౌర్య ఎిపెమెంటు ‌,యూరీ యుగ త అయుగరనోాడు రెణ్తగా యాయ శయగుతన గ్‌ా ంెంరలు యంతంై వేలూ నరం రగు చయలు గతిం,0.209945,0.790055,24,true,agreement_below_threshold;word_regions_flagged
processed,val_10_480,surya,tesseract,24,24,11,13,0.5416666666666666,0.4583333333333333,24,పండిగల ఉపాధ్యాయులకు సాధ్యపెంగుల బేగుకుంటు పాండు బ్రిటిషులప్రధానాలు వేస్తుంటూను గుర్తులేని ాయి జీవనాలు ఎన్నాడూపంగు ఆఫ్లం ‍,డ్రేంయంది డఉుపొణ్యాయంలకల సోథ్గంచుగం లేగ రక దుం ఆ రుయుల్నంగా గురురుంలేనాం ౮ శం గ శో్క్తిం్ర చేస్తాగా గమ భరత లు,0.278261,0.721739,24,true,agreement_below_threshold;word_regions_flagged
