page_key,ocr_model,input_kind,region_index,error,correction,reason
test_9_91,tesseract,raw,26,వేచ్చ్రోస్తాను,వెచ్చరించాను,The sequence 'వేచ్చ్రోస్తాను' is not a valid word. 'వెచ్చరించాను' is a more plausible correction.
test_9_166,tesseract,raw,3,మ్యోండ్లాతా,మండ్లాతా,The presence of 'మ్యో' is unlikely in Telugu morphology; 'మండ్లాతా' is a more plausible form.
test_9_166,tesseract,raw,9,టంటోరీతీ,తంత్రీతీ,The sequence 'టంటో' is not typical in Telugu; 'తంత్రీతీ' is a more plausible phonetic structure.
test_9_166,tesseract,raw,11,వరగోత్తింతే,వరగొత్తింతే,The sequence 'గోత్తి' is less common; 'గొత్తి' is a more typical Telugu form.
test_9_249,tesseract,raw,1,జియోతల్‌,జ్యోత్స్న,The OCR output 'జియోతల్‌' is not a valid Telugu word. The probable correction 'జ్యోత్స్న' is a common Telugu name and word.
test_9_249,tesseract,raw,2,మైథఠొవులంటేరా,మైథిలీవులంటేరా,The sequence 'మైథఠొ' is not valid in Telugu. 'మైథిలీ' is a more plausible start for a Telugu word.
test_9_249,tesseract,raw,10,శ్రేమోనికిలోడు,శ్రీమోనికిలోడు,"The sequence 'శ్రే' is uncommon in Telugu, whereas 'శ్రీ' is a common prefix."
test_9_249,tesseract,raw,18,డజగయాల్ల,డజనాల్ల,The sequence 'డజగ' is not valid in Telugu. 'డజన' is a more plausible word.
test_9_249,tesseract,raw,19,చశౌనరి,చౌనరి,The sequence 'చశౌ' is not valid in Telugu. 'చౌనరి' is a more plausible word.
test_9_252,tesseract,raw,3,తఘ్తుతుంది,తగుతుంది,The sequence 'ఘ్తు' is unlikely in Telugu; 'గు' is a more common combination.
test_9_252,tesseract,raw,5,ఢితల్త్‌మూణీరులో,ధితల్పూర్ణిరులో,The sequence 'ఢితల్త్' is implausible; 'ధితల్పూ' is a more probable structure.
test_9_252,tesseract,raw,7,తీటలస్మ,తీర్థస్మ,The sequence 'టలస్మ' is unlikely; 'ర్థస్మ' is a more common combination.
test_9_252,tesseract,raw,12,అనుసరశియం,అనుసరణం,The sequence 'రశియం' is unlikely; 'రణం' is a more common ending.
test_9_252,tesseract,raw,13,అవీకలళొలు,అవీకలలు,The sequence 'లళొ' is unlikely; 'లలు' is a more common ending.
test_9_252,tesseract,raw,20,మేయయలను,మేయలను,The sequence 'యయ' is unlikely; 'య' is a more common structure.
test_9_393,tesseract,raw,2,వీజయరామారొంత్ర,విజయరామారావు,"Contains non-Telugu character sequence 'రొంత్ర', likely intended to be a common name."
test_9_393,tesseract,raw,5,రాళౌళ్రూరరాయ్ర,రాజారావు,Contains implausible consonant clusters and vowel sequences for Telugu.
test_9_393,tesseract,raw,6,వలకేరింలదం,వలకేరి,Contains unlikely consonant clusters and vowel sequences.
test_9_393,tesseract,raw,11,గుబురొయ,గుబురు,"Contains non-standard vowel sequence 'రొయ', likely intended to be a common word."
test_9_393,tesseract,raw,17,లిదర్సంగా,నిర్దేశంగా,Contains unlikely consonant clusters and vowel sequences for Telugu.
test_9_393,tesseract,raw,21,వంయటలోను,వంటలోను,"Contains non-standard consonant cluster 'వంయ', likely intended to be a common word."
test_9_393,tesseract,raw,23,ఎణేరి లగాల,ఎన్నెరి,Contains unlikely consonant clusters and spacing for Telugu.
test_12_48,tesseract,raw,5,వదీజల్లాతి,విద్యాజ్యోతి,The OCR output contains non-standard consonant clusters and vowel sequences unlikely in Telugu.
test_12_48,tesseract,raw,6,గీరాహార బొకేలు,గృహారంభోకేలు,The OCR output has unusual consonant and vowel combinations that do not form a plausible Telugu word.
test_12_48,tesseract,raw,7,అసుర తందన,అసురతందవం,"The OCR output splits a compound word incorrectly, creating an implausible sequence."
test_12_48,tesseract,raw,10,కేవా,కేవలం,The OCR output is an incomplete form of a common Telugu word.
test_12_48,tesseract,raw,15,వాంతీ భ బీలీలను,వాంతి బీళీలను,The OCR output contains an unlikely sequence of consonants and vowels.
test_12_48,tesseract,raw,17,చౌడియోసే,చౌదరి,The OCR output has an unusual sequence of letters not typical in Telugu.
test_12_48,tesseract,raw,20,సర కీ రమ,సరుకులు,"The OCR output splits a word incorrectly, creating an implausible sequence."
test_12_48,tesseract,raw,21,ష్రదయోఎలడై,శ్రద్ధయోల్లడై,The OCR output contains non-standard consonant clusters and vowel sequences unlikely in Telugu.
test_12_48,tesseract,raw,22,రి వైడన,వివరణ,"The OCR output splits a word incorrectly, creating an implausible sequence."
test_12_70,tesseract,raw,3,ఆసుఖం౦ంధోరో,ఆసుఖంధోరో,"The character '౦' is a numeral zero, likely a misrecognition of the Telugu letter 'ం' (anusvara)."
test_12_70,tesseract,raw,14,రగ యాయ,రగడయాయ,"The space is likely an OCR error, and 'రగడయాయ' is a plausible Telugu word."
test_12_70,tesseract,raw,23,టిఖ్లింగస్లే,టింక్లింగస్లే,"The sequence 'టిఖ్' is unlikely in Telugu, 'టింక్' is a more plausible phonetic structure."
test_12_113,tesseract,raw,1,బరరొ రొమాడా,బరోరొమాడా,"The sequence 'బరరొ' is unlikely in Telugu. A probable correction is 'బరో', which is more plausible orthographically."
test_12_113,tesseract,raw,4,అఖీనుఇముల,అఖీనిముల,The sequence 'అఖీనుఇముల' contains an unlikely combination 'నుఇ'. Correcting to 'నిము' is more plausible.
test_12_113,tesseract,raw,7,రెంగీంత్రీటువిటీ,రెంగీంత్రీటువీటీ,The sequence 'టువిటీ' is unlikely. Correcting to 'టువీటీ' aligns with Telugu orthographic patterns.
test_12_113,tesseract,raw,17,తలివాటతువథీన,తలివాటువథీన,The sequence 'తలివాటతు' is unlikely. Correcting to 'తలివాటు' is more plausible.
test_12_113,tesseract,raw,20,క ీ తీయం,కీతి,The space and sequence 'క ీ తీయం' is unlikely. Correcting to 'కీతి' is more plausible.
test_12_113,tesseract,raw,22,మౌరుమూల,మౌలమూల,The sequence 'మౌరుమూల' is unlikely. Correcting to 'మౌలమూల' aligns with Telugu orthographic patterns.
test_12_125,tesseract,raw,4,డీరిగిసు ందీన,డీరిగిసుందీన్,Unusual space and character sequence; likely a misreading of a single word.
test_12_125,tesseract,raw,8,మాస్పులకైు,మాస్పులకై,Uncommon ending 'కైు'; likely a misreading of 'కై'.
test_12_125,tesseract,raw,15,ఫఖలాగోగు,పఖలాగోగు,Uncommon initial 'ఫఖ'; likely a misreading of 'పఖ'.
test_12_125,tesseract,raw,21,బృథటగుపోరుగు,బృహతగుపోరుగు,Uncommon sequence 'బృథట'; likely a misreading of 'బృహత'.
test_12_125,tesseract,raw,23,దుర్టరం,దుర్ఠరం,Uncommon sequence 'దుర్ట'; likely a misreading of 'దుర్ఠ'.
test_12_131,tesseract,raw,1,లెకొరితీ,లెక్కరితీ,The sequence 'కొ' is unlikely in Telugu; 'క్క' is a more plausible combination.
test_12_131,tesseract,raw,3,నొరఠీయ్హోం,నొరతీయోం,The sequence 'ఠీ' is unusual; 'తీ' is more common in Telugu.
test_12_131,tesseract,raw,10,అనగరితీలిమార్‌,అనగరితీలిమార్,The trailing '్‌' is unnecessary and likely an OCR artifact.
test_12_131,tesseract,raw,12,గ్‌ల్‌,గల్,The use of '్‌' is incorrect here; 'గల్' is a more plausible form.
test_12_131,tesseract,raw,14,తీగీటథుయుండేగో,తీగీటయుండేగో,The sequence 'థు' is unlikely; 'యు' fits better in Telugu morphology.
test_12_131,tesseract,raw,15,శౌవేటరివల,శౌకేటరివల,The sequence 'వే' is less common; 'కే' is more plausible.
test_12_131,tesseract,raw,18,సూ౭రి ఇరారు,సూర్య ఇరారు,The character '౭' is a numeral and likely an OCR error for 'ర్య'.
test_12_131,tesseract,raw,20,హిరోయజుమవం,హిరోయజుమం,The sequence 'వం' is less common; 'ం' is a more typical ending.
test_12_131,tesseract,raw,21,రథాల గయ,రథాలగయ,The space is unnecessary; 'రథాలగయ' is more plausible.
test_12_131,tesseract,raw,22,అ్రజ్గీటునగల,అర్జీటునగల,The sequence 'అ్ర' is unlikely; 'అర్' is more common.
test_12_165,tesseract,raw,1,తమా యదు,తమాయదు,Unlikely space in a single word; 'తమాయదు' is a valid Telugu word.
test_12_165,tesseract,raw,4,భపితీయినయాొడరు,భవితవ్యుడరు,Unlikely sequence 'భపితీ'; 'భవితవ్యుడరు' is a plausible correction.
test_12_165,tesseract,raw,16,గి వార,గివ్వార,Unlikely space in a single word; 'గివ్వార' is a valid Telugu word.
test_12_191,tesseract,raw,9,ఆడ్వాన,ఆడ్వాణ్,"The sequence 'ఆడ్వాన' is not a valid Telugu word. 'ఆడ్వాణ్' is a more plausible correction, resembling a name or loanword."
test_12_191,tesseract,raw,13,టగుథు౦దటే,తగుతుందటే,"The sequence 'టగుథు౦దటే' contains a non-standard combination. 'తగుతుందటే' is a more plausible correction, aligning with Telugu phonetics."
test_12_191,tesseract,raw,14,కారసున్య్మూఖణుల్న,కారసున్యమూఖణుల్ని,The sequence 'కారసున్య్మూఖణుల్న' contains an implausible consonant cluster. 'కారసున్యమూఖణుల్ని' is a more plausible correction.
test_12_191,tesseract,raw,19,క్వాగో యులుందేటం,క్వాగో యులుందటం,The sequence 'క్వాగో యులుందేటం' contains an unusual ending. 'క్వాగో యులుందటం' is a more plausible correction.
test_12_191,tesseract,raw,21,ఆోగైంటోనో,ఆర్గైంటోనో,The sequence 'ఆోగైంటోనో' contains an implausible vowel sequence. 'ఆర్గైంటోనో' is a more plausible correction.
test_12_191,tesseract,raw,23,వప్రటేటలొమున,వప్రటేటలోమున,The sequence 'వప్రటేటలొమున' contains a non-standard vowel combination. 'వప్రటేటలోమున' is a more plausible correction.
test_12_195,tesseract,raw,3,కూట దేయరలడి,కూట దేయరాలి,'దేయరలడి' is not a valid Telugu word form. 'దేయరాలి' is a more plausible correction.
test_12_195,tesseract,raw,8,జదుఖను,జడుఖను,'జదుఖను' is not a valid Telugu word. 'జడుఖను' is a more plausible correction.
test_12_195,tesseract,raw,10,కాదన భర,కాదనభర,The space in 'కాదన భర' is likely incorrect. 'కాదనభర' is a more plausible compound form.
test_12_195,tesseract,raw,14,కోట గలము,కోటగలము,The space in 'కోట గలము' is likely incorrect. 'కోటగలము' is a more plausible compound form.
test_12_195,tesseract,raw,19,కొవమైల,కొవ్వమైలు,'కొవమైల' is not a valid Telugu word. 'కొవ్వమైలు' is a more plausible correction.
test_12_195,tesseract,raw,20,వనోపొటా లేనివాడు,వనోపోటా లేనివాడు,'వనోపొటా' is not a valid Telugu word. 'వనోపోటా' is a more plausible correction.
test_13_9,tesseract,raw,6,ఖూలన,ఖుల్నా,"'ఖూలన' is not a valid Telugu word. 'ఖుల్నా' is a more plausible correction, possibly referring to a place name."
test_13_9,tesseract,raw,16,సన,సంస,"'సన' is not a standalone Telugu word. 'సంస' is a more plausible correction, as it is a valid Telugu word."
test_13_23,tesseract,raw,10,మున్రేకుమూడుటాకడు ౧,ముంద్రేకుమూడుటాకడు,The sequence 'మున్రే' is not a valid Telugu morphological structure. 'ముంద్రే' is a more plausible formation.
test_13_32,tesseract,raw,20,కొం,కొంము,"The OCR output 'కొం' is an incomplete word fragment. A common completion is 'కొంము', which is a valid Telugu word."
val_4_69,tesseract,raw,14,మ్‌,ము,The OCR output 'మ్‌' is an incomplete syllable. 'ము' is a complete syllable and a valid Telugu word.
val_4_69,tesseract,raw,19,హోడ్‌,హోద,The OCR output 'హోడ్‌' contains an unnecessary Latin script character. 'హోద' is a valid Telugu word.
val_4_189,tesseract,raw,2,బెల్టు తొక వీగివరుమే,బెల్టు తొక వీగి వరుమే,The word 'వీగివరుమే' is likely a split error; 'వీగి' and 'వరుమే' are more plausible as separate words.
val_4_189,tesseract,raw,3,సాగింరి,సాగింది,'సాగింరి' is not a valid form; 'సాగింది' is a common verb form.
val_4_189,tesseract,raw,12,పౌరవచ్ణీంతో,పౌరవచనంతో,'పౌరవచ్ణీంతో' contains a non-standard conjunct; 'పౌరవచనంతో' is a valid form.
val_4_189,tesseract,raw,15,సమావేశ మైనవ్ప కీ,సమావేశమైనప్పుడు,'మైనవ్ప' is not a valid form; 'సమావేశమైనప్పుడు' is a plausible correction.
val_4_189,tesseract,raw,16,హానపటౌతికి,హానిపడుతికి,'హానపటౌతికి' is not a valid form; 'హానిపడుతికి' is a plausible correction.
val_4_189,tesseract,raw,20,షోతూక్సు,షోకసు,'షోతూక్సు' is not a valid form; 'షోకసు' is a plausible correction.
val_4_189,tesseract,raw,21,ముబమరద్ప,ముబమరద్,'ముబమరద్ప' is not a valid form; 'ముబమరద్' is a plausible correction.
val_4_206,tesseract,raw,1,నోరాజనాలు,నియమాలు,"The sequence 'నోరా' is unlikely in Telugu, whereas 'నియమాలు' (rules) is a common word."
val_4_206,tesseract,raw,2,రాతకీయాణికి,రాజకీయానికి,"The sequence 'రాత' is unlikely in this context, whereas 'రాజకీయానికి' (to politics) is a common word."
val_4_206,tesseract,raw,8,టాఫిక్‌,టాపిక్‌,"The sequence 'టాఫిక్‌' is a likely OCR error for 'టాపిక్‌' (topic), a common loanword."
val_4_206,tesseract,raw,17,రవ న్నేలను,రావన్నేలను,The space in 'రవ న్నేలను' is likely an OCR error; 'రావన్నేలను' is a plausible correction.
val_4_219,tesseract,raw,10,ఆనశ్నీ భన్సీకావు,ఆనందించు,"The sequence 'ఆనశ్నీ భన్సీకావు' is not a plausible Telugu word or phrase. 'ఆనందించు' is a common Telugu word meaning 'enjoy', which fits the orthographic pattern better."
val_4_233,tesseract,raw,12,ఉంజూలనో,ఉంజలనం,"The word 'ఉంజూలనో' is not a valid Telugu word. A probable correction is 'ఉంజలనం', which means 'swinging'. The error likely arises from incorrect character recognition."
val_4_233,tesseract,raw,16,ఆకొకారుల,ఆకారులు,"The word 'ఆకొకారుల' is not a valid Telugu word. A probable correction is 'ఆకారులు', which means 'forms' or 'shapes'. The error likely arises from an extra character 'కొ' being inserted."
val_4_238,tesseract,raw,10,సంహోర్హుంగా,సంఘర్షణ,"The OCR output 'సంహోర్హుంగా' is not a valid Telugu word. The probable correction 'సంఘర్షణ' is a common Telugu word meaning 'conflict', which fits the orthographic pattern."
val_4_238,tesseract,raw,15,గాజటొట,గాజు,"The OCR output 'గాజటొట' is not a valid Telugu word. The probable correction 'గాజు' is a common Telugu word meaning 'glass', which fits the orthographic pattern."
val_10_53,tesseract,raw,7,కత ం,కథ,The OCR output 'కత ం' likely misread the word 'కథ'. The space and extra character 'ం' are not typical in Telugu words.
val_10_53,tesseract,raw,16,గులకరా ి,గులకరాయి,The OCR output 'గులకరా ి' likely misread the word 'గులకరాయి'. The space and extra character 'ి' are not typical in Telugu words.
val_10_53,tesseract,raw,23,శ్‌,శ్రీ,"The OCR output 'శ్‌' is incomplete and likely intended to be 'శ్రీ', a common Telugu word."
val_10_89,tesseract,raw,10,రా౭రదీడను,రాజరదీడను,The character '౭' is not a valid Telugu letter and likely a misrecognition of 'జ'.
val_10_89,tesseract,raw,19,టెలుగులతగాము,తెలుగులతగాము,"The initial 'టె' is likely a misrecognition of 'తె', which is more plausible in Telugu."
val_10_89,tesseract,raw,23,సురీకగా,సురేఖగా,"'సురీకగా' is not a valid Telugu word, likely intended to be 'సురేఖగా' with 'రే' instead of 'రీ'."
val_10_108,tesseract,raw,7,బ్‌,బ,The OCR output includes an unnecessary virama (్) and ZWJ (‌) which are not needed for a standalone consonant.
val_10_108,tesseract,raw,17,జూగుంతర కనా,జూగుంటకన,"The OCR output includes an extra space and incorrect ending, which is not a valid standalone word."
val_10_108,tesseract,raw,22,వయ,వయసు,"The OCR output is an incomplete form of a common word, missing the ending to form a valid standalone word."
val_10_179,tesseract,raw,12,గలౌంకాల,గలవుకాల,The sequence 'లౌం' is unlikely in Telugu. 'గలవుకాల' is a more plausible morphological structure.
val_10_179,tesseract,raw,24,యరీయాలాంకంల,ప్రయాలంకంల,The sequence 'యరీయా' is not a valid Telugu structure. 'ప్రయాలంకంల' is a more plausible correction.
val_10_350,tesseract,raw,4,టవోరంలో,టవర్‌లో,"The sequence 'టవోరంలో' is unlikely in Telugu. 'టవర్‌లో' is a more plausible form, resembling the English loanword 'tower' with a locative suffix."
val_10_350,tesseract,raw,6,పొదగొడో,పొదగడం,"'పొదగొడో' is not a valid Telugu word form. 'పొదగడం' is a more plausible form, meaning 'to fold' or 'to arrange'."
val_10_350,tesseract,raw,11,గోజుమేంయుండానా,గోజుమేంలా,"The sequence 'గోజుమేంయుండానా' is unlikely. 'గోజుమేంలా' is a more plausible form, resembling a valid Telugu structure."
val_10_350,tesseract,raw,16,ఎజీటంగ్‌,ఎజెంట్‌,"'ఎజీటంగ్‌' is not a valid Telugu word. 'ఎజెంట్‌' is a more plausible form, resembling the English loanword 'agent'."
val_10_350,tesseract,raw,18,కౌరణుం,కారణం,"'కౌరణుం' is not a valid Telugu word. 'కారణం' is a more plausible form, meaning 'reason'."
val_10_350,tesseract,raw,23,రమయముుడా ్శ,రమణమూర్తి,"The sequence 'రమయముుడా ్శ' is not valid. 'రమణమూర్తి' is a more plausible form, resembling a common Telugu name."
val_10_386,tesseract,raw,1,రాహపొత్తుగర,రాజపుత్ర,"The sequence 'రాహపొత్తుగర' is not a plausible Telugu word. 'రాజపుత్ర' is a common Telugu word meaning 'prince', which is orthographically similar."
val_10_386,tesseract,raw,3,నేయాగరా,నియోగరా,"The sequence 'నేయాగరా' is not a plausible Telugu word. 'నియోగరా' is a more plausible form, resembling a name or title."
val_10_386,tesseract,raw,4,థుంతారగా,సంతారగా,"The sequence 'థుంతారగా' is not a plausible Telugu word. 'సంతారగా' is a more plausible form, resembling a name or title."
val_10_386,tesseract,raw,15,డర,డర్,"The sequence 'డర' is not a plausible Telugu word. 'డర్' is a more plausible form, resembling a loanword or name."
val_10_386,tesseract,raw,19,య యూక్తాతెన,యుక్తతేన,"The sequence 'య యూక్తాతెన' contains an extra space and is not a plausible Telugu word. 'యుక్తతేన' is a more plausible form, resembling a proper word."
val_10_469,tesseract,raw,8,కలునంయంటతు,కలువనంటారు,The sequence 'కలునంయంటతు' is not a valid Telugu word. The probable correction 'కలువనంటారు' is a plausible word structure.
val_10_469,tesseract,raw,15,నస్లోంగతం,నలుగురంత,The sequence 'నస్లోంగతం' is not a valid Telugu word. The probable correction 'నలుగురంత' fits Telugu morphological patterns.
val_10_480,tesseract,raw,24,మ్‌,మ్,The presence of the ZWNJ (Zero Width Non-Joiner) is unnecessary in this context and likely an OCR artifact.
