page_key,ocr_model,input_kind,region_index,error,correction,reason
test_12_195,surya,processed,21,గణీయునా,గణనీయునా,'గణీయునా' is not a valid form; 'గణనీయునా' is a more plausible word.
test_12_195,surya,processed,23,విశ్వ దక్షుం దై,విశ్వదక్షుడు,Unnecessary spaces and incorrect form; 'విశ్వదక్షుడు' is a more plausible single word.
test_12_195,surya,processed,24,బంకేత్రవ్రకు,బంకేత్రవరకు,'బంకేత్రవ్రకు' is not a valid form; 'బంకేత్రవరకు' is a more plausible word.
test_13_2,surya,processed,7,ర్వ ధీరాకి,ధీరాకి,The sequence 'ర్వ' is unlikely to precede 'ధీరాకి' as a valid Telugu word.
test_13_2,surya,processed,9,గోగు పుల్లల్లి,గోకుల్లి,'గోగు పుల్లల్లి' is not a plausible Telugu word. 'గోకుల్లి' is a more probable correction.
test_13_2,surya,processed,10,విశేషాల్యం కు,విశేషాలకు,'విశేషాల్యం కు' is not a valid form. 'విశేషాలకు' is a more plausible correction.
test_13_2,surya,processed,14,బా లేందుకు,బాలేందుకు,The space in 'బా లేందుకు' is likely an OCR error. 'బాలేందుకు' is a valid form.
test_13_2,surya,processed,21,ప్రభుత్వంలు,ప్రభుత్వాలు,'ప్రభుత్వంలు' is not a valid plural form. 'ప్రభుత్వాలు' is the correct plural form.
test_13_2,surya,processed,24,వర్ణనున,వర్ణనను,'వర్ణనున' is not a valid form. 'వర్ణనను' is the correct accusative form.
test_13_7,surya,processed,8,కామరిప్త లే,కామరిప్తలే,Unnecessary space in the middle of a compound word.
test_13_7,surya,processed,9,మాట ప్రవృద్ధి,మాట ప్రవర్తి,'ప్రవృద్ధి' is not a valid standalone word; 'ప్రవర్తి' is a more plausible correction.
test_13_7,surya,processed,19,హారి హౌయక వేత్తలను,హారిహౌక వేత్తలను,Unnecessary space in the middle of a compound word.
test_13_9,surya,processed,1,ఏ తే రాజు యంది,ఏదే రాజు యంది,The sequence 'ఏ తే' is unlikely; 'ఏదే' is a more plausible Telugu word.
test_13_9,surya,processed,3,ఎన్ డి కౌంటర్ ఎబ్జెట్,ఎన్ డి కౌంటర్ ఆబ్జెక్ట్,'ఎబ్జెట్' is not a valid Telugu transliteration; 'ఆబ్జెక్ట్' is a common transliteration for 'object'.
test_13_9,surya,processed,10,సమీప రాష్ట్ర వి,సమీప రాష్ట్రవి,The space before 'వి' is unnecessary; 'రాష్ట్రవి' is a more coherent form.
test_13_9,surya,processed,14,గుపరిపాలన,గుడ్ పాలన,'గుపరిపాలన' is not a valid word; 'గుడ్ పాలన' (good governance) is a plausible correction.
test_13_12,surya,processed,18,మార్కాన్,మార్కం,"'మార్కాన్' is not a plausible Telugu word. 'మార్కం' is a more likely correction, as it is a common Telugu word meaning 'mark' or 'stamp'."
test_13_13,surya,processed,9,సక్షితం,సాక్ష్యం,"The word 'సక్షితం' is not a valid Telugu word. The correct form 'సాక్ష్యం' means 'evidence' or 'proof', which is a common word."
test_13_13,surya,processed,16,వట్టిన,వాటిని,'వట్టిన' is not a valid standalone word. 'వాటిని' is a common pronoun form meaning 'them'.
test_13_13,surya,processed,23,మార్కెటింగు,మార్కెటింగ్,"The word 'మార్కెటింగు' is an incorrect form of the loanword 'మార్కెటింగ్', which is the Telugu adaptation of 'marketing'."
test_13_23,surya,processed,7,తన్ని ఉపరిహ్,తన్ని ఉపహారం,'ఉపరిహ్' is not a valid Telugu word. 'ఉపహారం' (offering) is a plausible correction.
test_13_23,surya,processed,14,బీ సు కోవ డమ్,బీసుకోడం,The spaces suggest incorrect segmentation. 'బీసుకోడం' (to sweep) is a plausible correction.
test_13_23,surya,processed,17,మెలిగ పెట్టి గారి,మెలిగపెట్టిగారి,The spaces suggest incorrect segmentation. 'మెలిగపెట్టిగారి' (a name or title) is a plausible correction.
test_13_23,surya,processed,23,హౌస్టేషన్,హౌస్‌స్టేషన్,'హౌస్టేషన్' is not a valid compound. 'హౌస్‌స్టేషన్' (house station) is a plausible correction.
test_13_24,surya,processed,2,బాతూ క్రీస్తు శాస్త్రాలే,బైబిల్ క్రీస్తు శాస్త్రాలే,'బాతూ' is not a plausible Telugu word. 'బైబిల్' is a more likely term related to 'క్రీస్తు' (Christ).
test_13_24,surya,processed,11,కూడ యౌరిట,కూడా యూరిట్,'యౌరిట' is not a valid Telugu word. 'యూరిట్' is a more plausible correction.
test_13_24,surya,processed,15,శిష్యు వెట్టి,శిష్యుల వెట్టి,'శిష్యు' is incomplete; 'శిష్యుల' (plural form) is more plausible.
test_13_24,surya,processed,21,వినియోగంటారా,వినియోగం అంటారా,'వినియోగంటారా' is not a valid compound. 'వినియోగం అంటారా' is a more plausible separation.
test_13_32,surya,processed,1,లోని వర్తా డు,లోనివర్తాడు,Unnecessary space in the middle of a compound word.
test_13_32,surya,processed,6,సీహాసంప్,సింహాసనం,Phonetically similar but incorrect; likely intended word is 'సింహాసనం' (throne).
test_13_32,surya,processed,7,కల పు లింద,కల్పులింద,Unnecessary spaces and incorrect segmentation in a single word.
test_13_32,surya,processed,9,సంవత్రారాన్ని,సంవత్సరాన్ని,Typographical error; 'సంవత్సరాన్ని' is the correct form.
test_13_32,surya,processed,14,వివర,వివరాలు,Incomplete word; 'వివరాలు' is a more complete form.
test_13_32,surya,processed,18,వరిరచిలా,విరచిలా,Unnecessary initial consonant; 'విరచిలా' is more plausible.
test_13_32,surya,processed,20,కొద్దిమలి,కొద్దిమంది,Phonetically similar but incorrect; 'కొద్దిమంది' (few people) is more plausible.
test_13_32,surya,processed,24,విహం బాలు,విహంగాలు,Incorrect segmentation and phonetic error; 'విహంగాలు' (birds) is more plausible.
val_4_69,surya,processed,1,పారలున్నెయినీ,పారలున్నవనీ,The sequence 'నెయినీ' is unlikely; 'నవనీ' is a more plausible morphological form.
val_4_69,surya,processed,4,కొర భినేయనీ,కొర భినవనీ,The sequence 'భినేయనీ' is unlikely; 'భినవనీ' is a more plausible morphological form.
val_4_69,surya,processed,6,రూయినిక,రాయినిక,'రూయినిక' is not a valid form; 'రాయినిక' is a more plausible orthographic correction.
val_4_69,surya,processed,15,బాటానన్న టానా,బాటానంటానా,The sequence 'నన్న టానా' is unlikely; 'నంటానా' is a more plausible morphological form.
val_4_69,surya,processed,18,చేసింటివయ్య,చేసినటివయ్య,'చేసింటివయ్య' is not a valid form; 'చేసినటివయ్య' is a more plausible morphological correction.
val_4_69,surya,processed,19,హారాడు,హారత,'హారాడు' is not a valid form; 'హారత' is a more plausible orthographic correction.
val_4_69,surya,processed,28,అటాయిక్,అటాక్ట్,'అటాయిక్' is not a valid form; 'అటాక్ట్' is a more plausible orthographic correction.
val_4_149,surya,processed,2,మెనుక ట్రానాల్స్,మెనుక ట్రైనింగ్,'ట్రానాల్స్' is not a plausible Telugu word. 'ట్రైనింగ్' is a more likely correction given the context of training.
val_4_149,surya,processed,3,ముస్తో రింవింపుగా,ముస్తాబుగా,'రింవింపుగా' is not a valid Telugu word. 'ముస్తాబుగా' is a more plausible correction.
val_4_149,surya,processed,4,స న్మి ధైరాద్,సన్మిధిరాద,'స న్మి ధైరాద్' contains spaces and unlikely letter combinations. 'సన్మిధిరాద' is a more plausible correction.
val_4_149,surya,processed,8,పెరిగాంటు,పెరిగినట్లు,'పెరిగాంటు' is not a valid Telugu word. 'పెరిగినట్లు' is a more plausible correction.
val_4_149,surya,processed,9,కవరా పండు,కవరపండు,'కవరా పండు' contains an unnecessary space. 'కవరపండు' is a more plausible correction.
val_4_149,surya,processed,10,హ సై కా,హస్కా,'హ సై కా' contains spaces and unlikely letter combinations. 'హస్కా' is a more plausible correction.
val_4_149,surya,processed,11,ఎక,ఏక,'ఎక' is not a valid Telugu word. 'ఏక' is a more plausible correction.
val_4_149,surya,processed,12,పురిడ్డి వారు,పురిట్టివారు,'పురిడ్డి' is not a valid Telugu word. 'పురిట్టివారు' is a more plausible correction.
val_4_149,surya,processed,18,ప్రపంచకాంకేతులు,ప్రపంచాంకేతులు,'కాంకేతులు' is not a valid Telugu word. 'ప్రపంచాంకేతులు' is a more plausible correction.
val_4_149,surya,processed,19,సాఫీల్చకులు,సాఫ్ట్‌వేర్,'సాఫీల్చకులు' is not a valid Telugu word. 'సాఫ్ట్‌వేర్' is a more plausible correction.
val_4_149,surya,processed,20,మాస్కోడ్,మాస్కో,'మాస్కోడ్' is not a valid Telugu word. 'మాస్కో' is a more plausible correction.
val_4_155,surya,processed,2,ఉదయక్రుడి రి టుంన్న ట్టు,ఉదయకిరణ్,"The sequence contains spaces and non-standard characters, suggesting a misrecognition of a name."
val_4_155,surya,processed,5,వెంక టూవ్,వెంకటేశ్,"The sequence contains spaces and non-standard characters, suggesting a misrecognition of a common name."
val_4_155,surya,processed,22,హేందు వ్యాస్ను,హిందూ వ్యాసం,"The sequence contains spaces and non-standard characters, suggesting a misrecognition of a common phrase."
val_4_189,surya,processed,2,రాట్టు ప్రాక పోవడమ్మ,రాత్రి ప్రాకటించడము,'రాట్టు' and 'ప్రాక' are not valid Telugu words. Likely intended 'రాత్రి' (night) and 'ప్రాకటించడము' (announcement).
val_4_189,surya,processed,7,మంచిర మే,మంచిరం,'మంచిర మే' is not a valid word. Likely intended 'మంచిరం' (a proper noun or place name).
val_4_189,surya,processed,9,మినరలాగి,మినరలాజి,'మినరలాగి' is not a valid word. Likely intended 'మినరలాజి' (mineralogy).
val_4_189,surya,processed,12,పాఠవిశ్రం ఆది,పాఠవిశ్రాంతి,'పాఠవిశ్రం' is not valid. Likely intended 'పాఠవిశ్రాంతి' (recess).
val_4_189,surya,processed,15,సమావేశమైనద్వటికికి,సమావేశమైనది,'సమావేశమైనద్వటికికి' is not valid. Likely intended 'సమావేశమైనది' (meeting happened).
val_4_189,surya,processed,16,ప్రకాశవ ట్రాక్రాన్,ప్రకాశం,'ప్రకాశవ ట్రాక్రాన్' is not valid. Likely intended 'ప్రకాశం' (light or a name).
val_4_189,surya,processed,20,షో రూ క్సు,షోరూం,'షో రూ క్సు' is not valid. Likely intended 'షోరూం' (showroom).
val_4_189,surya,processed,21,బెంయాన్ల రత్న,బెంగాల్ రత్న,'బెంయాన్ల' is not valid. Likely intended 'బెంగాల్' (Bengal).
val_4_206,surya,processed,1,నోరా డి నా లు,నోరాదినాలు,The spaces in 'నోరా డి నా లు' suggest a segmentation error. 'నోరాదినాలు' is a plausible compound word.
val_4_206,surya,processed,3,దేవి చరిత్రాన్,దేవి చరిత్రం,'చరిత్రాన్' is not a valid Telugu word form. 'చరిత్రం' is the correct form for 'history'.
val_4_206,surya,processed,4,‍ రాజ కు,రాజుకు,The space and extra character in '‍ రాజ కు' suggest an OCR artifact. 'రాజుకు' is a valid dative form.
val_4_206,surya,processed,8,దూ పి లు,దూపులు,The spaces in 'దూ పి లు' suggest a segmentation error. 'దూపులు' is a valid word meaning 'incense sticks'.
val_4_206,surya,processed,10,కన్నె దం మీ నుండు,కన్నెదమ్మినుండు,The spaces in 'కన్నె దం మీ నుండు' suggest a segmentation error. 'కన్నెదమ్మినుండు' is a plausible compound word.
val_4_206,surya,processed,12,సాధు బారిన్,సాధుబారి,'బారిన్' is not a valid Telugu suffix. 'సాధుబారి' is a plausible correction.
val_4_206,surya,processed,16,సావ దౌవంగా,సావధానంగా,'దౌవంగా' is not a valid form. 'సావధానంగా' means 'carefully'.
val_4_206,surya,processed,17,ర్యావ స్మేలను,వ్యాస్మేలను,'ర్యావ' is not a valid prefix. 'వ్యాస్మేలను' is a plausible correction.
val_4_206,surya,processed,21,కు ముద్రి లాడులు,కుముద్రిలాడులు,The spaces in 'కు ముద్రి లాడులు' suggest a segmentation error. 'కుముద్రిలాడులు' is a plausible compound word.
val_4_206,surya,processed,23,దైరి ట్రాస్ నూరి,డైరీ ట్రాన్స్ నూరి,'దైరి' is likely a misreading of 'డైరీ'. 'డైరీ ట్రాన్స్ నూరి' is a plausible correction.
val_4_206,surya,processed,25,దహంబాల్,దహంబాద్,"'దహంబాల్' is not a valid Telugu word. 'దహంబాద్' is a plausible correction, possibly a place name."
val_4_219,surya,processed,3,ద్రుడి ఒం ఒం గా,దృఢంగా,"The sequence 'ద్రుడి ఒం ఒం గా' is unlikely as a standalone word. 'దృఢంగా' is a valid Telugu word meaning 'firmly', and the repetition of 'ఒం' suggests an OCR error."
val_4_219,surya,processed,4,నిర్మూ ప్రి బా నీ,నిర్మాణానికి,"The sequence 'నిర్మూ ప్రి బా నీ' is not a plausible Telugu word. 'నిర్మాణానికి' is a valid word meaning 'for construction', and the fragmented nature suggests OCR errors."
val_4_219,surya,processed,13,సార్వ బౌ మతాన్ని,సార్వభౌమతాన్ని,"The sequence 'సార్వ బౌ మతాన్ని' is unlikely as a standalone word. 'సార్వభౌమతాన్ని' is a valid Telugu word meaning 'sovereignty', and the spacing suggests an OCR error."
