image_key,page_key,model,input_kind,reference,hypothesis,cer,exact_match,categories,error_category_count
test/9/13/13,test_9_13,surya,raw,విపక్షమైన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/13/14,test_9_13,surya,raw,చేతనే,‌,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/9/13/15,test_9_13,surya,raw,ఇంజనీర్స్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/13/16,test_9_13,surya,raw,నావి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/13/17,test_9_13,surya,raw,మనమే,మనసు,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/13/18,test_9_13,surya,raw,రాసుకుంటే,రామమంటే,0.4444444444444444,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/13/19,test_9_13,surya,raw,భోగాలకు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/13/20,test_9_13,surya,raw,చెల్లింపుదారుల,చెన్నంపుడారులు,0.35714285714285715,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/13/21,test_9_13,surya,raw,మూడోవారంలో,మూడోవారం లాో,0.2,False,diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,3
test/9/13/22,test_9_13,surya,raw,కాలేదెందుకో,కొత్తదేందుకా,0.5454545454545454,False,diacritic_or_vowel_sign_error;virama_or_conjunct_error,2
test/9/13/23,test_9_13,surya,raw,వినిపించగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/13/24,test_9_13,surya,raw,ఉత్తరఖండ్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/1,test_9_53,surya,raw,సిద్ధమవ్వాల్సిన,సిద్ధమత్తూర్పున,0.4,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/53/2,test_9_53,surya,raw,జాగ్రత్తపడాలి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/3,test_9_53,surya,raw,శబ్దరూపంలో,నేపురూపంలో,0.4,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/53/4,test_9_53,surya,raw,జానపదుల,శ్రీ నవదులు,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/9/53/5,test_9_53,surya,raw,స్థిరనివాసం,ప్రధాన బాహ్యం,0.8181818181818182,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/53/6,test_9_53,surya,raw,ఇష్టానుసారంగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/7,test_9_53,surya,raw,తెల్లవారు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/8,test_9_53,surya,raw,నువ్వెలా,సుమ్మెలా,0.375,False,base_character_substitution,1
test/9/53/9,test_9_53,surya,raw,గుడ్డిగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/10,test_9_53,surya,raw,దొరకదు,హారికేదు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/53/11,test_9_53,surya,raw,మిశ్రా,మతా,0.6666666666666666,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/9/53/12,test_9_53,surya,raw,కూర్చునేందుకు,హార్సు నెందుకు,0.38461538461538464,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/53/13,test_9_53,surya,raw,బొమ్మలు,బొమ్మేలు,0.14285714285714285,False,diacritic_or_vowel_sign_error,1
test/9/53/14,test_9_53,surya,raw,వార్త,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/15,test_9_53,surya,raw,మాటలో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/53/16,test_9_53,surya,raw,కౌలురైతుల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/53/17,test_9_53,surya,raw,ఉన్నానంటూ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/18,test_9_53,surya,raw,దీపం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/53/19,test_9_53,surya,raw,గొప్ప,గాపు,0.6,False,diacritic_or_vowel_sign_error;virama_or_conjunct_error,2
test/9/53/20,test_9_53,surya,raw,రజితరాణి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/53/21,test_9_53,surya,raw,బాల్యం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/22,test_9_53,surya,raw,గర్వకారణం,గర్వ కొరణు,0.3333333333333333,False,diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,3
test/9/53/23,test_9_53,surya,raw,మర్చిపోవచ్చు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/53/24,test_9_53,surya,raw,వొక్కోసారి,ఎన్నికై సారి,0.7,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/65/1,test_9_65,surya,raw,బోర్డులో,భౌత్యం,0.875,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/65/2,test_9_65,surya,raw,చౌదరిని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/65/3,test_9_65,surya,raw,సాగునీటి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/65/4,test_9_65,surya,raw,తెమ్మంది,తమక్రింది,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion,3
test/9/65/5,test_9_65,surya,raw,వెంట్రిలాక్విజంలో,విం టిలా క్షీణ బెంలా,0.7058823529411765,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/9/65/6,test_9_65,surya,raw,క్షణాన్నీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/65/7,test_9_65,surya,raw,కథయినా,కథలు,0.6666666666666666,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/65/8,test_9_65,surya,raw,తప్పిందా,తోష్కరించి,0.75,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion,3
test/9/65/9,test_9_65,surya,raw,జట్లతో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/65/10,test_9_65,surya,raw,పంపించారు,మరియు చారిత్రు,1.1111111111111112,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/9/65/11,test_9_65,surya,raw,ఆమోదముద్ర,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/65/12,test_9_65,surya,raw,జవాబు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/65/13,test_9_65,surya,raw,నిర్ణయించాను,నీటి బలంకాసు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,4
test/9/65/14,test_9_65,surya,raw,జీవావరణ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/65/15,test_9_65,surya,raw,ఎగిసిపడే,మాసేటివో,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/65/16,test_9_65,surya,raw,బృందానికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/65/17,test_9_65,surya,raw,శంకర,నందేర,0.75,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion,3
test/9/65/18,test_9_65,surya,raw,ఎమిలిజోలా,విమర్శకత్వం,1.1111111111111112,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/65/19,test_9_65,surya,raw,తరలివచ్చి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/65/20,test_9_65,surya,raw,సేవలకు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/65/21,test_9_65,surya,raw,కొనుగోళ్లపై,కొనుగోళ్ళు,0.2727272727272727,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/65/22,test_9_65,surya,raw,చేసావు,‌,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/9/65/23,test_9_65,surya,raw,చిల్లులు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/65/24,test_9_65,surya,raw,కాంట్రాక్టర్,కొంటుపైన్,0.6666666666666666,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/9/65/25,test_9_65,surya,raw,కాజు,కొను,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/65/26,test_9_65,surya,raw,వారిద్దరి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/91/2,test_9_91,surya,raw,నిర్దేశిస్తున్నాయి,నిర్దేశిస్తున్నాయి,0.0,True,correct,0
test/9/91/3,test_9_91,surya,raw,డాలర్లకు,‍,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/91/4,test_9_91,surya,raw,కాంట్రాక్టును,కొంటూ ప్రేమ,0.6923076923076923,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/91/5,test_9_91,surya,raw,స్లోగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/91/6,test_9_91,surya,raw,మాత,పాలిత,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion,4
test/9/91/7,test_9_91,surya,raw,బాసిల్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/91/8,test_9_91,surya,raw,పదివేల,పదివేల,0.0,True,correct,0
test/9/91/9,test_9_91,surya,raw,కనిపించక,వేని మంచి రక,0.875,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;word_boundary_split_or_join,5
test/9/91/10,test_9_91,surya,raw,ఆదరించడం,‌,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/9/91/11,test_9_91,surya,raw,కుర్చీలోనే,పుట్టి లాగే,0.7,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/91/12,test_9_91,surya,raw,అనేశాడు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/13,test_9_91,surya,raw,చూపించండి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/14,test_9_91,surya,raw,ప్రతినాయకుల,దేవీ నామమేల,0.7272727272727273,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,4
test/9/91/15,test_9_91,surya,raw,ప్రజాధనమే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/91/16,test_9_91,surya,raw,ప్రసార,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/91/17,test_9_91,surya,raw,డాన్సుమాస్టర్,దొన్న మాస్టర్‌,0.38461538461538464,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/91/18,test_9_91,surya,raw,బాధించగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/19,test_9_91,surya,raw,దైవమైన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/20,test_9_91,surya,raw,మంచాన,మరియాన,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion,3
test/9/91/21,test_9_91,surya,raw,అశోక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/22,test_9_91,surya,raw,గురువుగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/23,test_9_91,surya,raw,అనుగుణమైన,గుడి మైన,0.5555555555555556,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;word_boundary_split_or_join,4
test/9/91/24,test_9_91,surya,raw,వైపున,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/91/25,test_9_91,surya,raw,ఉండబట్టలేక,‍ ‍,1.0,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/91/26,test_9_91,surya,raw,వచ్చేస్తాను,వచ్చిన్తాను,0.18181818181818182,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/166/1,test_9_166,surya,raw,గ్లీసెన్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/166/2,test_9_166,surya,raw,నిద్రలో,‌,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/166/3,test_9_166,surya,raw,మాంద్యం,మాంట్సం,0.2857142857142857,False,base_character_substitution,1
test/9/166/4,test_9_166,surya,raw,మాధ్యమాలు,మాధ్యమాలు,0.0,True,correct,0
test/9/166/5,test_9_166,surya,raw,బెడద,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/166/6,test_9_166,surya,raw,ఉండిపోయినాడు,దండి పోయినాడు,0.16666666666666666,False,base_character_substitution;insertion;word_boundary_split_or_join,3
test/9/166/7,test_9_166,surya,raw,తొక్కిన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/166/8,test_9_166,surya,raw,ఏర్పడడానికి,విర్ణుడయ్యారో,0.9090909090909091,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/166/9,test_9_166,surya,raw,అందరికీ,‌,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/9/166/10,test_9_166,surya,raw,జయంతి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/166/11,test_9_166,surya,raw,పరిగణించి,పరిగోద్రేంచి,0.5555555555555556,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/166/12,test_9_166,surya,raw,శాయంపేట,హైమంపేట,0.42857142857142855,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/166/13,test_9_166,surya,raw,రైళ్లమీద,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/166/14,test_9_166,surya,raw,పట్టణాలలో,దేవ్య గ్రహాలలో,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/9/166/15,test_9_166,surya,raw,చేతులే,చోడు కొ,0.8333333333333334,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/166/16,test_9_166,surya,raw,తలుపు,తలపు,0.2,False,diacritic_or_vowel_sign_error,1
test/9/166/17,test_9_166,surya,raw,జక్కన్న,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/9/166/18,test_9_166,surya,raw,పల్లెటూరు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/166/19,test_9_166,surya,raw,కన్వీనియనే్స,కొన్ని నీయ నౌస,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/166/20,test_9_166,surya,raw,పట్టిన,వట్టున,0.3333333333333333,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/166/21,test_9_166,surya,raw,సమత్వభావన,సముద్రపు భూమిని,1.1111111111111112,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;word_boundary_split_or_join,5
test/9/166/22,test_9_166,surya,raw,వర్గంలోకి,‍,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/166/23,test_9_166,surya,raw,గుర్తుకొస్తారు,గుర్తు కొన్నారు,0.21428571428571427,False,base_character_substitution;insertion;word_boundary_split_or_join,3
test/9/166/24,test_9_166,surya,raw,పచ్చడిని,పచ్చి దీని,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/166/25,test_9_166,surya,raw,చర్మపు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/1,test_9_249,surya,raw,జియావుల్,‌,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/249/2,test_9_249,surya,raw,మేధావులందరూ,మేథాపులందరూ,0.18181818181818182,False,base_character_substitution,1
test/9/249/3,test_9_249,surya,raw,రసోచితమైన,‌ ‌,1.0,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;word_boundary_split_or_join,4
test/9/249/4,test_9_249,surya,raw,ప్రయోగించడం,ప్రమోగించడం,0.09090909090909091,False,base_character_substitution,1
test/9/249/5,test_9_249,surya,raw,మరిగేంతలో,మ,0.8888888888888888,False,deletion;diacritic_or_vowel_sign_error,2
test/9/249/6,test_9_249,surya,raw,నాన్నను,నాన్మను,0.14285714285714285,False,base_character_substitution,1
test/9/249/7,test_9_249,surya,raw,చంపేసే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/249/8,test_9_249,surya,raw,నిరంకుశ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/249/9,test_9_249,surya,raw,విదేశాలలో,విద్యా లింగ,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/249/10,test_9_249,surya,raw,క్రమానికితోడు,ప్రమాన కొలాడు,0.38461538461538464,False,base_character_substitution;diacritic_or_vowel_sign_error;word_boundary_split_or_join,3
test/9/249/11,test_9_249,surya,raw,లెఫ్ట్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/12,test_9_249,surya,raw,బొమ్మంటే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/13,test_9_249,surya,raw,వారికన్నా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/14,test_9_249,surya,raw,చరితమును,బాళి లింమను,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/249/15,test_9_249,surya,raw,అత్యధిక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/16,test_9_249,surya,raw,శైలజా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/249/17,test_9_249,surya,raw,తడపందే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/249/18,test_9_249,surya,raw,ప్రజాగేయాల్లో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/19,test_9_249,surya,raw,చక్రానికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/20,test_9_249,surya,raw,ప్రతిపక్ష,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/21,test_9_249,surya,raw,గోగు,గాను,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/249/22,test_9_249,surya,raw,పిచ్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/249/23,test_9_249,surya,raw,వీలుంది,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/249/24,test_9_249,surya,raw,చల్లా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/1,test_9_252,surya,raw,డైరెక్ట్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/2,test_9_252,surya,raw,వంటిదే,పాటలోనే,0.8333333333333334,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion,3
test/9/252/3,test_9_252,surya,raw,తప్పుతుంది,తప్పబయింది,0.3,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/252/4,test_9_252,surya,raw,క్రింద,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/5,test_9_252,surya,raw,ఉత్తమాభిరుచి,వైమానియన్,0.75,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/9/252/6,test_9_252,surya,raw,సమాచారం,సమాచారం,0.0,True,correct,0
test/9/252/7,test_9_252,surya,raw,తేటలన్నీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/8,test_9_252,surya,raw,సమైక్యాంధ్ర,సమీకృతంగా,0.6363636363636364,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/252/9,test_9_252,surya,raw,పెయిడ్,ముడి,0.8333333333333334,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/9/252/10,test_9_252,surya,raw,వెళితే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/11,test_9_252,surya,raw,నిర్ధారణ,సిద్ధాంతం,0.625,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/252/12,test_9_252,surya,raw,అనుసరణీయం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/13,test_9_252,surya,raw,అవకఅశాలు,‍,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/9/252/14,test_9_252,surya,raw,పారేసుకోటానికి,పారిశ్రామికోటానికి,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/252/15,test_9_252,surya,raw,పిజాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/16,test_9_252,surya,raw,చేస్తున్నారంటూ,బెన్నెస్కోర్‌లలో,0.9285714285714286,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/252/17,test_9_252,surya,raw,ఉద్యోగావకాశాలను,ప్రత్యేక శాత కూళాలను,0.8,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/252/18,test_9_252,surya,raw,రోజైనా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/19,test_9_252,surya,raw,కలిపాం,కేవలం,0.6666666666666666,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/252/20,test_9_252,surya,raw,మంత్రులను,పంటలను,0.5555555555555556,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/9/252/21,test_9_252,surya,raw,ప్రేమతో,వివరాలు,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/252/22,test_9_252,surya,raw,నడిపన్న,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/23,test_9_252,surya,raw,ఉండవచ్చు,దండ వార్తా,0.75,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/252/24,test_9_252,surya,raw,స్వర్గ,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/9/252/25,test_9_252,surya,raw,ప్రీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/1,test_9_393,surya,raw,పుటలను,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/2,test_9_393,surya,raw,విజయరామారావు,విద్యా సౌకర్యాలు,0.8333333333333334,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/393/3,test_9_393,surya,raw,అణ్వస్త్ర,‍,1.0,False,base_character_substitution;deletion;virama_or_conjunct_error,3
test/9/393/4,test_9_393,surya,raw,పూజ్య,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/5,test_9_393,surya,raw,కాళేశ్వరరావు,కాళిష్టార్థావు,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/393/6,test_9_393,surya,raw,పలకరించడం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/7,test_9_393,surya,raw,మనని,మానవ,0.5,False,diacritic_or_vowel_sign_error,1
test/9/393/8,test_9_393,surya,raw,వీరిద్దరిని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/9,test_9_393,surya,raw,నిలువుగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/10,test_9_393,surya,raw,అఫ్రీదిపై,‍,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
