page_key,split,writer_id,page_id,model,input_kind,reference,hypothesis,cer,wer,exact_match,completed_words,expected_words,coverage,missing_output_rate,elapsed_seconds
test_13_2,test,13,2,surya,raw,వెళ్లారు నరకలోక అంతరము పురుషులలోని కవయిత్రి పేరుంది నిరోధించి రాష్ట్ నిబద్ధతల్ని దారిమళ్ళించడం గడ్డి ప్రైవసీకి నడవడిగలవారు చల్లేందుకు కొస్తా తలలు జోనాథన్ పెట్టాల్సి వ్యాపింపజేశారు ఎంపికపై డిటర్జెంట్లు ప్రాణమున్న భగవానుని పరుగున కీడైనది తగ్గని,పారిశ్రామిక సిరో ధీరాక్ రాజ్య గడి నడువడిగలవారు బా ల్లే రామకు పెద్దవారి వ్యాసం పశుగారి ఎంఎన్ కే పై,0.756198347107438,1.0,False,26,26,1.0,0.6538461538461539,476.444274907004
test_13_23,test,13,23,surya,raw,వినియోగదారుల తెలియజేయక ముదురు మెంబర్లకు దేనినో,ఎన్ని యోగవాదులు మామ మేంగిల దేశ కు ప్రస్తుతం,0.782608695652174,1.4,False,5,23,0.21739130434782608,0.2,107.23469262399885
test_13_7,test,13,7,surya,raw,ఓడితే తీసుకెళ్లకుండా షర్మిళ సెమినార్లను యెప్పుడో కనుకొన్నాడు స్వయంకృతాపరాధాలు కార్పణ్యాలే మాట్లాడేటప్పుడు సమావేశంలో మరవలేదు సభ్యసమాజం కుట్టించు కిలోలు మింగేస్తుంటాయి పురంజయుడు మేడమ్ చూపకపోవడం పారిశ్రామికవేత్తలను సూసైడ్ వుండవద్దా వెనకబడిన,సామాన్య గణ కనుకొన్నాడు స్త్రీ యంత్ర లావరాధాట కాటలపురం మాట్లాడే రీతిప్రదుర్తి స ఫిస్ట్ సమాజం మరిం గుంటుడు మార్కెటింగు వారి గ్రామీక వేత్తలను,0.70042194092827,0.9545454545454546,False,22,22,1.0,0.5909090909090909,522.3295617740041
test_13_9,test,13,9,surya,raw,ఏతెంచుతుంది శుభారంభాన్నిచ్చాడు మడికొండవద్ద అనుమానం త్రాగని ఖాతరు డ్రైవర్లు కలగజేసుకుంటే పెన్సిలు సభ్యురాలైంది ఉసిరి లాటిన్ తయారుచేస్తాయి సుపరిపాలన నారాయణ్ మంత్రులపైన దింపిన సన్మానాలు వాదోపవాదాల ఉండి లేవా పలకరిస్తూ ప్రదర్శన,ఏ తే రాజు యంది మహారంభాన్ని చెబడ ఎన్ డి కౌంటర్ ఎస్టి కలగ పేసుకుంటే సమీప రాష్ట్రంల్ సమాధిపాలన నారాయణ్ సంస్థానాలు హాసమాచార వీహి ‌ ‌ ప్రవర్తన,0.6351351351351351,1.0,False,23,23,1.0,0.4782608695652174,501.1340311349959
test_9_13,test,9,13,surya,raw,బొట్టుపైనా మూలిగే ప్రభుత్వాలు పేర్కొనాలి తరలించాల్సి చలనచిత్ర చిత్రకథలు సాక్ష్యం నిర్ధారించేవారు ఆగమ ఊహించని నిర్వహించి విపక్షమైన చేతనే ఇంజనీర్స్ నావి మనమే రాసుకుంటే భోగాలకు చెల్లింపుదారుల మూడోవారంలో కాలేదెందుకో వినిపించగా ఉత్తరఖండ్,బాహు పైనా మూలకేశి దూరం లోనిలు మరాగ్రాత చే లికేధేలు నర్మారం చౌదారు ‍ నర్మా హారియ్ ‌ మనసు రామమంటే చెన్నంపుడారులు మూడోవారం లాో కొత్తదేందుకా,0.6637931034482759,1.0,False,24,24,1.0,0.4166666666666667,501.0260341730027
test_9_166,test,9,166,surya,raw,గ్లీసెన్ నిద్రలో మాంద్యం మాధ్యమాలు బెడద ఉండిపోయినాడు తొక్కిన ఏర్పడడానికి అందరికీ జయంతి పరిగణించి శాయంపేట రైళ్లమీద పట్టణాలలో చేతులే తలుపు జక్కన్న పల్లెటూరు కన్వీనియనే్స పట్టిన సమత్వభావన వర్గంలోకి గుర్తుకొస్తారు పచ్చడిని చర్మపు,‌ మాంట్సం మాధ్యమాలు దండి పోయినాడు విర్ణుడయ్యారో ‌ పరిగోద్రేంచి హైమంపేట దేవ్య గ్రహాలలో చోడు కొ తలపు కొన్ని నీయ నౌస వట్టున సముద్రపు భూమిని ‍ గుర్తు కొన్నారు పచ్చి దీని,0.5644444444444444,1.0,False,25,25,1.0,0.32,459.9365887450185
test_9_249,test,9,249,surya,raw,జియావుల్ మేధావులందరూ రసోచితమైన ప్రయోగించడం మరిగేంతలో నాన్నను చంపేసే నిరంకుశ విదేశాలలో క్రమానికితోడు లెఫ్ట్ బొమ్మంటే వారికన్నా చరితమును అత్యధిక శైలజా తడపందే ప్రజాగేయాల్లో చక్రానికి ప్రతిపక్ష గోగు పిచ్ వీలుంది చల్లా,‌ మేథాపులందరూ ‌ ‌ ప్రమోగించడం మ నాన్మను విద్యా లింగ ప్రమాన కొలాడు బాళి లింమను గాను,0.7276995305164319,1.0,False,24,24,1.0,0.5833333333333334,454.83731633600473
test_9_252,test,9,252,surya,raw,డైరెక్ట్ వంటిదే తప్పుతుంది క్రింద ఉత్తమాభిరుచి సమాచారం తేటలన్నీ సమైక్యాంధ్ర పెయిడ్ వెళితే నిర్ధారణ అనుసరణీయం అవకఅశాలు పారేసుకోటానికి పిజాయి చేస్తున్నారంటూ ఉద్యోగావకాశాలను రోజైనా కలిపాం మంత్రులను ప్రేమతో నడిపన్న ఉండవచ్చు స్వర్గ ప్రీ,పాటలోనే తప్పబయింది వైమానియన్ సమాచారం సమీకృతంగా ముడి సిద్ధాంతం ‍ పారిశ్రామికోటానికి బెన్నెస్కోర్‌లలో ప్రత్యేక శాత కూళాలను కేవలం పంటలను వివరాలు దండ వార్తా,0.6883116883116883,0.96,False,25,25,1.0,0.4,495.29253228200105
test_9_393,test,9,393,surya,raw,పుటలను విజయరామారావు అణ్వస్త్ర పూజ్య కాళేశ్వరరావు పలకరించడం మనని వీరిద్దరిని నిలువుగా అఫ్రీదిపై సుబ్బరాయశర్మ బ్రహ్మాస్త్రం వాట్ తెరిచే తెల్లారాలి ఇండొనేసియాలో ఆదర్శంగా వాననీటిలోకి ప్రొఫెషనల్ గల వుంచుటలోను దయానందం ఎవరితోనైనా ఈలపాట,విద్యా సౌకర్యాలు ‍ కాళిష్టార్థావు మానవ ‍ సుబ్బరామ వర్మ ‍ ‍ ‌ దమో నందం ఎవరి లోనేనా,0.7850877192982456,1.0,False,24,24,1.0,0.5416666666666666,487.1093180360076
test_9_53,test,9,53,surya,raw,సిద్ధమవ్వాల్సిన జాగ్రత్తపడాలి శబ్దరూపంలో జానపదుల స్థిరనివాసం ఇష్టానుసారంగా తెల్లవారు నువ్వెలా గుడ్డిగా దొరకదు మిశ్రా కూర్చునేందుకు బొమ్మలు వార్త మాటలో కౌలురైతుల ఉన్నానంటూ దీపం గొప్ప రజితరాణి బాల్యం గర్వకారణం మర్చిపోవచ్చు వొక్కోసారి,సిద్ధమత్తూర్పున నేపురూపంలో శ్రీ నవదులు ప్రధాన బాహ్యం సుమ్మెలా హారికేదు మతా హార్సు నెందుకు బొమ్మేలు గాపు గర్వ కొరణు ఎన్నికై సారి,0.6666666666666666,1.0,False,24,24,1.0,0.5,485.4894494770124
test_9_65,test,9,65,surya,raw,బోర్డులో చౌదరిని సాగునీటి తెమ్మంది వెంట్రిలాక్విజంలో క్షణాన్నీ కథయినా తప్పిందా జట్లతో పంపించారు ఆమోదముద్ర జవాబు నిర్ణయించాను జీవావరణ ఎగిసిపడే బృందానికి శంకర ఎమిలిజోలా తరలివచ్చి సేవలకు కొనుగోళ్లపై చేసావు చిల్లులు కాంట్రాక్టర్ కాజు వారిద్దరి,భౌత్యం తమక్రింది విం టిలా క్షీణ బెంలా కథలు తోష్కరించి మరియు చారిత్రు నీటి బలంకాసు మాసేటివో నందేర విమర్శకత్వం కొనుగోళ్ళు ‌ కొంటుపైన్ కొను,0.7280334728033473,1.0,False,26,26,1.0,0.46153846153846156,504.53040263402727
test_9_91,test,9,91,surya,raw,నిర్దేశిస్తున్నాయి డాలర్లకు కాంట్రాక్టును స్లోగా మాత బాసిల్ పదివేల కనిపించక ఆదరించడం కుర్చీలోనే అనేశాడు చూపించండి ప్రతినాయకుల ప్రజాధనమే ప్రసార డాన్సుమాస్టర్ బాధించగా దైవమైన మంచాన అశోక గురువుగా అనుగుణమైన వైపున ఉండబట్టలేక వచ్చేస్తాను,నిర్దేశిస్తున్నాయి ‍ కొంటూ ప్రేమ పాలిత పదివేల వేని మంచి రక ‌ పుట్టి లాగే దేవీ నామమేల దొన్న మాస్టర్‌ మరియాన గుడి మైన ‍ ‍ వచ్చిన్తాను,0.6277056277056277,0.92,False,25,25,1.0,0.44,487.44100614400304
test_12_113,test,12,113,surya,processed,ఇతరాత్రాకూడా మారాయి అగ్రనేతలను అభిరుచుల్ని చిత్రించలేదు ప్రతిపాదనకు రెండింతలుపెట్టి ఒకామె షేర్లకు మహాదేవునికి అవినీతిని విసీల వెక్కిరించినా తొలిగించి సఫారీలు వ్యవసాయానికి అలవాటుపడిన కిన్సీ ఎన్నింటి కవిత్రయం భవంతిని మారుమూల వసతిని కాస్సేపే మచ్చ,మౌరా లు బక్ష్యం చలేదు ప్రతిపాదనకు గెండింటలు పెట్టి మహా పనికి సమాధానము బిలి డా టెవె ని ర టి కవ లోయం మారు మూల పసిల్ గా కాస్పెడా మౌలి,0.6625514403292181,0.96,False,25,25,1.0,0.48,432.21867635999115
test_12_125,test,12,125,surya,processed,యింటికి మున్ముందు తేనేటీగల కరిగిస్తుందని వీళ్ళింటికి మాట్లానిద్దాం కనిపిస్తే మార్పులపై ముంజేతికి వుంచుకోవాలో విచారిస్తున్నాం ౯౪ పార్టీలను బయోటెక్నాలజీ కులాసాగా పిల్లలకిష్టమైన ఫిర్యాదు చెప్పుకుంది మార్గాలను ఏరియాలో ఇరుగుపొరుగు శ్రీరాముడు దుర్భరం,మునుగెండు మాట్లా ని డ్లా ౦ కుమార్తె మంచి చేతిక ప్రాం బెకో వాలో ‌ ‌ ‌ కులా సాగా రావ దు చెన్నుకుంటే మార్గాల న్న విశిష్టుల్తా చోరా మదు ఉత్పత్తి,0.7254098360655737,1.0869565217391304,False,23,23,1.0,0.391304347826087,375.9564993420081
test_12_131,test,12,131,surya,processed,ఆకాంతి చేయగలిగారు నాకవ్వంబు పక్షము ప్రశ్నలను స్పెషలిస్ట్ ప్రశంసనీయమని పెన్నీ గంగుల అనంతకుమార్ గుర్తిస్తే డీలర్ అన్య తడబడుతుండగా రావటంవల్ల బారికేడ్లను కెనడాలో సూచించారు బాలికలకు హీరోయిజం రథాభిధమ్ అభిరుచిగల చేసేందుకే జేర్చుకుని ద్వేషికి,పక్షయ పచ్చలను డ్రూంసనియమని బ్రహంతకుమార్ గ్రామ టందటి బా కోడ్ లైన్ స్వా ౦ ౮ ఝ బాలికలకు హౌర్ బు సిం శ్రీ స్త్రీ కు ని,0.7051282051282052,1.0,False,25,25,1.0,0.6,356.8227257749986
test_12_165,test,12,165,surya,processed,తయారయ్యాడు భారతమంతటా తదానుగుణంగా భక్తుడయినవాడు ఉండడంతో శభాష్ కయ్యానికి అయినప్పుడు వేళ్ల మేలుకంటే సింహాసనములో నవ్వుకుంటూ ఎందుకునమ్మాలి వివిధప్రభుత్వ ఆశించినంతగా తగ్గించుకోవాలి అసత్య ఫోన్లుచేసి అంటూ త్రిష,ప్రమాణమౌనిదు ‌ త్రిప్రామ సందాంగా భక్తు తలుపబాడు కయ్యాన్క సింహాసన వేయలతో న పువి కు ంటూ ఎండుట నమోగే లో ఎమిడి ప చుట్టుపొ్ ‍ కనీరి చిహ్నాలు పోషణ బోస్,0.7227722772277227,1.2,False,20,20,1.0,0.4,377.94957991400224
test_12_191,test,12,191,surya,processed,బాధల్లో డ్యూయలింగ్ తగ్గింపు నిజనిర్ధారణ వెనక చెపుతుండగా గుణం తీసుకెళ్లే అద్వానీ పెట్టుబడే థియేటర్లు నవంబర్ జరుగుతుంది కార్యోన్ముఖుల్ని వీటిపై ఐ-ప్యాడ్ పండ్లను సంధ్యకు చైనీయులుండటం నక్షత్రాలు అర్జెంటీనా సవాలును వెంకటరామన్ లభించి గాజువాకలో పనితీరు,బాధల్లో తగిలిను నిజనిర్దౌరణ వెళుతుంటే గా స్వంతి కార్పో నుట్టి శివాల్లు పాకార్య సంధనకు ప్రవాయము పరికరా రామన్,0.7061224489795919,0.9615384615384616,False,26,26,1.0,0.6153846153846154,398.83389655700194
test_12_195,test,12,195,surya,processed,ఆలోచనలో ఒలకబోస్తున్నా కూల్చివేయండి గ్రహీతకు తప్పుకో వస్తే దెయ్యాలే పొదుపును సినీ కాదనలేక స్పూర్తిదాయకమే దొరికిన పిలుపునకు చెప్పగలరు గురవుతున్నాను దీర్ఘాలోచనలో యువభారతి పయనిస్తారు కావ్యాల పనీపాటాలేనివాడు గడిపినా కొరతల ఏర్పడకుండా చికిత్సకు,కూట్టి వెయండ్ గ్రామాలకథ తప్పుకొ ‌ హై ను పు ను కారని లేక స్వాత్రీ దాయకత్వం పేట పునర్వ్యవస్థీకరణలో ముఖ్య సంఘం పుత్రు నాడి నుం మవూరిటి పంటనిస్తారు కావి లి పనిపాటా లేనివాడు గణీయునా కొరతల విశ్వ దక్షుం దై బంకేత్రవ్రకు,0.6244725738396625,1.2916666666666667,False,24,24,1.0,0.2916666666666667,403.42759876799937
test_12_48,test,12,48,surya,processed,ఓబయ్య భావిస్తున్నాం వ్యాసపు అప్లయి వెదజల్లాల్సి నిరాహారదీక్షలు అనుమతించడంపైనే దీనితో ఆలోచిస్తామని జవాబులో మరికొంచెం అతనితో దేనికైనా పోల్చడంతో శాంతిభద్రతలను నిర్లక్ష్యానికి సాదియాస్ లాభపడ్డాయి మేం సంక్రమించే హృదయాలపై రిజస్ట్రేషన్లు ఆశ్రయించి పాలించే,బౌద్ధ సంఘ ‍ నిరాహార దక్షిణు మరికొండలి పాల్లు దంత్రా లాభిను ట్రైవా సంక్ర హ్ పునరాల్పు పారిశ్రామి,0.7620967741935484,1.0,False,24,24,1.0,0.625,387.1630077560003
test_12_70,test,12,70,surya,processed,తెలుపవలసిన పట్టు అనుబంధాల్లో చేయలేమని ఒకదాని రోజుల్లోకి జరగడంతో జరగకుండా పాల్పడి స్వస్వరూపాయ సెలవుపై తెరకెక్కిస్తోంది వంగముల్లు రీచయ్యాయి సంగీతపరంగా ఆకల్తో రాజశేఖరం కాను పడేస్తుంది చాలామంది దినోత్సవాల పగుళ్లు బిల్లింగ్స్ మధుర జు,మధ్యలు పాట ఉ స్వ స్వ రూపాయ వంగ ముల్లు సంగీతపరంగా ‍ ప్రయత్నం బాలా మంది దేవాత్మ వాలి మాట్ల బి జ్ఞలమ్ మధుర,0.7017543859649122,0.96,False,25,25,1.0,0.52,352.0662204409973
test_13_12,test,13,12,surya,processed,కొనసాగించనున్నారు వివక్షతలవంటి ఆటోగ్రాఫ్ లగడపాటి విశ్వాసాన్నీ విషాదాలు సమాఖ్య ఆల్ఫ్రెడ్ సినిమాలోనూ పరిస్థితులవల్ల అక్కడికి జరుగుతున్నా కొలిచి ఘోరాతిఘోరమై హెడ్లీని ప్రకటిస్తున్నాడు బాల్యంలోనే దూరాన చిరంజీవుల ఉభయులూ మూసివేసిన కడియం రాణిస్తాడు,‍ ఆ మార్కాం సమాఖ్య సినిమాలయం మౌలిక మార్కెట్ మార్కెటింగు సహాయక బృందం మార్కాన్ ‍,0.8083333333333333,0.9565217391304348,False,23,23,1.0,0.6521739130434783,259.1868980230047
test_13_13,test,13,13,surya,processed,సుబ్బారావుగారు సమర్థనీయం ఆలస్యమైంది అత్యవసరంగా అంటున్నారో విద్యలయాల ఆనాటినుంచి చేసుకుని-ఇరవై సభల్లో దొరికిపోయిన జీన్ ఫీవరు యావదాంధ్ర ఛార్జీలు చోటునాది వడ్డన చిన్నచిన్న మనస్సును తలను అభిమాని లీజులు రాయడం హీరోకి జగనే,సమీప రాజుగారు సక్షితం వట్టిన మార్కెటింగు,0.8691588785046729,1.0,False,24,24,1.0,0.8333333333333334,243.51119889099937
test_13_2,test,13,2,surya,processed,వెళ్లారు నరకలోక అంతరము పురుషులలోని కవయిత్రి పేరుంది నిరోధించి రాష్ట్ నిబద్ధతల్ని దారిమళ్ళించడం గడ్డి ప్రైవసీకి నడవడిగలవారు చల్లేందుకు కొస్తా తలలు జోనాథన్ పెట్టాల్సి వ్యాపింపజేశారు ఎంపికపై డిటర్జెంట్లు ప్రాణమున్న భగవానుని పరుగున కీడైనది తగ్గని,వేరుంది ర్వ ధీరాకి గోగు పుల్లల్లి విశేషాల్యం కు నిడువడిగలవాయి బా లేందుకు వర్గాలు పెద్దూల్లు ఎంఎన్ కోడ్ ప్రభుత్వంలు వర్ణనున,0.7231404958677686,1.0,False,26,26,1.0,0.5769230769230769,263.67548225599785
test_13_23,test,13,23,surya,processed,వినియోగదారుల తెలియజేయక ముదురు మెంబర్లకు దేనినో తనిఖీల్లో తన్మయపరిచి కిరీటాన్ని చరిత్రకి మునికుమారుడొకడు చాలిబాన్ల నరుక్కుంటున్నారు సంతరించుకోవాలి తీసుకోవడమే భయపడ్డాడో నిట్టూర్చి మొగమైనా సరకుల అహల్య వాడుక షిండే చేశాడో వాళ్లెవరూ,ఎన్నో యోగవాదులు మేంగిల కోడ్ పాటలు తన్ని ఉపరిహ్ మునికుమారుడొకడు సంతరించుకోవాలి బీ సు కోవ డమ్ మెలిగ పెట్టి గారి సరికుల వేశాలు హౌస్టేషన్,0.6415929203539823,0.9130434782608695,False,23,23,1.0,0.5217391304347826,273.35389813398797
test_13_24,test,13,24,surya,processed,పనిచేస్తున్న చతుర్విధాన్నాలే నిండిన తిరుమలాచార్యుడు వృద్ధనేత చిత్తరువుని బడుగులు నకిలీలు అబ్బాయి యజమానుల కరవయ్యారట సోదరుడికి అదీ భాగస్వామ్యం ఖర్చుపెట్టి కొనే అవార్డులలో చూసినా ఇండియాస్థాయిలో తెలుసుకోవడానికి దిగజారడంతో దగ్గిరికి కాకీ,బాతూ క్రీస్తు శాస్త్రాలే నవమార్చి ప్రక్కన కూడ యౌరిట సామాజిక శిష్యు వెట్టి ‍ వినియోగంటారా పరిశీలి,0.7844827586206896,1.0,False,23,23,1.0,0.6521739130434783,281.50355825000224
test_13_32,test,13,32,surya,processed,లోనవుతాడు తగ్గించినా ఉదర హుషారు మిలియన్లు శివానంద్ కలుపుతుంది భృంగి సంస్కారానికి ౯౮ తీసుకోవచ్చు తెలుసుకుంటాము జాడ్యానికి పెద్దన కన్యా-మీనా అణుబాంబులను అక్కారంలో పరిరక్షితా కేబుల్స్ కొద్దిమతి అధిష్ఠానవర్గాన్ని బ్రాణ రాష్టవ్య్రాప్తంగా వహించారు దుందుభి అందేలా,లోని వర్తా డు ఉపనిర సీహాసంప్ కల పు లింద సంవత్రారాన్ని వివర హ వరిరచిలా కొద్దిమలి ‌ రాజవంశపురంగా విహం బాలు,0.75390625,1.0,False,26,26,1.0,0.5384615384615384,295.03083306800363
test_13_7,test,13,7,surya,processed,ఓడితే తీసుకెళ్లకుండా షర్మిళ సెమినార్లను యెప్పుడో కనుకొన్నాడు స్వయంకృతాపరాధాలు కార్పణ్యాలే మాట్లాడేటప్పుడు సమావేశంలో మరవలేదు సభ్యసమాజం కుట్టించు కిలోలు మింగేస్తుంటాయి పురంజయుడు మేడమ్ చూపకపోవడం పారిశ్రామికవేత్తలను సూసైడ్ వుండవద్దా వెనకబడిన,సామాన్యం కనుకోయ్యాడు స్వీయం ప్రాంతాల రాధాకులు కామరిప్త లే మాట ప్రవృద్ధి సమీప గ్రామాలు ‌ హారి హౌయక వేత్తలను గూడెంలో,0.7383966244725738,1.0,False,22,22,1.0,0.5909090909090909,258.248267079005
