page_key,split,writer_id,page_id,image_index,image_path,vocab_id,ground_truth_text,word_label_path,page_label_path
val_4_69,val,4,69,13,ground_truth/sample_set/val/4/69/13.jpg,4113,అరణ్యం,data/ground_truth/word_labels/val_4_69_13.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,14,ground_truth/sample_set/val/4/69/14.jpg,5061,ఐఐటీ,data/ground_truth/word_labels/val_4_69_14.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,15,ground_truth/sample_set/val/4/69/15.jpg,11275,వాటినన్నిటినీ,data/ground_truth/word_labels/val_4_69_15.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,16,ground_truth/sample_set/val/4/69/16.jpg,1208,చేతిలోని,data/ground_truth/word_labels/val_4_69_16.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,17,ground_truth/sample_set/val/4/69/17.jpg,1692,తపన,data/ground_truth/word_labels/val_4_69_17.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,18,ground_truth/sample_set/val/4/69/18.jpg,6656,చేసితివయా,data/ground_truth/word_labels/val_4_69_18.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,19,ground_truth/sample_set/val/4/69/19.jpg,2095,హరీష్,data/ground_truth/word_labels/val_4_69_19.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,20,ground_truth/sample_set/val/4/69/20.jpg,10683,రచయిత్రికీ,data/ground_truth/word_labels/val_4_69_20.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,21,ground_truth/sample_set/val/4/69/21.jpg,313,భాగం,data/ground_truth/word_labels/val_4_69_21.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,22,ground_truth/sample_set/val/4/69/22.jpg,2353,ఔర,data/ground_truth/word_labels/val_4_69_22.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,23,ground_truth/sample_set/val/4/69/23.jpg,5621,కూడళ్ల,data/ground_truth/word_labels/val_4_69_23.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,24,ground_truth/sample_set/val/4/69/24.jpg,10683,రచయిత్రికీ,data/ground_truth/word_labels/val_4_69_24.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,25,ground_truth/sample_set/val/4/69/25.jpg,12768,స్పాంచ్,data/ground_truth/word_labels/val_4_69_25.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,26,ground_truth/sample_set/val/4/69/26.jpg,1379,వసూళ్లు,data/ground_truth/word_labels/val_4_69_26.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,27,ground_truth/sample_set/val/4/69/27.jpg,2265,ఇస్తుంది,data/ground_truth/word_labels/val_4_69_27.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_69,val,4,69,28,ground_truth/sample_set/val/4/69/28.jpg,3779,అటామిక్,data/ground_truth/word_labels/val_4_69_28.txt,data/ground_truth/page_labels/val_4_69.txt
val_4_149,val,4,149,1,ground_truth/sample_set/val/4/149/1.jpg,9657,బాపతు,data/ground_truth/word_labels/val_4_149_1.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,2,ground_truth/sample_set/val/4/149/2.jpg,11730,వెనుకభాగాన్ని,data/ground_truth/word_labels/val_4_149_2.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,3,ground_truth/sample_set/val/4/149/3.jpg,10333,ముక్తాయింపుగా,data/ground_truth/word_labels/val_4_149_3.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,4,ground_truth/sample_set/val/4/149/4.jpg,3520,సన్నిధిలో,data/ground_truth/word_labels/val_4_149_4.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,5,ground_truth/sample_set/val/4/149/5.jpg,4487,ఆశించరు,data/ground_truth/word_labels/val_4_149_5.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,6,ground_truth/sample_set/val/4/149/6.jpg,10475,మేఘానికి,data/ground_truth/word_labels/val_4_149_6.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,7,ground_truth/sample_set/val/4/149/7.jpg,5322,కలిగిస్తుంటాయి,data/ground_truth/word_labels/val_4_149_7.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,8,ground_truth/sample_set/val/4/149/8.jpg,9026,పెరిగాయ,data/ground_truth/word_labels/val_4_149_8.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,9,ground_truth/sample_set/val/4/149/9.jpg,5266,కమలాపండు,data/ground_truth/word_labels/val_4_149_9.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,10,ground_truth/sample_set/val/4/149/10.jpg,12853,హస్తాల్లో,data/ground_truth/word_labels/val_4_149_10.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,11,ground_truth/sample_set/val/4/149/11.jpg,229,ఎన్,data/ground_truth/word_labels/val_4_149_11.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,12,ground_truth/sample_set/val/4/149/12.jpg,1398,వుండేవాడు,data/ground_truth/word_labels/val_4_149_12.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,13,ground_truth/sample_set/val/4/149/13.jpg,4833,ఊగిపోతూ,data/ground_truth/word_labels/val_4_149_13.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,14,ground_truth/sample_set/val/4/149/14.jpg,4583,ఇతిహాసాల,data/ground_truth/word_labels/val_4_149_14.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,15,ground_truth/sample_set/val/4/149/15.jpg,8187,నిర్మిస్తే,data/ground_truth/word_labels/val_4_149_15.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,16,ground_truth/sample_set/val/4/149/16.jpg,6961,టీపాయ్,data/ground_truth/word_labels/val_4_149_16.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,17,ground_truth/sample_set/val/4/149/17.jpg,10032,మనవడి,data/ground_truth/word_labels/val_4_149_17.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,18,ground_truth/sample_set/val/4/149/18.jpg,3959,అనుయాయులు,data/ground_truth/word_labels/val_4_149_18.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,19,ground_truth/sample_set/val/4/149/19.jpg,12705,సౌశీల్యము,data/ground_truth/word_labels/val_4_149_19.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,20,ground_truth/sample_set/val/4/149/20.jpg,3515,సంస్కృతీ,data/ground_truth/word_labels/val_4_149_20.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,21,ground_truth/sample_set/val/4/149/21.jpg,5261,కప్పి,data/ground_truth/word_labels/val_4_149_21.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,22,ground_truth/sample_set/val/4/149/22.jpg,10964,లంబగిరి,data/ground_truth/word_labels/val_4_149_22.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,23,ground_truth/sample_set/val/4/149/23.jpg,5216,కనపడే,data/ground_truth/word_labels/val_4_149_23.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_149,val,4,149,24,ground_truth/sample_set/val/4/149/24.jpg,11737,వెబ్,data/ground_truth/word_labels/val_4_149_24.txt,data/ground_truth/page_labels/val_4_149.txt
val_4_155,val,4,155,1,ground_truth/sample_set/val/4/155/1.jpg,3938,అనుగ్రహించింది,data/ground_truth/word_labels/val_4_155_1.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,2,ground_truth/sample_set/val/4/155/2.jpg,4718,ఉడుక్కుంటున్నట్టు,data/ground_truth/word_labels/val_4_155_2.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,3,ground_truth/sample_set/val/4/155/3.jpg,8043,నామాలతో,data/ground_truth/word_labels/val_4_155_3.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,4,ground_truth/sample_set/val/4/155/4.jpg,12778,స్మరణ,data/ground_truth/word_labels/val_4_155_4.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,5,ground_truth/sample_set/val/4/155/5.jpg,11700,వెంకట్రావ్,data/ground_truth/word_labels/val_4_155_5.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,6,ground_truth/sample_set/val/4/155/6.jpg,9005,పెద్దగాని,data/ground_truth/word_labels/val_4_155_6.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,7,ground_truth/sample_set/val/4/155/7.jpg,7636,దానజల,data/ground_truth/word_labels/val_4_155_7.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,8,ground_truth/sample_set/val/4/155/8.jpg,4393,ఆమోదించింది,data/ground_truth/word_labels/val_4_155_8.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,9,ground_truth/sample_set/val/4/155/9.jpg,8695,పలుచటి,data/ground_truth/word_labels/val_4_155_9.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,10,ground_truth/sample_set/val/4/155/10.jpg,8521,పదాదికారులంతా,data/ground_truth/word_labels/val_4_155_10.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,11,ground_truth/sample_set/val/4/155/11.jpg,5877,క్షిపణి,data/ground_truth/word_labels/val_4_155_11.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,12,ground_truth/sample_set/val/4/155/12.jpg,11554,విశేషణాలతో,data/ground_truth/word_labels/val_4_155_12.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,13,ground_truth/sample_set/val/4/155/13.jpg,3612,స్థలాలు,data/ground_truth/word_labels/val_4_155_13.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,14,ground_truth/sample_set/val/4/155/14.jpg,6141,గోనె,data/ground_truth/word_labels/val_4_155_14.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,15,ground_truth/sample_set/val/4/155/15.jpg,8778,పారేస్తే,data/ground_truth/word_labels/val_4_155_15.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,16,ground_truth/sample_set/val/4/155/16.jpg,4309,ఆటలను,data/ground_truth/word_labels/val_4_155_16.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,17,ground_truth/sample_set/val/4/155/17.jpg,2283,ఉత్తేజాన్ని,data/ground_truth/word_labels/val_4_155_17.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,18,ground_truth/sample_set/val/4/155/18.jpg,6995,ట్విన్,data/ground_truth/word_labels/val_4_155_18.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,19,ground_truth/sample_set/val/4/155/19.jpg,8499,పడ్డట్టు,data/ground_truth/word_labels/val_4_155_19.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,20,ground_truth/sample_set/val/4/155/20.jpg,5232,కనిఫిస్తుంది,data/ground_truth/word_labels/val_4_155_20.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,21,ground_truth/sample_set/val/4/155/21.jpg,11423,విద్యకే,data/ground_truth/word_labels/val_4_155_21.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,22,ground_truth/sample_set/val/4/155/22.jpg,12874,హిందుత్వాన్ని,data/ground_truth/word_labels/val_4_155_22.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,23,ground_truth/sample_set/val/4/155/23.jpg,1354,మొహంలో,data/ground_truth/word_labels/val_4_155_23.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_155,val,4,155,24,ground_truth/sample_set/val/4/155/24.jpg,10946,రోజులలోనే,data/ground_truth/word_labels/val_4_155_24.txt,data/ground_truth/page_labels/val_4_155.txt
val_4_189,val,4,189,1,ground_truth/sample_set/val/4/189/1.jpg,8413,పంపించవలసిన,data/ground_truth/word_labels/val_4_189_1.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,2,ground_truth/sample_set/val/4/189/2.jpg,8464,పట్టులేకపోవడమే,data/ground_truth/word_labels/val_4_189_2.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,3,ground_truth/sample_set/val/4/189/3.jpg,12431,సాగించి,data/ground_truth/word_labels/val_4_189_3.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,4,ground_truth/sample_set/val/4/189/4.jpg,7531,త్రయోదశి,data/ground_truth/word_labels/val_4_189_4.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,5,ground_truth/sample_set/val/4/189/5.jpg,4275,ఆకాశమే,data/ground_truth/word_labels/val_4_189_5.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,6,ground_truth/sample_set/val/4/189/6.jpg,4442,ఆర్యా,data/ground_truth/word_labels/val_4_189_6.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,7,ground_truth/sample_set/val/4/189/7.jpg,9974,మందిరమే,data/ground_truth/word_labels/val_4_189_7.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,8,ground_truth/sample_set/val/4/189/8.jpg,7817,దోపిడీలు,data/ground_truth/word_labels/val_4_189_8.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,9,ground_truth/sample_set/val/4/189/9.jpg,10279,మినరలో,data/ground_truth/word_labels/val_4_189_9.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,10,ground_truth/sample_set/val/4/189/10.jpg,9804,బ్రిడ్జి,data/ground_truth/word_labels/val_4_189_10.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,11,ground_truth/sample_set/val/4/189/11.jpg,119,జట్టు,data/ground_truth/word_labels/val_4_189_11.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,12,ground_truth/sample_set/val/4/189/12.jpg,8769,పారవశ్యంతో,data/ground_truth/word_labels/val_4_189_12.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,13,ground_truth/sample_set/val/4/189/13.jpg,1440,సుఖంగా,data/ground_truth/word_labels/val_4_189_13.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,14,ground_truth/sample_set/val/4/189/14.jpg,3045,ప్రాతిపదికగా,data/ground_truth/word_labels/val_4_189_14.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,15,ground_truth/sample_set/val/4/189/15.jpg,12322,సమావేశమైనప్పటికీ,data/ground_truth/word_labels/val_4_189_15.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,16,ground_truth/sample_set/val/4/189/16.jpg,10184,మానవజాతికి,data/ground_truth/word_labels/val_4_189_16.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,17,ground_truth/sample_set/val/4/189/17.jpg,9983,మగవాళ్లను,data/ground_truth/word_labels/val_4_189_17.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,18,ground_truth/sample_set/val/4/189/18.jpg,8368,న్యాయంగా,data/ground_truth/word_labels/val_4_189_18.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,19,ground_truth/sample_set/val/4/189/19.jpg,10512,మొఘల్,data/ground_truth/word_labels/val_4_189_19.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,20,ground_truth/sample_set/val/4/189/20.jpg,12098,షోరూమ్స్,data/ground_truth/word_labels/val_4_189_20.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_189,val,4,189,21,ground_truth/sample_set/val/4/189/21.jpg,9586,బయ్యారపు,data/ground_truth/word_labels/val_4_189_21.txt,data/ground_truth/page_labels/val_4_189.txt
val_4_206,val,4,206,1,ground_truth/sample_set/val/4/206/1.jpg,8270,నీరాజనాలు,data/ground_truth/word_labels/val_4_206_1.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,2,ground_truth/sample_set/val/4/206/2.jpg,10736,రాజకీయానికి,data/ground_truth/word_labels/val_4_206_2.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,3,ground_truth/sample_set/val/4/206/3.jpg,8379,పంచంలో,data/ground_truth/word_labels/val_4_206_3.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,4,ground_truth/sample_set/val/4/206/4.jpg,1704,తీరాలకు,data/ground_truth/word_labels/val_4_206_4.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,5,ground_truth/sample_set/val/4/206/5.jpg,784,చేపట్టారు,data/ground_truth/word_labels/val_4_206_5.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,6,ground_truth/sample_set/val/4/206/6.jpg,4382,ఆఫీసుకే,data/ground_truth/word_labels/val_4_206_6.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,7,ground_truth/sample_set/val/4/206/7.jpg,12646,సెట్లలో,data/ground_truth/word_labels/val_4_206_7.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,8,ground_truth/sample_set/val/4/206/8.jpg,1678,టాపిక్,data/ground_truth/word_labels/val_4_206_8.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,9,ground_truth/sample_set/val/4/206/9.jpg,6816,జలపాతాలైనాయి,data/ground_truth/word_labels/val_4_206_9.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,10,ground_truth/sample_set/val/4/206/10.jpg,12893,హృదయమందు,data/ground_truth/word_labels/val_4_206_10.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,11,ground_truth/sample_set/val/4/206/11.jpg,6223,చక్కగ,data/ground_truth/word_labels/val_4_206_11.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,12,ground_truth/sample_set/val/4/206/12.jpg,6102,గూఢచార,data/ground_truth/word_labels/val_4_206_12.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,13,ground_truth/sample_set/val/4/206/13.jpg,5617,కుసుమ,data/ground_truth/word_labels/val_4_206_13.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,14,ground_truth/sample_set/val/4/206/14.jpg,4531,ఇంజనీర్,data/ground_truth/word_labels/val_4_206_14.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,15,ground_truth/sample_set/val/4/206/15.jpg,1649,చెప్పాల్సిన,data/ground_truth/word_labels/val_4_206_15.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,16,ground_truth/sample_set/val/4/206/16.jpg,12497,సావధానంగా,data/ground_truth/word_labels/val_4_206_16.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,17,ground_truth/sample_set/val/4/206/17.jpg,3462,వ్యవస్థలను,data/ground_truth/word_labels/val_4_206_17.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,18,ground_truth/sample_set/val/4/206/18.jpg,4164,అలాటి,data/ground_truth/word_labels/val_4_206_18.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,19,ground_truth/sample_set/val/4/206/19.jpg,5552,కిరాతక,data/ground_truth/word_labels/val_4_206_19.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,20,ground_truth/sample_set/val/4/206/20.jpg,1368,రోగ,data/ground_truth/word_labels/val_4_206_20.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,21,ground_truth/sample_set/val/4/206/21.jpg,5604,కుమ్ములాటలు,data/ground_truth/word_labels/val_4_206_21.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,22,ground_truth/sample_set/val/4/206/22.jpg,12158,సంపత్తి,data/ground_truth/word_labels/val_4_206_22.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,23,ground_truth/sample_set/val/4/206/23.jpg,4543,ఇంట్లోనూ,data/ground_truth/word_labels/val_4_206_23.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,24,ground_truth/sample_set/val/4/206/24.jpg,325,ఉద్యమం,data/ground_truth/word_labels/val_4_206_24.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_206,val,4,206,25,ground_truth/sample_set/val/4/206/25.jpg,3356,వహించాలి,data/ground_truth/word_labels/val_4_206_25.txt,data/ground_truth/page_labels/val_4_206.txt
val_4_219,val,4,219,1,ground_truth/sample_set/val/4/219/1.jpg,5663,కెరటం,data/ground_truth/word_labels/val_4_219_1.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,2,ground_truth/sample_set/val/4/219/2.jpg,261,వాటికి,data/ground_truth/word_labels/val_4_219_2.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,3,ground_truth/sample_set/val/4/219/3.jpg,9260,ప్రతిబింబంగా,data/ground_truth/word_labels/val_4_219_3.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,4,ground_truth/sample_set/val/4/219/4.jpg,1759,నిరూపించారు,data/ground_truth/word_labels/val_4_219_4.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,5,ground_truth/sample_set/val/4/219/5.jpg,6167,గ్రహానికి,data/ground_truth/word_labels/val_4_219_5.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,6,ground_truth/sample_set/val/4/219/6.jpg,8586,పరమపవిత్ర,data/ground_truth/word_labels/val_4_219_6.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,7,ground_truth/sample_set/val/4/219/7.jpg,860,విడుదలైన,data/ground_truth/word_labels/val_4_219_7.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,8,ground_truth/sample_set/val/4/219/8.jpg,10905,రెండోదాన్ని,data/ground_truth/word_labels/val_4_219_8.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,9,ground_truth/sample_set/val/4/219/9.jpg,7465,తెలుసుకొమ్ము,data/ground_truth/word_labels/val_4_219_9.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,10,ground_truth/sample_set/val/4/219/10.jpg,3990,అన్నీఇన్నీకావు,data/ground_truth/word_labels/val_4_219_10.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,11,ground_truth/sample_set/val/4/219/11.jpg,4701,ఉండానికి,data/ground_truth/word_labels/val_4_219_11.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,12,ground_truth/sample_set/val/4/219/12.jpg,11832,వేసవిలోనే,data/ground_truth/word_labels/val_4_219_12.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,13,ground_truth/sample_set/val/4/219/13.jpg,12493,సార్వభౌమత్వాన్ని,data/ground_truth/word_labels/val_4_219_13.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,14,ground_truth/sample_set/val/4/219/14.jpg,11206,వర్ణించుకుంటూ,data/ground_truth/word_labels/val_4_219_14.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,15,ground_truth/sample_set/val/4/219/15.jpg,5237,కనుగొనేందుకు,data/ground_truth/word_labels/val_4_219_15.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,16,ground_truth/sample_set/val/4/219/16.jpg,10787,రామచంద్రయ్య,data/ground_truth/word_labels/val_4_219_16.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,17,ground_truth/sample_set/val/4/219/17.jpg,11920,వ్యాస,data/ground_truth/word_labels/val_4_219_17.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,18,ground_truth/sample_set/val/4/219/18.jpg,3049,ప్రార్థించారు,data/ground_truth/word_labels/val_4_219_18.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,19,ground_truth/sample_set/val/4/219/19.jpg,5660,కెమిస్ట్రీ,data/ground_truth/word_labels/val_4_219_19.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,20,ground_truth/sample_set/val/4/219/20.jpg,8805,పాల్గొనున్న,data/ground_truth/word_labels/val_4_219_20.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,21,ground_truth/sample_set/val/4/219/21.jpg,8015,నాటకాలను,data/ground_truth/word_labels/val_4_219_21.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_219,val,4,219,22,ground_truth/sample_set/val/4/219/22.jpg,3134,భౌగోళికంగా,data/ground_truth/word_labels/val_4_219_22.txt,data/ground_truth/page_labels/val_4_219.txt
val_4_233,val,4,233,1,ground_truth/sample_set/val/4/233/1.jpg,12425,సాగడంలేదు,data/ground_truth/word_labels/val_4_233_1.txt,data/ground_truth/page_labels/val_4_233.txt
