input_kind,page_key,image_index,source_image_path,model_a,model_b,model_a_status,model_b_status,model_a_text,model_b_text,agreement_score,disagreement_score,human_review,review_reason
raw,test_9_13,14,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/14.jpg,surya,tesseract,ok,empty_output,‌,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_13,15,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/15.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_13,16,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/16.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_13,17,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/17.jpg,surya,tesseract,ok,empty_output,మనసు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_13,18,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/18.jpg,surya,tesseract,ok,empty_output,రామమంటే,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_13,19,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/19.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_13,20,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/20.jpg,surya,tesseract,ok,empty_output,చెన్నంపుడారులు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_13,21,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/21.jpg,surya,tesseract,ok,empty_output,మూడోవారం లాో,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_13,22,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/22.jpg,surya,tesseract,ok,empty_output,కొత్తదేందుకా,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_13,23,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/23.jpg,surya,tesseract,empty_output,ok,,వనీవీంటోగా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_13,24,/home/tom/telugu_data/ground_truth/sample_set/test/9/13/24.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_53,1,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/1.jpg,surya,tesseract,ok,ok,సిద్ధమత్తూర్పున,సర్పి,0.400000,0.600000,true,agreement_below_threshold
raw,test_9_53,2,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/2.jpg,surya,tesseract,empty_output,ok,,స్లోగోత్సటెడౌలీ,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,3,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/3.jpg,surya,tesseract,ok,empty_output,నేపురూపంలో,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_53,4,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/4.jpg,surya,tesseract,ok,ok,శ్రీ నవదులు,న్లోనవేదుల,0.571429,0.428571,true,agreement_below_threshold
raw,test_9_53,5,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/5.jpg,surya,tesseract,ok,ok,ప్రధాన బాహ్యం,ప్రీరనివానం,0.500000,0.500000,true,agreement_below_threshold
raw,test_9_53,6,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/6.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_53,7,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/7.jpg,surya,tesseract,empty_output,ok,,తైన్లియొరు,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,8,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/8.jpg,surya,tesseract,ok,empty_output,సుమ్మెలా,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_53,9,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/9.jpg,surya,tesseract,empty_output,ok,,గుడ్డిగా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,10,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/10.jpg,surya,tesseract,ok,empty_output,హారికేదు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_53,11,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/11.jpg,surya,tesseract,ok,ok,మతా,మ్‌,0.333333,0.666667,true,agreement_below_threshold
raw,test_9_53,12,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/12.jpg,surya,tesseract,ok,empty_output,హార్సు నెందుకు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_53,13,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/13.jpg,surya,tesseract,ok,empty_output,బొమ్మేలు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_53,14,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/14.jpg,surya,tesseract,empty_output,ok,,టర,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,15,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/15.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_53,16,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/16.jpg,surya,tesseract,empty_output,ok,,కౌబక్జెతుల,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,17,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/17.jpg,surya,tesseract,empty_output,ok,,ఢేన్మాసోంటూ,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,18,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/18.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_53,19,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/19.jpg,surya,tesseract,ok,empty_output,గాపు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_53,20,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/20.jpg,surya,tesseract,empty_output,ok,,రజొతరాత,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,21,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/21.jpg,surya,tesseract,empty_output,ok,,ౌర్తాం,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_53,22,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/22.jpg,surya,tesseract,ok,ok,గర్వ కొరణు,గర్బ్వర్రౌరథం,0.434783,0.565217,true,agreement_below_threshold
raw,test_9_53,23,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/23.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_53,24,/home/tom/telugu_data/ground_truth/sample_set/test/9/53/24.jpg,surya,tesseract,ok,empty_output,ఎన్నికై సారి,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,1,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/1.jpg,surya,tesseract,ok,empty_output,భౌత్యం,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,2,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/2.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,3,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/3.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,4,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/4.jpg,surya,tesseract,ok,empty_output,తమక్రింది,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,5,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/5.jpg,surya,tesseract,ok,ok,విం టిలా క్షీణ బెంలా,వెం టలోత్తజంతా,0.352941,0.647059,true,agreement_below_threshold
raw,test_9_65,6,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/6.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,7,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/7.jpg,surya,tesseract,ok,ok,కథలు,క్రేగోయినో,0.142857,0.857143,true,agreement_below_threshold
raw,test_9_65,8,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/8.jpg,surya,tesseract,ok,empty_output,తోష్కరించి,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,9,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/9.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,10,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/10.jpg,surya,tesseract,ok,empty_output,మరియు చారిత్రు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,11,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/11.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,12,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/12.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,13,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/13.jpg,surya,tesseract,ok,empty_output,నీటి బలంకాసు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,14,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/14.jpg,surya,tesseract,empty_output,ok,,రీయాతోదరపై,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_65,15,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/15.jpg,surya,tesseract,ok,empty_output,మాసేటివో,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,16,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/16.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,17,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/17.jpg,surya,tesseract,ok,ok,నందేర,లేంసేర,0.545455,0.454545,true,agreement_below_threshold
raw,test_9_65,18,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/18.jpg,surya,tesseract,ok,empty_output,విమర్శకత్వం,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,19,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/19.jpg,surya,tesseract,empty_output,ok,,ల్‌రల్‌వోల్ట్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_65,20,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/20.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_65,21,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/21.jpg,surya,tesseract,ok,empty_output,కొనుగోళ్ళు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,22,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/22.jpg,surya,tesseract,ok,empty_output,‌,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,23,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/23.jpg,surya,tesseract,empty_output,ok,,బల్లులు,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_65,24,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/24.jpg,surya,tesseract,ok,ok,కొంటుపైన్,రౌం టూక్టైర్‌,0.363636,0.636364,true,agreement_below_threshold
raw,test_9_65,25,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/25.jpg,surya,tesseract,ok,empty_output,కొను,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_65,26,/home/tom/telugu_data/ground_truth/sample_set/test/9/65/26.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_91,1_1,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/1_1.jpg,surya,tesseract,ok,empty_output,పాలిత,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_91,2,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/2.jpg,surya,tesseract,ok,ok,నిర్దేశిస్తున్నాయి,నిర్చే నుగా ం,0.451613,0.548387,true,agreement_below_threshold
raw,test_9_91,3,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/3.jpg,surya,tesseract,ok,empty_output,‍,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_91,4,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/4.jpg,surya,tesseract,ok,ok,కొంటూ ప్రేమ,లొంి టొహ్టేను,0.416667,0.583333,true,agreement_below_threshold
raw,test_9_91,5,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/5.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_91,6,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/6.jpg,surya,tesseract,ok,empty_output,పాలిత,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_91,7,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/7.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_91,8,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/8.jpg,surya,tesseract,ok,empty_output,పదివేల,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_91,9,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/9.jpg,surya,tesseract,ok,ok,వేని మంచి రక,రేనేటైంలోక,0.363636,0.636364,true,agreement_below_threshold
raw,test_9_91,10,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/10.jpg,surya,tesseract,ok,ok,‌,లెదోరింలాడం,0.000000,1.000000,true,agreement_below_threshold
raw,test_9_91,11,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/11.jpg,surya,tesseract,ok,ok,పుట్టి లాగే,కుక్టిలాన,0.600000,0.400000,true,agreement_below_threshold
raw,test_9_91,12,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/12.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_91,13,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/13.jpg,surya,tesseract,empty_output,ok,,యావింబండి,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_91,14,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/14.jpg,surya,tesseract,ok,ok,దేవీ నామమేల,ఎతనాయకుం,0.210526,0.789474,true,agreement_below_threshold
raw,test_9_91,15,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/15.jpg,surya,tesseract,empty_output,ok,,డెజౌధినమవై,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_91,16,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/16.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_91,17,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/17.jpg,surya,tesseract,ok,empty_output,దొన్న మాస్టర్‌,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_91,18,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/18.jpg,surya,tesseract,empty_output,ok,,ాథీంచగా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_91,19,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/19.jpg,surya,tesseract,empty_output,ok,,వైవయైన,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_91,20,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/20.jpg,surya,tesseract,ok,empty_output,మరియాన,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_91,21,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/21.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_91,22,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/22.jpg,surya,tesseract,empty_output,ok,,గురువుగా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_91,23,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/23.jpg,surya,tesseract,ok,ok,గుడి మైన,అనుగునావైన,0.444444,0.555556,true,agreement_below_threshold
raw,test_9_91,24,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/24.jpg,surya,tesseract,empty_output,ok,,ఘైప్రన్‌,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_91,25,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/25.jpg,surya,tesseract,ok,ok,‍ ‍,ఊండబట్టటోక,0.000000,1.000000,true,agreement_below_threshold
raw,test_9_91,26,/home/tom/telugu_data/ground_truth/sample_set/test/9/91/26.jpg,surya,tesseract,ok,ok,వచ్చిన్తాను,వేచ్చ్రోస్తాను,0.720000,0.280000,false,
raw,test_9_166,1,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/1.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,2,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/2.jpg,surya,tesseract,ok,empty_output,‌,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,3,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/3.jpg,surya,tesseract,ok,ok,మాంట్సం,మ్యోండ్లాతా,0.222222,0.777778,true,agreement_below_threshold
raw,test_9_166,4,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/4.jpg,surya,tesseract,ok,empty_output,మాధ్యమాలు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,5,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/5.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,6,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/6.jpg,surya,tesseract,ok,empty_output,దండి పోయినాడు,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,7,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/7.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,8,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/8.jpg,surya,tesseract,ok,empty_output,విర్ణుడయ్యారో,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,9,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/9.jpg,surya,tesseract,ok,ok,‌,టంటోరీతీ,0.000000,1.000000,true,agreement_below_threshold
raw,test_9_166,10,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/10.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,11,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/11.jpg,surya,tesseract,ok,ok,పరిగోద్రేంచి,వరగోత్తింతే,0.434783,0.565217,true,agreement_below_threshold
raw,test_9_166,12,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/12.jpg,surya,tesseract,ok,empty_output,హైమంపేట,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,13,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/13.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,14,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/14.jpg,surya,tesseract,ok,empty_output,దేవ్య గ్రహాలలో,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,15,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/15.jpg,surya,tesseract,ok,empty_output,చోడు కొ,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,16,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/16.jpg,surya,tesseract,ok,ok,తలపు,లోటుతో,0.200000,0.800000,true,agreement_below_threshold
raw,test_9_166,17,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/17.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,18,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/18.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_166,19,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/19.jpg,surya,tesseract,ok,empty_output,కొన్ని నీయ నౌస,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,20,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/20.jpg,surya,tesseract,ok,empty_output,వట్టున,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,21,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/21.jpg,surya,tesseract,ok,empty_output,సముద్రపు భూమిని,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,22,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/22.jpg,surya,tesseract,ok,empty_output,‍,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,23,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/23.jpg,surya,tesseract,ok,ok,గుర్తు కొన్నారు,గుర్తుకొస్తారు,0.827586,0.172414,false,
raw,test_9_166,24,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/24.jpg,surya,tesseract,ok,empty_output,పచ్చి దీని,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_166,25,/home/tom/telugu_data/ground_truth/sample_set/test/9/166/25.jpg,surya,tesseract,empty_output,ok,,బా,0.000000,1.000000,true,surya_empty;agreement_below_threshold
raw,test_9_249,1,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/1.jpg,surya,tesseract,ok,ok,‌,జియోతల్‌,0.222222,0.777778,true,agreement_below_threshold
raw,test_9_249,2,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/2.jpg,surya,tesseract,ok,ok,మేథాపులందరూ,మైథఠొవులంటేరా,0.500000,0.500000,true,agreement_below_threshold
raw,test_9_249,3,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/3.jpg,surya,tesseract,ok,ok,‌ ‌,రతన,0.000000,1.000000,true,agreement_below_threshold
raw,test_9_249,4,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/4.jpg,surya,tesseract,ok,ok,ప్రమోగించడం,మోగించడం,0.842105,0.157895,false,
raw,test_9_249,5,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/5.jpg,surya,tesseract,ok,empty_output,మ,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_249,6,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/6.jpg,surya,tesseract,ok,empty_output,నాన్మను,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_249,7,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/7.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_249,8,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/8.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_249,9,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/9.jpg,surya,tesseract,ok,empty_output,విద్యా లింగ,,0.000000,1.000000,true,tesseract_empty;agreement_below_threshold
raw,test_9_249,10,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/10.jpg,surya,tesseract,ok,ok,ప్రమాన కొలాడు,శ్రేమోనికిలోడు,0.592593,0.407407,true,agreement_below_threshold
raw,test_9_249,11,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/11.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_249,12,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/12.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_249,13,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/13.jpg,surya,tesseract,empty_output,empty_output,,,0.000000,1.000000,true,both_empty;agreement_below_threshold
raw,test_9_249,14,/home/tom/telugu_data/ground_truth/sample_set/test/9/249/14.jpg,surya,tesseract,ok,ok,బాళి లింమను,రోలయును,0.333333,0.666667,true,agreement_below_threshold
