page_key,ocr_model,input_kind,region_index,error,correction,reason
test_9_166,surya,raw,15,చోడు కొ,చూడుకో,The space in 'చోడు కొ' is likely an OCR error. 'చూడుకో' is a more plausible word.
test_9_166,surya,raw,19,కొన్ని నీయ నౌస,కొన్నినీ నౌస,The space in 'కొన్ని నీయ నౌస' is likely an OCR error. 'కొన్నినీ నౌస' is a more plausible phrase.
test_9_166,surya,raw,24,పచ్చి దీని,పచ్చిదీని,The space in 'పచ్చి దీని' is likely an OCR error. 'పచ్చిదీని' is a more plausible compound word.
test_9_249,surya,raw,9,విద్యా లింగ,విద్యాలయం,The space in 'విద్యా లింగ' suggests a split in a compound word. 'విద్యాలయం' is a common Telugu word meaning 'school' or 'educational institution'.
test_9_249,surya,raw,10,ప్రమాన కొలాడు,ప్రమాణ కొలత,"The word 'ప్రమాణ' is more likely than 'ప్రమాన', and 'కొలత' is a common Telugu word meaning 'measurement', fitting the context better."
test_9_249,surya,raw,14,బాళి లింమను,బాలికను,The space and unusual sequence 'లింమను' suggest a misreading. 'బాలికను' is a common Telugu word meaning 'girl'.
test_9_252,surya,raw,17,ప్రత్యేక శాత కూళాలను,ప్రత్యేక శాతం కూళాలను,"The word 'శాత' is likely a segmentation error for 'శాతం', which is a more plausible Telugu word meaning 'percentage'."
test_9_252,surya,raw,23,దండ వార్తా,దిన వార్తా,"The word 'దండ' is likely a segmentation error for 'దిన', which is a more plausible Telugu word meaning 'daily'."
test_9_393,surya,raw,5,కాళిష్టార్థావు,కాళిష్టార్థము,The word 'కాళిష్టార్థావు' is not a valid Telugu word. The correction 'కాళిష్టార్థము' is a plausible correction based on common Telugu morphological patterns.
test_9_393,surya,raw,22,దమో నందం,దమోదరం,The sequence 'దమో నందం' is not a valid Telugu word. 'దమోదరం' is a more plausible correction based on common Telugu names.
test_9_393,surya,raw,23,ఎవరి లోనేనా,ఎవరిలోనైనా,The sequence 'ఎవరి లోనేనా' is not a valid Telugu word. 'ఎవరిలోనైనా' is a more plausible correction based on common Telugu morphological patterns.
test_12_48,surya,raw,1,పి బ య్య,పిబ్బయ్య,The spaces in 'పి బ య్య' suggest a segmentation error. 'పిబ్బయ్య' is a plausible Telugu name.
test_12_48,surya,raw,3,వాని సేట్ర,వాణి సెంటర్,"'సేట్ర' is likely a segmentation error for 'సెంటర్', a common loanword."
test_12_48,surya,raw,5,పెద్ద పుల్లాల్లి,పెద్ద పుల్లెల్లి,'పుల్లాల్లి' is unlikely; 'పుల్లెల్లి' is a more plausible name.
test_12_48,surya,raw,6,నిరాహార దక్షిణు,నిరాహార దీక్ష,'దక్షిణు' is unlikely in this form; 'దీక్ష' fits the context of fasting.
test_12_48,surya,raw,7,అనుమతీరార డోర్మాన్,అనుమతించారో డోర్మాన్,'అనుమతీరార' is not a valid form; 'అనుమతించారో' is a plausible correction.
test_12_48,surya,raw,9,తొలోబడి స్తామని,తొలగించి స్తామని,'తొలోబడి' is not a valid form; 'తొలగించి' is a plausible correction.
test_12_48,surya,raw,18,తా భీష ట్రై,తాభీష్ ట్రై,'తా భీష' is likely a segmentation error; 'తాభీష్' is a plausible name.
test_12_48,surya,raw,20,సంక్ర ఉంచో,సంక్రాంతి ఉంచో,'సంక్ర' is incomplete; 'సంక్రాంతి' is a common word.
test_12_70,surya,raw,4,బేయ లేమినీ,బేలేమినీ,The space in 'బేయ లేమినీ' is likely an OCR error. 'బేలేమినీ' is a more plausible Telugu word.
test_12_70,surya,raw,10,స్వ స్వ రూపాయ,స్వరూపాయ,The repetition and space in 'స్వ స్వ రూపాయ' suggest an OCR error. 'స్వరూపాయ' is a more plausible word.
test_12_70,surya,raw,11,సల పుట్టు,సలపుట్టు,The space in 'సల పుట్టు' is likely an OCR error. 'సలపుట్టు' is a more plausible Telugu word.
test_12_70,surya,raw,13,వంగ ముల్లు,వంగముల్లు,The space in 'వంగ ముల్లు' is likely an OCR error. 'వంగముల్లు' is a more plausible Telugu word.
test_12_70,surya,raw,14,రొచ యానో లు,రచయనాలు,The spaces and character errors in 'రొచ యానో లు' suggest OCR issues. 'రచయనాలు' is a more plausible word.
test_12_70,surya,raw,19,పారిశ్రాంతి,పారిశ్రామిక,'పారిశ్రాంతి' is not a valid Telugu word. 'పారిశ్రామిక' is a more plausible correction.
test_12_70,surya,raw,23,బి జ్ఞలమ్,విజ్ఞానం,The space and character errors in 'బి జ్ఞలమ్' suggest OCR issues. 'విజ్ఞానం' is a more plausible word.
test_12_113,surya,raw,1,బ్రహ్మానా శ్రోకూడా,బ్రహ్మానంద శ్రోకూడా,'బ్రహ్మానా' is likely a segmentation error; 'బ్రహ్మానంద' is a more plausible word.
test_12_113,surya,raw,5,బక్ష్యం బ లేదు,బక్ష్యం లేదు,"The extra 'బ' is likely an OCR artifact, as 'బక్ష్యం లేదు' is a valid phrase."
test_12_113,surya,raw,15,సహా రోటు,సహకారము,'సహా రోటు' seems like a segmentation error; 'సహకారము' is a more plausible word.
test_12_113,surya,raw,16,ప్రవహియానికి,ప్రవాహానికి,'ప్రవహియానికి' is not a valid form; 'ప్రవాహానికి' is a more plausible correction.
test_12_113,surya,raw,17,ా,ఆ,The standalone vowel 'ా' is incomplete; 'ఆ' is a complete vowel.
test_12_113,surya,raw,22,ప్రామ మాల,ప్రాణ మాల,'ప్రామ' is likely a segmentation error; 'ప్రాణ మాల' is a more plausible phrase.
test_12_113,surya,raw,24,కాస్పేట్,కాస్టింగ్,'కాస్పేట్' is not a valid Telugu word; 'కాస్టింగ్' is a more plausible correction.
test_12_125,surya,raw,6,మాట్లా ని డ్డా ౦,మాట్లాడడం,"The OCR output contains unnecessary spaces and a numeral, which is not typical in Telugu words."
test_12_125,surya,raw,7,కుని మాస్ట్,కుమార్త,The OCR output seems to have an incorrect segmentation and character recognition.
test_12_125,surya,raw,8,మామ లక్ష,మామలక్ష్మి,The OCR output is missing a character to form a common name.
test_12_125,surya,raw,10,పురి గ్రాఫికో వారికో,పురోగ్రాఫికోవారికో,The OCR output has incorrect segmentation and character recognition.
test_12_125,surya,raw,11,ఎన్నాక స్త్రీ న్నాం,ఎన్నాకస్త్రీన్నం,The OCR output contains unnecessary spaces and incorrect segmentation.
test_12_125,surya,raw,15,కులా సాగా,కులసాగర,The OCR output has incorrect segmentation and character recognition.
test_12_125,surya,raw,17,ఘర్వాదు,గృహవాదు,The OCR output has incorrect character recognition.
test_12_125,surya,raw,20,విశిష్టాల్యో,విశిష్టాలయ,The OCR output has incorrect character recognition.
test_12_125,surya,raw,22,శ్రోహ ముదు,శ్రోతముడు,The OCR output has incorrect segmentation and character recognition.
test_12_131,surya,raw,4,పక్షయ,పక్షి,'పక్షయ' is not a valid Telugu word. 'పక్షి' (bird) is a common word and likely intended.
test_12_131,surya,raw,15,రావటంవటి,రావటంవంటి,'రావటంవటి' is not a valid form. 'రావటంవంటి' (like coming) is a plausible correction.
test_12_131,surya,raw,16,బా కెనో డ్లి సు,బాకెనోడిల్స్,The spaces suggest misrecognition. 'బాకెనోడిల్స్' (Bacillus) is a plausible correction.
test_12_131,surya,raw,18,సూబి రావారు,సుబ్బిరావు,'సూబి రావారు' is not a valid name. 'సుబ్బిరావు' is a common Telugu name.
test_12_131,surya,raw,19,బౌద్ధకలఘ,బౌద్ధకళ,'బౌద్ధకలఘ' is not valid. 'బౌద్ధకళ' (Buddhist art) is a plausible correction.
test_12_131,surya,raw,20,హౌర్ సిం,హౌసింగ్,The spaces suggest misrecognition. 'హౌసింగ్' (housing) is a plausible correction.
test_12_131,surya,raw,24,భే ప్లు కు ని,బెంగుళూరు,The spaces suggest misrecognition. 'బెంగుళూరు' (Bangalore) is a plausible correction.
test_12_165,surya,raw,1,చనానదు,చనిపోయింది,The word 'చనానదు' is not a valid Telugu word. 'చనిపోయింది' is a common word meaning 'died'.
test_12_165,surya,raw,3,త దౌమ సందార,తద్వారా సందేశం,The sequence 'త దౌమ సందార' is not a valid Telugu word. 'తద్వారా సందేశం' means 'message through' and is a plausible correction.
test_12_165,surya,raw,4,భక్తు తలుపబ్బోరు,భక్తుడు తలుపు తట్టాడు,The sequence 'భక్తు తలుపబ్బోరు' is not a valid Telugu word. 'భక్తుడు తలుపు తట్టాడు' means 'the devotee knocked on the door' and is a plausible correction.
test_12_165,surya,raw,7,కలహావత,కలహావతం,The word 'కలహావత' is incomplete. 'కలహావతం' means 'quarrel' and is a plausible correction.
test_12_165,surya,raw,11,సింహాసన వేయింొం,సింహాసన వేయించు,The sequence 'సింహాసన వేయింొం' is not a valid Telugu word. 'సింహాసన వేయించు' means 'place the throne' and is a plausible correction.
test_12_165,surya,raw,12,న పువి కు ౦ టూ,నిపుణికి ఉంటూ,The sequence 'న పువి కు ౦ టూ' is not a valid Telugu word. 'నిపుణికి ఉంటూ' means 'being for the expert' and is a plausible correction.
test_12_165,surya,raw,13,ఎండుకునమ్మాలి,ఎండకునమ్మాలి,The word 'ఎండుకునమ్మాలి' is not a valid Telugu word. 'ఎండకునమ్మాలి' means 'must trust' and is a plausible correction.
test_12_165,surya,raw,14,ఎ ఎ డి ప చు లో ఎ,ఎక్కడిపుచులో,The sequence 'ఎ ఎ డి ప చు లో ఎ' is not a valid Telugu word. 'ఎక్కడిపుచులో' means 'in which place' and is a plausible correction.
test_12_165,surya,raw,17,అసల్వీ,అసలు వీ,The word 'అసల్వీ' is not a valid Telugu word. 'అసలు వీ' means 'actually these' and is a plausible correction.
test_12_191,surya,raw,4,నిజనిర్దౌరణ,నిజనిర్ధారణ,"The word 'నిర్దౌరణ' is not a valid Telugu word. The correct form is 'నిర్ధారణ', which means 'determination'."
test_12_191,surya,raw,7,సేవా లి,సేవాలి,The space in 'సేవా లి' is incorrect. 'సేవాలి' is a valid Telugu word meaning 'to serve'.
test_12_191,surya,raw,14,కార్టిస్ నున్న శివాల్ ఎ,కార్టిస్ నున్న శివాలయం,"The sequence 'శివాల్ ఎ' is not valid. 'శివాలయం' means 'temple', which fits the structure."
test_12_191,surya,raw,17,మరి జ్ఞాను,మరియు జ్ఞానం,"The sequence 'జ్ఞాను' is not valid. 'జ్ఞానం' means 'knowledge', which is a valid word."
test_12_191,surya,raw,23,పరికరా రామన్,పరికర రామన్,"The extra 'ా' in 'పరికరా' is incorrect. 'పరికర' means 'instrument', which is valid."
test_12_195,surya,raw,7,పేరుాని లే,పేరును లే,The sequence 'పేరుాని' is not a valid Telugu word. 'పేరును' is a more plausible correction.
test_12_195,surya,raw,11,స్వాత్రీ దాయకుడు,స్వాతంత్ర్య దాయకుడు,'స్వాత్రీ' is not a valid form. 'స్వాతంత్ర్య' is a common word meaning 'freedom'.
test_12_195,surya,raw,14,చెఘ గలదు,చెడు గలదు,'చెఘ' is not a valid word. 'చెడు' (bad) is a plausible correction.
test_12_195,surya,raw,15,మరి పురు నా ను,మరిపురాణం,The sequence 'మరి పురు నా ను' is fragmented. 'మరిపురాణం' is a more coherent word.
test_12_195,surya,raw,17,మవభరితి,మహాభారతి,'మవభరితి' is not a valid word. 'మహాభారతి' (a name) is a plausible correction.
test_12_195,surya,raw,21,గ బి మీనా,గీత మీనా,'గ బి' is not a valid sequence. 'గీత' is a common name.
test_12_195,surya,raw,22,కొనువల,కొనుగోలు,'కొనువల' is not a valid word. 'కొనుగోలు' (purchase) is a plausible correction.
test_12_195,surya,raw,23,విశ్వ దక్షుండో,విశ్వదక్షుడు,'దక్షుండో' is not a valid form. 'విశ్వదక్షుడు' (a title) is a plausible correction.
test_12_195,surya,raw,24,బుకిల్‌నీకు,బుకిల్నీకు,'బుకిల్' is not a valid form. 'బుకిల్నీకు' (to the book) is a plausible correction.
test_13_2,surya,raw,7,సిరో ధీరాక్,సిరోధీరాక్,Unnecessary space within a single word.
test_13_2,surya,raw,14,బా ల్లే రామకు,బల్లే రామకు,Unnecessary space within a single word.
test_13_2,surya,raw,19,వ్యాసం పశుగారి,వ్యాసంపశుగారి,Unnecessary space within a single word.
test_13_2,surya,raw,20,ఎంఎన్ కే పై,ఎంఎన్‌కేపై,Unnecessary space within a single word.
test_13_7,surya,raw,7,స్త్రీ యంత్ర లావరాధాట,స్త్రీ యంత్ర లావణ్యధాట,"The word 'లావరాధాట' is not a valid Telugu word. 'లావణ్యధాట' is a more plausible correction, as it maintains morphological consistency."
test_13_7,surya,raw,12,స ఫిస్ట్ సమాజం,సోషలిస్ట్ సమాజం,'స ఫిస్ట్' is not a valid Telugu word. 'సోషలిస్ట్' is a common term referring to a socialist society.
test_13_7,surya,raw,16,మరిం గుంటుడు,మరియు గుంటుడు,'మరిం' is not a standalone word. 'మరియు' is a common conjunction in Telugu.
test_13_7,surya,raw,19,వారి గ్రామీక వేత్తలను,వారి గ్రామీణ వేత్తలను,'గ్రామీక' is not a valid form. 'గ్రామీణ' is the correct form for 'rural' in Telugu.
test_13_9,surya,raw,19,హాసమాచార,సమాచారం,"The word 'హాసమాచార' is not a valid Telugu word. The probable correction is 'సమాచారం', which means 'information'. The prefix 'హా' seems to be an OCR error."
test_13_9,surya,raw,21,వీహి,వీధి,"'వీహి' is not a valid Telugu word. The probable correction is 'వీధి', meaning 'street'. The character 'హి' is likely an OCR error for 'ధి'."
test_13_12,surya,raw,2,ఎన్నో బిలావంటి,ఎన్నో బిలావంతి,'బిలావంటి' is not a valid Telugu word. 'బిలావంతి' is a more plausible correction.
test_13_12,surya,raw,14,మౌలిక మౌరిస్తు,మౌలిక మార్గదర్శి,'మౌరిస్తు' is not a valid Telugu word. 'మార్గదర్శి' is a more plausible correction.
test_13_12,surya,raw,15,హ క్లున్,హక్లున్,"The space in 'హ క్లున్' is likely an OCR error, as 'హక్లున్' is a more plausible form."
test_13_12,surya,raw,18,మారాన,మారాణ,'మారాన' is not a valid Telugu word. 'మారాణ' is a more plausible correction.
test_13_13,surya,raw,1,సమీప రాజధాలు,సమీప రాజధాని,'రాజధాలు' is not a valid form; 'రాజధాని' is the correct singular form for 'capital'.
test_13_13,surya,raw,3,ఆలసు ఉంది,ఆలస్యము ఉంది,'ఆలసు' is not a valid word; 'ఆలస్యము' means 'delay' and fits the structure.
test_13_13,surya,raw,9,సకలో,సకల,'సకలో' is not a valid standalone word; 'సకల' means 'all' or 'entire'.
test_13_23,surya,raw,4,మేంగిల దేశ కు,బెంగాల్ దేశానికి,"The OCR output 'మేంగిల దేశ కు' is likely a misrecognition of 'బెంగాల్ దేశానికి'. The word 'మేంగిల' is not a valid Telugu word, whereas 'బెంగాల్' is a known place name. The spacing and character shapes suggest this correction."
