page_key,split,writer_id,page_id,ocr_model,input_kind,score,reason,error_examples_json,missing_or_error_words,missing_word_rate,rejected_error_example_count,input_tokens,output_tokens,total_tokens
test_13_9,test,13,9,tesseract,processed,1,"Almost all regions are marked as OCR failures, with only a few containing recognizable Telugu fragments. The majority are missing or garbled.","[""౧"", ""లూ టన"", ""నాలాలు ల్‌"", ""యండ్రుందై"", ""నౌ తోద పా చాల""]",18,0.782608695652174,0,554,66,620
test_13_12,test,13,12,tesseract,processed,1,"Almost all regions are missing or contain fragmented and orthographically implausible outputs. Only a few regions have recognizable parts, but they are incomplete or incorrect.","[""ణక భలం"", ""ర్యా"", ""జరీ్‌ ు"", ""బాం"", ""మూ""]",16,0.6956521739130435,0,545,65,610
test_13_13,test,13,13,tesseract,processed,1,"Almost all regions are missing or contain fragmented, orthographically implausible outputs. Only a few regions are partially recognizable, but they are not complete words.","[""లీ జరడణగా"", ""నుల ల"", ""గో"", ""ర"", ""మునల్ల నా"", ""ల్‌"", ""లొిర ం"", ""యారో""]",16,0.6666666666666666,0,553,77,630
test_13_23,test,13,23,tesseract,processed,1,"Almost all regions are missing or severely garbled, with very few recognizable Telugu words.","[""సుం ఢీ క"", ""లన లా"", ""౧ న కుపూడిడాక డు"", ""లీ ఖాన"", ""ఆతౌల్హ""]",14,0.6086956521739131,0,554,65,619
test_13_24,test,13,24,tesseract,processed,2,The majority of the OCR outputs are missing or contain fragmented and orthographically implausible text. Only a few regions are recognizable as plausible Telugu words or parts of words.,"[""లూ బీ సోలో"", ""్ర శ్రపుముగో"", ""కేరట్‌ యర"", ""ఎ్రాగగన్‌"", ""ఘమువెడ్టూ"", ""డ్రొసే""]",13,0.5652173913043478,0,555,90,645
test_13_32,test,13,32,tesseract,processed,1,Almost all regions are missing or contain fragmented and orthographically implausible outputs. Only a few regions are partially recognizable.,"[""లూ డు"", ""ఆగం నా"", ""ళ్‌"", ""లొడ్రరునేంగా"", ""ాాంశరాధదు""]",15,0.5769230769230769,0,576,66,642
val_4_69,val,4,69,tesseract,processed,2,"A minority of the OCR outputs are plausible Telugu words. Many regions are fragmented, garbled, or missing, reducing the overall quality.","[""సోరలన్దొ యథ"", ""ఏఎంఫ్లోయాన్‌"", ""ఆ గ్గీటారు"", ""తెర కుయన"", ""శభ"", ""వ్ర"", ""హ్‌ందుక"", ""యొ"", ""టల"", ""జన్మ ఓదం"", ""లకర"", ""రర"", ""హాటోనగ్నో టన"", ""చనిలవయా"", ""హార్‌"", ""రయి"", ""ంరణలొ క్ల"", ""అుటీమున""]",4,0.14285714285714285,0,584,141,725
val_4_149,val,4,149,tesseract,processed,2,"A minority of the OCR outputs are plausible Telugu words. Most regions are fragmented, garbled, or contain errors, with two instances of [OCR_MISSING].","[""ూదుతు"", ""ఆను టూగాణ్చి"", ""కుకై రుం పగా"", ""ఆశింఒరరు"", ""ఓమఆాఫపండఠు"", ""నోతక్‌నాం"", ""నిత్బి ప"", ""వ్రీిపాయ"", ""మనరడరు"", ""చనంంరాం తుంలు"", ""పకల తుం"", ""బుర త""]",2,0.08333333333333333,0,579,131,710
val_4_155,val,4,155,tesseract,processed,2,"A minority of the OCR outputs are plausible Telugu words. Most regions contain fragmented or orthographically implausible text, with several outputs being garbled or containing non-Telugu characters.","[""ఆఅ ముడ తాం ౬ుంఠా"", ""యెలూకురింటున్న బ్బ"", ""గా అర"", ""పంక టావ్‌"", ""చాన జల"", ""ఆకారం అం౦లఅ"", ""ఓకోనీశాదులం తా"", ""ఎక్షిష లాల తో"", ""రేఉటీలన్ప"", ""౨దశ్ష"", ""కింటుత్వోన్ని"", ""ొకాంలా""]",0,0.0,0,590,143,733
val_4_189,val,4,189,tesseract,processed,1,"Almost all regions are fragmented, garbled, or orthographically implausible. Very few recognizable Telugu words are present.","[""యమం కులనన"", ""ట్టు తొక ఏప్ర"", ""సనౌగింి"", ""ఆఉయోకి"", ""ముంందిరత వు"", ""జొపి డీలు"", ""బున రలో"", ""టత్య్బు"", ""బోరవజ్హం్వం"", ""ప్రాతి టదికగో"", ""సమా వహేక్చైనబ్ప ఆక"", ""౨రానవ టౌతి కి"", ""నో ంరుంగా"", ""వొుంమఘత్‌"", ""షోతూమ్స్స్‌"", ""లుయ్సారల""]",0,0.0,0,581,165,746
val_4_206,val,4,206,tesseract,processed,2,"A minority of the OCR outputs are plausible Telugu words. Many regions are fragmented, garbled, or contain non-Telugu characters.","[""రాజు దీంరూనా పీ"", ""ఊుం ఒం లా"", ""పెలపౌతాతైనాయము"", ""ఫే దుందు ముండదు"", ""అఅఆతా౭"", ""ెిరా౩శ క"", ""ఉర్భ్ఫుమం""]",1,0.04,0,592,101,693
val_4_219,val,4,219,tesseract,processed,2,"A minority of the OCR outputs are plausible Telugu words. Most regions are fragmented, garbled, or contain orthographic errors.","[""చేరేడంరతె"", ""కుతి మిం రుంగా"", ""గసుోరూమవురి బశూడదు"", ""గ తరం కి"", ""వర చురువి త"", ""ఎయు అరం"", ""రా కుం యం రుయు"", ""డొలధించూారు"", ""౩ బ స్పీ""]",0,0.0,0,594,113,707
val_4_233,val,4,233,tesseract,processed,2,A minority of the OCR outputs are plausible Telugu words. Most regions contain fragmented or orthographically implausible text.,"[""సాగరుం తోము"", ""ఆశ్చృర ముం"", ""హపొాల్సురిను నారు"", ""టు దు"", ""౨ానుషపీవ"", ""గుంటింథ్యార్థి"", ""సస్న నంద కం"", ""అవనాగ నరిరరుం"", ""ళ్లయిు"", ""ఆఅణశుం కూల"", ""అఅుకారులు"", ""ఆజుకిద"", ""ఆ౭ పొయువమే నట్లా"", ""రం లం క్ర""]",0,0.0,0,585,143,728
val_4_238,val,4,238,tesseract,processed,2,"A minority of the OCR outputs are plausible Telugu words. Many regions are fragmented, garbled, or contain non-Telugu characters.","[""అుయులింబిన"", ""యరిమెతే మీవుతు న్నారు"", ""మేడఉలకా"", ""ఇనూతుంలూ ర"", ""ఎతుత మరలరుం"", ""అఖ ౨తలం"", ""గాబ్రౌాటడు"", ""ఉర బంవ్చృ తంంద నోడు"", ""౭"", ""తవ యో గాం"", ""ఎ౨కుతతే"", ""చెప్పట కృ"", ""గుశౌరిర్లి ఆ"", ""ఆనాడఢ""]",1,0.041666666666666664,0,600,156,756
val_10_53,val,10,53,tesseract,processed,2,A minority of the regions are plausible Telugu words or fragments. Most regions are missing or contain errors.,"[""దంల"", ""ంరే"", ""౯"", ""మంపైరొలుువ""]",12,0.48,0,548,50,598
val_10_89,val,10,89,tesseract,processed,1,"Almost all regions are missing or contain severe OCR errors, with very few recognizable Telugu words.","[""దు దు"", ""రా౭రరడన"", ""౧"", ""్‌గ"", ""మగు త గాం""]",15,0.6521739130434783,0,550,58,608
val_10_108,val,10,108,tesseract,processed,2,A minority of the regions are plausible Telugu words. Most entries are missing or contain fragmented and orthographically implausible outputs.,"[""యూ య"", ""ళా""]",10,0.45454545454545453,1,544,52,596
val_10_179,val,10,179,tesseract,processed,2,A minority of the regions are plausible Telugu words. Most entries are either missing or contain significant errors.,"[""ఇంతగ"", ""యూన"", ""రష్టమైంద"", ""ఎడణెనా"", ""ల్‌లొంకాం"", ""తుసౌ్‌ల"", ""ఒభభయతేనొ"", ""ర్‌ం"", ""ల్‌"", ""రో ౧౦ుగల"", ""చరం శాందదలీ""]",12,0.46153846153846156,1,582,104,686
val_10_350,val,10,350,tesseract,processed,2,"A minority of the regions are plausible Telugu words. Most regions are missing, fragmented, or contain orthographic errors.","[""సటుకొబుం"", ""రంల"", ""పహొాదగోరి"", ""ఖణుదంయులదానా"", ""రొరయం"", ""ఆగతీరాంంలోను"", ""రా్‌్‌ుతడాణో""]",8,0.3333333333333333,0,562,89,651
val_10_386,val,10,386,tesseract,processed,2,"A minority of the regions are plausible Telugu words. Most regions contain errors, are fragmented, or are orthographically implausible.","[""రహా త్తం"", ""అఆగయర్నంతు"", ""గనేయాజదరా"", ""థుంచేతారగా"", ""బుకొయుం టు"", ""౧ుంయులతు"", ""రర"", ""అగ్ట్రేర్‌ుత్రు"", ""౭లీ్న తనంలో"", ""ఆతయూరాలు"", ""టంటవాడు"", ""త్‌పోయింటి"", ""వౌరనవథడంతుంటూతు"", ""య తక"", ""చుకియ"", ""ూ"", ""౧౦ ౧"", ""తే మదిం"", ""యౌ""]",0,0.0,0,582,162,744
val_10_469,val,10,469,tesseract,processed,2,A minority of the regions are plausible Telugu words. Most entries are either missing or contain significant errors.,"[""యూరీ యుగ త"", ""అయుగరనోాడు"", ""గ్‌ా"", ""ంెంరలు"", ""యంతంై వేలూ"", ""చయలు గతిం""]",13,0.5416666666666666,0,564,72,636
val_10_480,val,10,480,tesseract,processed,1,Almost no usable Telugu can be recovered; severe OCR failure with many missing or garbled outputs.,"[""డఉుపొణ్యాయంలకల"", ""సోథ్గంచుగం"", ""లేగ రక"", ""ఆ రుయుల్నంగా"", ""గురురుంలేనాం ౮"", ""శో్క్తిం్ర"", ""గమ భరత""]",11,0.4583333333333333,0,571,90,661
